PMID,factor_relevance,entity,category,source_sentence,explanation
39623928,Yes,Alzheimer's disease dementia,AD/ADRD,Behavioral and psychological symptoms of dementia (BPSD) can appear not only in Alzheimer's disease dementia (ADD) but in mild cognitive impairment (MCI).,Identifies a specific type of Alzheimer's disease and related dementia.
39623928,Yes,mild cognitive impairment,AD/ADRD,Behavioral and psychological symptoms of dementia (BPSD) can appear not only in Alzheimer's disease dementia (ADD) but in mild cognitive impairment (MCI).,Identifies a condition related to Alzheimer's disease and related dementia.
39623928,Yes,Alzheimer's disease dementia,AD/ADRD,The cognitive function of 419 new outpatients with ADD or MCI was evaluated using the Revised Hasegawa Dementia Scale (HDS-R) and the Mini-Mental State Examination (MMSE).,Identifies a specific type of Alzheimer's disease and related dementia.
39623928,Yes,mild cognitive impairment,AD/ADRD,The cognitive function of 419 new outpatients with ADD or MCI was evaluated using the Revised Hasegawa Dementia Scale (HDS-R) and the Mini-Mental State Examination (MMSE).,Identifies a condition related to Alzheimer's disease and related dementia.
40713707,No,,,,
39909861,No,,,,
40561381,No,education,Education_and_Literacy,"Area Deprivation Index (ADI), representing neighborhood disadvantage, was quantified at baseline using 17 components (e.g., housing, income, education, and household characteristics), with higher values indicating greater disadvantage.",Education is listed as a component of neighborhood disadvantage.
40561381,No,Alzheimer disease (AD),AD/ADRD,"Living in a socioeconomically disadvantaged neighborhood has an adverse impact on health outcomes, including increased risk of Alzheimer disease (AD).",Mentions Alzheimer disease (AD) as a health outcome.
40561381,No,AD pathology,AD/ADRD,"We sought to examine how neighborhood disadvantage relates to core AD pathology, neurodegeneration, and inflammatory biomarkers in community-dwelling older adults cross-sectionally and over time.",Refers to AD pathology as a core outcome.
40561381,No,AD CSF biomarkers,AD/ADRD,Greater neighborhood disadvantage was associated with elevated inflammatory and AD CSF biomarkers cross-sectionally and longitudinal increases in a nonspecific inflammatory blood biomarker.,Mentions AD CSF biomarkers as outcomes.
40651997,No,,,,
40455830,No,,,,
40629265,No,,,,
40693459,No,,,,
40684246,Yes,health education,Education_and_Literacy,"Those from more deprived areas highlighted the need for improved health education, public transportation, healthcare access, and job opportunities.",Improved health education is needed to address dementia disparities.
40684246,Yes,health literacy campaigns,Education_and_Literacy,"Participants outlined multi-level interventions-ranging from grassroots community programs (e.g., health literacy campaigns, community wellness initiatives) to policy-focused strategies (e.g., political engagement, equitable public resource allocation)-to counteract the self-perpetuating cycle of disadvantage and mitigate dementia risk in under-resourced neighborhoods.",Health literacy campaigns are interventions to mitigate dementia risk.
40684246,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,Alzheimer's disease and related dementias (ADRD) disproportionately affect Black Americans compared to non-Hispanic White individuals.,ADRD is the disease outcome being studied.
40684246,Yes,dementia risk,AD/ADRD,We examined perceived dementia risk factors among Black adults in St. Louis via a participatory approach.,Dementia risk is the outcome associated with the factor.
40684246,Yes,dementia,AD/ADRD,"In 36 community-based system dynamics workshops (CBSD), 234 participants co-created causal loop diagrams capturing influences on dementia.",Dementia is the disease outcome being studied.
40684246,Yes,dementia risk,AD/ADRD,"CBSD revealed a framework for how economic hardship, especially low income and unemployment, reduces access to physical and mental healthcare, driving dementia risk.",Dementia risk is the outcome associated with the factor.
40684246,Yes,dementia,AD/ADRD,"Those from more deprived areas highlighted the need for improved health education, public transportation, healthcare access, and job opportunities.",Dementia is the disease outcome being studied.
40684246,Yes,dementia disparities,AD/ADRD,Addressing dementia disparities requires targeting modifiable social and structural drivers.,Dementia disparities are the outcome being studied.
40684246,Yes,cognitive health,AD/ADRD,"Our findings emphasize the significance of tailored public health interventions that expand access to quality healthcare, reduce socioeconomic barriers, and broadly mitigate racism's pervasive impact on cognitive health.",Cognitive health is related to dementia risk.
40684246,Yes,dementia risk,AD/ADRD,"Workshop groups from areas with higher neighborhood deprivation (as measured by the Area Deprivation Index [ADI]) were more likely to emphasize stress, poor diet, and limited healthcare access-underscoring the critical influence of socioeconomic disadvantage on both lived experiences and views of dementia risk.",Dementia risk is the outcome associated with the factor.
40684246,Yes,dementia,AD/ADRD,"Across multiple feedback loops, structural racism emerged as an ""external yet ubiquitous"" force accelerating other drivers of dementia (e.g., poverty, insufficient community investment, and poorer-quality healthcare), demonstrating the complex pathways by which discrimination exacerbates risk in Black communities.",Dementia is the disease outcome being studied.
40684246,Yes,dementia risk,AD/ADRD,"Participants outlined multi-level interventions-ranging from grassroots community programs (e.g., health literacy campaigns, community wellness initiatives) to policy-focused strategies (e.g., political engagement, equitable public resource allocation)-to counteract the self-perpetuating cycle of disadvantage and mitigate dementia risk in under-resourced neighborhoods.",Dementia risk is the outcome associated with the factor.
40660738,Yes,educational attainment,Education_and_Literacy,"We investigated whether older adults with subjective memory complaints (SMC) and amyloid-β accumulation may show clinical progression over 2 years, as measured by resting-state electroencephalographic (rsEEG), structural magnetic resonance imaging (sMRI), and cognitive variables, depending on educational attainment.",Directly mentions educational attainment as a factor studied.
40660738,Yes,educational attainment,Education_and_Literacy,"In amyloid-negative individuals, higher educational attainment was linked to greater posterior rsEEG alpha activity, possibly reflecting neuroprotective effects.",Links higher educational attainment to brain activity.
40660738,Yes,educational attainment,Education_and_Literacy,"Conversely, amyloid-positive individuals with higher educational attainment showed reduced posterior rsEEG alpha rhythms and lower parietal cortical thickness, potentially indicating compensatory mechanisms counteracting early amyloidosis and neurodegeneration.",Links higher educational attainment to brain structure changes.
40660738,Yes,Education,Education_and_Literacy,"Education had a stable influence on rsEEG, sMRI, and cognitive markers over 2 years in SMC individuals.",States education's stable influence on brain markers.
40660738,Yes,Education,Education_and_Literacy,Compensatory mechanism of education against early amyloidosis and neurodegeneration.,Describes education's compensatory role against neurodegeneration.
40660738,Yes,subjective memory complaints,AD/ADRD,"We investigated whether older adults with subjective memory complaints (SMC) and amyloid-β accumulation may show clinical progression over 2 years, as measured by resting-state electroencephalographic (rsEEG), structural magnetic resonance imaging (sMRI), and cognitive variables, depending on educational attainment.",Subjective memory complaints are a precursor to ADRD.
40660738,Yes,amyloid-β accumulation,AD/ADRD,"We investigated whether older adults with subjective memory complaints (SMC) and amyloid-β accumulation may show clinical progression over 2 years, as measured by resting-state electroencephalographic (rsEEG), structural magnetic resonance imaging (sMRI), and cognitive variables, depending on educational attainment.",Amyloid-β accumulation is a key feature of ADRD.
40660738,Yes,amyloid-negative individuals,AD/ADRD,"In amyloid-negative individuals, higher educational attainment was linked to greater posterior rsEEG alpha activity, possibly reflecting neuroprotective effects.","Refers to individuals without amyloid pathology, relevant to ADRD."
40660738,Yes,amyloid-positive individuals,AD/ADRD,"Conversely, amyloid-positive individuals with higher educational attainment showed reduced posterior rsEEG alpha rhythms and lower parietal cortical thickness, potentially indicating compensatory mechanisms counteracting early amyloidosis and neurodegeneration.","Refers to individuals with amyloid pathology, relevant to ADRD."
40660738,Yes,amyloidosis,AD/ADRD,"Conversely, amyloid-positive individuals with higher educational attainment showed reduced posterior rsEEG alpha rhythms and lower parietal cortical thickness, potentially indicating compensatory mechanisms counteracting early amyloidosis and neurodegeneration.",Amyloidosis is a pathological hallmark of ADRD.
40660738,Yes,neurodegeneration,AD/ADRD,"Conversely, amyloid-positive individuals with higher educational attainment showed reduced posterior rsEEG alpha rhythms and lower parietal cortical thickness, potentially indicating compensatory mechanisms counteracting early amyloidosis and neurodegeneration.",Neurodegeneration is a core process in ADRD.
40627435,No,,,,
40621962,Yes,culturally tailored education,Education_and_Literacy,"Effective strategies involved long-term community engagement, culturally tailored education, participatory methods, and logistical support.",Education materials tailored to specific cultures for ADRD research.
40621962,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Ethnoracial groups face the highest risk for Alzheimer's disease and related dementias (ADRD) but remain underrepresented in research, exacerbating health disparities.",Refers to the disease group being studied.
40621962,Yes,ADRD research,AD/ADRD,"Effective strategies involved long-term community engagement, culturally tailored education, participatory methods, and logistical support.",Refers to the research context for ADRD.
40597399,No,,,,
40518812,No,,,,
40451134,No,,,,
40443135,No,,,,
40403677,No,dementia/Alzheimer's disease,ADRD,"Patients diagnosed with schizophrenia (p = 0.034), bipolar disorder (p = 0.016), depression (p = 0.008), obsessive-compulsive disorder (p = 0.015) and dementia/Alzheimer's disease (p = 0.003) were more likely to be compliant with treatments whereas patients affected by stress or post-traumatic stress disorder were significantly less complaint (p = 0.015 and p = 0.006, respectively).",Identifies a specific ADRD condition mentioned in the study.
40397128,No,,,,
40325979,No,,,,
40294330,No,,,,
40288270,Yes,education,Education_and_Literacy,"Cognitive reserve, often reflected by education, may protect against cognitive decline linked to brain pathology.",Education is linked to cognitive decline protection.
40288270,Yes,cognitive decline,ADRD,"Cognitive reserve, often reflected by education, may protect against cognitive decline linked to brain pathology.",Cognitive decline is a symptom of ADRD.
40288270,Yes,education,Education_and_Literacy,"This study explores education's role, as a proxy for cognitive reserve, in moderating the relationship between WML burden and the HC to MCI transition.",Education moderates WML burden and MCI transition.
40288270,Yes,mild cognitive impairment,ADRD,"White matter lesions (WMLs), common in aging, are associated with the progression from healthy cognitive status (HC) to mild cognitive impairment (MCI).",Mild cognitive impairment is a stage of ADRD.
40288270,Yes,education,Education_and_Literacy,"A significant interaction between group and education for both WML types (WM-hyper: β = -0.097, p = 0.047; WM-hypo: β = -0.070, p = 0.037) was found, suggesting that among individuals who progressed to MCI, higher education was associated with lower WML burden.",Higher education associated with lower WML burden in MCI.
40288270,Yes,mild cognitive impairment,ADRD,"A significant interaction between group and education for both WML types (WM-hyper: β = -0.097, p = 0.047; WM-hypo: β = -0.070, p = 0.037) was found, suggesting that among individuals who progressed to MCI, higher education was associated with lower WML burden.",MCI progression is linked to education level.
40288270,Yes,education,Education_and_Literacy,This suggest that education plays a protective role against white matter pathology among individuals at risk for cognitive impairment.,Education protects against white matter pathology.
40288270,Yes,cognitive impairment,ADRD,This suggest that education plays a protective role against white matter pathology among individuals at risk for cognitive impairment.,Cognitive impairment is a symptom of ADRD.
39968751,Yes,education,Education_and_Literacy,"Multivariable and multivariate linear regression models showed that those dementia caregivers who are older, have lower education, experience higher levels of caregiving-related burden and stress, and live in urban compared to rural districts, experience more negative SPAs compared to dementia caregivers without these characteristics.",Lower education is associated with negative self-perceptions of aging.
39968751,Yes,dementia caregivers,AD/ADRD,"Multivariable and multivariate linear regression models showed that those dementia caregivers who are older, have lower education, experience higher levels of caregiving-related burden and stress, and live in urban compared to rural districts, experience more negative SPAs compared to dementia caregivers without these characteristics.",The study population is dementia caregivers.
39550616,No,,,,
37647340,No,,,,
40587504,Yes,higher education,Education_and_Literacy,"Residents aged 18-39, living in urban areas, with higher education or above, working in healthcare, having a higher income level, being unmarried, and having experience in Alzheimer's Disease and Related Dementias (ADRD) knowledge training have a higher level of knowledge about AD and a more positive attitude towards it.",Higher education is linked to higher AD knowledge.
40587504,Yes,Alzheimer's Disease and Related Dementias (ADRD),AD/ADRD,"Residents aged 18-39, living in urban areas, with higher education or above, working in healthcare, having a higher income level, being unmarried, and having experience in Alzheimer's Disease and Related Dementias (ADRD) knowledge training have a higher level of knowledge about AD and a more positive attitude towards it.",ADRD is the outcome variable being studied.
40587504,Yes,Alzheimer's Disease and Related Dementias (ADRD),AD/ADRD,Residents with family members suffering from ADRD have lower DAS scores than those without such family members.,ADRD is the outcome variable being studied.
40515617,No,,,,
40332047,No,,,,
39969227,No,,,,
40466093,Yes,dementia education platform,Education_and_Literacy,"We developed a web- and email-based dementia education platform for care partners, iGeriCare, which includes 12 asynchronous, multimedia, e-learning lessons and email-based content to reinforce the learning.",Describes an educational intervention for dementia care partners.
40466093,Yes,educational resources,Education_and_Literacy,"Secondary objectives will examine the effectiveness of the educational resources on family care partners' knowledge, self-efficacy, and sense of burden.",Refers to the educational materials provided in the study.
40466093,Yes,dementia web- and email-based educational intervention,Education_and_Literacy,Participants will be randomly assigned to either the intervention group (receiving the dementia web- and email-based educational intervention) or the control group (receiving an alternate topic e-learning lesson and emails) and will have 8 weeks to complete baseline surveys and the assigned e-learning.,Specifies the educational intervention being tested.
40466093,Yes,dementia care partner educational intervention,Education_and_Literacy,"This study is investigating the feasibility, acceptability, and effectiveness of a web- and email-based dementia care partner educational intervention.",Highlights the educational intervention for dementia care partners.
40457220,Yes,education level,Education_and_Literacy,"The results indicated that residence location, alcohol consumption, life satisfaction, depressive symptoms, and education level are key factors influencing the risk of MCI among older adults with functional disability.",Education level is a key factor influencing MCI risk.
40457220,Yes,MCI,AD/ADRD,"Mild Cognitive Impairment (MCI) is a critical transitional stage between normal aging and Alzheimer's disease, and its early identification is essential for delaying disease progression.",MCI is a transitional stage to Alzheimer's disease.
40457220,Yes,MCI,AD/ADRD,"The results indicated that residence location, alcohol consumption, life satisfaction, depressive symptoms, and education level are key factors influencing the risk of MCI among older adults with functional disability.",Education level influences the risk of MCI.
40456118,Yes,public awareness and education about dementia-related stigma,Education_and_Literacy,"However, public awareness and education about dementia-related stigma remain limited, especially on social media.",Mentions education related to dementia stigma.
40456118,Yes,educational strategies,Education_and_Literacy,"By understanding dementia-related stigma on social media, we can develop educational strategies to target false stereotypes, beliefs, and misinformation to improve the quality of life of people living with dementia.",Refers to strategies involving education.
40456118,Yes,dementia education and information,Education_and_Literacy,"By analyzing how stigma manifests on social media, our study sheds light on the dementia education and information needed to address false beliefs, misinformation, and dementia-related stigma.",Directly mentions dementia education and information.
40456118,Yes,dementia,AD/ADRD,Dementia-related stigma is a significant global health concern.,Refers to the condition dementia.
40456118,Yes,dementia,AD/ADRD,"However, public awareness and education about dementia-related stigma remain limited, especially on social media.",Refers to the condition dementia.
40456118,Yes,dementia,AD/ADRD,Examining dementia-related stigma on social media is critical because it impacts how the public perceives people living with dementia.,Refers to the condition dementia.
40456118,Yes,dementia,AD/ADRD,"By understanding dementia-related stigma on social media, we can develop educational strategies to target false stereotypes, beliefs, and misinformation to improve the quality of life of people living with dementia.",Refers to the condition dementia.
40456118,Yes,dementia-related stigma,AD/ADRD,This study examines dementia-related stigma on the X platform (formerly Twitter) during World Alzheimer's Month to identify opportunities for intervention to address dementia-related stigma.,Refers to stigma associated with dementia.
40456118,Yes,Alzheimer's Disease International,AD/ADRD,"A total of 266,211 posts were scraped from X during the World Alzheimer's Awareness Month from September 1-30, 2022, a global advocacy campaign organized by Alzheimer's Disease International.",Refers to Alzheimer's Disease International.
40456118,Yes,dementia stereotypes,AD/ADRD,"A total of four main themes were identified including: (i) dementia stereotypes: ""a burden to society""; (ii) discrimination and denied dignity: ""discrimination exists in public spaces""; (iii) devaluing the lives of people with dementia: ""society should legalize euthanasia""; and (iv) countering dementia-related stigma: ""break down the stigma.""",Refers to stereotypes related to dementia.
40456118,Yes,people with dementia,AD/ADRD,"A total of four main themes were identified including: (i) dementia stereotypes: ""a burden to society""; (ii) discrimination and denied dignity: ""discrimination exists in public spaces""; (iii) devaluing the lives of people with dementia: ""society should legalize euthanasia""; and (iv) countering dementia-related stigma: ""break down the stigma.""",Refers to individuals with dementia.
40456118,Yes,dementia-related stigma,AD/ADRD,"Although the World Alzheimer's Awareness Month is helpful for raising awareness, more research is needed to address dementia-related stigma, stereotypes, and discrimination on social media.",Refers to stigma associated with dementia.
40456118,Yes,dementia-related stigma,AD/ADRD,"By analyzing how stigma manifests on social media, our study sheds light on the dementia education and information needed to address false beliefs, misinformation, and dementia-related stigma.",Refers to stigma associated with dementia.
40456118,Yes,dementia-related stigma,AD/ADRD,"The findings from our study have important implications for policymakers, health professionals, and community advocates working to design awareness campaigns to reduce dementia-related stigma on social media.",Refers to stigma associated with dementia.
40545557,No,,,,
40524437,No,,,,
40432270,Yes,dementia education,Education_and_Literacy,Co-producing a culturally inclusive dementia education intervention with representative stakeholders can address these knowledge and service gaps.,Describes an educational intervention related to dementia.
40432270,Yes,dementia education,Education_and_Literacy,This paper details the protocol for designing and evaluating a co-produced multilingual dementia education intervention named Dementia Friends Unite.,Details the design of a dementia education intervention.
40432270,Yes,dementia knowledge,Education_and_Literacy,"This project aims to improve dementia knowledge, attitudes and supportive practices in a multicultural context.",Focuses on improving knowledge about dementia.
40432270,Yes,multilingual dementia education intervention,Education_and_Literacy,A multi-stakeholder collaboration involving representatives from each of these communities was formed to co-produce the multilingual dementia education intervention.,Describes the development of a specific educational intervention.
40432270,Yes,dementia education,Education_and_Literacy,Study 2 involves evaluating the initiative's impact according to the RE-AIM framework.,Evaluates the impact of the dementia education initiative.
40432270,Yes,knowledge,Education_and_Literacy,"Outcome measures include intervention reach and effectiveness in changing participants' knowledge, attitudes and supportive practices through questionnaires (pre-, post- and follow-up) and interviews;",Measures changes in participants' knowledge post-intervention.
40432270,Yes,dementia education,Education_and_Literacy,This project will employ a comprehensive approach to address unmet needs and research gaps in co-produced dementia education and its implementation in multicultural contexts.,Addresses gaps in dementia education research.
40432270,Yes,dementia,AD/ADRD,Limited dementia awareness among culturally and linguistically diverse communities can exacerbate stigma and hinder support for carers and people at risk of or living with dementia.,Refers to the disease state of dementia.
40432270,Yes,dementia,AD/ADRD,Co-producing a culturally inclusive dementia education intervention with representative stakeholders can address these knowledge and service gaps.,Refers to the disease state of dementia.
40432270,Yes,dementia,AD/ADRD,This paper details the protocol for designing and evaluating a co-produced multilingual dementia education intervention named Dementia Friends Unite.,Refers to the disease state of dementia.
40432270,Yes,dementia,AD/ADRD,"This project aims to improve dementia knowledge, attitudes and supportive practices in a multicultural context.",Refers to the disease state of dementia.
40432270,Yes,dementia,AD/ADRD,A multi-stakeholder collaboration involving representatives from each of these communities was formed to co-produce the multilingual dementia education intervention.,Refers to the disease state of dementia.
40432270,Yes,dementia,AD/ADRD,Study 2 involves evaluating the initiative's impact according to the RE-AIM framework.,Refers to the disease state of dementia.
40432270,Yes,dementia,AD/ADRD,"Outcome measures include intervention reach and effectiveness in changing participants' knowledge, attitudes and supportive practices through questionnaires (pre-, post- and follow-up) and interviews;",Refers to the disease state of dementia.
40432270,Yes,dementia education,AD/ADRD,This project will employ a comprehensive approach to address unmet needs and research gaps in co-produced dementia education and its implementation in multicultural contexts.,Refers to the disease state of dementia.
40432270,Yes,dementia,AD/ADRD,"A multi-stakeholder collaboration involving representatives from local government and care services, as well as people with living and caring experiences of dementia, from each of the targeted communities, was formed to co-produce this initiative.",Refers to the disease state of dementia.
40340427,No,,,,
40320775,No,,,,
40298273,No,,,,
40267299,No,,,,
40261356,No,,,,
40261292,No,,,,
40249666,No,,,,
40107929,No,,,,
40082178,No,,,,
40072737,Yes,health literacy,Education_and_Literacy,"Multivariable analyses examined differences in knowledge, attitudinal, and behavioral outcomes by sociodemographic and psychosocial factors including health literacy and health activation.",Health literacy is a key component of education and literacy.
40072737,Yes,knowledge of protective behaviors,Education_and_Literacy,"Survey items assessed concern about ADRD, beliefs related to ways to support brain health, knowledge of protective behaviors, and actual engagement in protective behaviors.",Knowledge acquisition is related to education and literacy.
40072737,Yes,education about well-established modifiable risk factors,Education_and_Literacy,"Opportunities exist for increasing education about well-established modifiable risk factors for ADRD, yet more research is needed to understand these factors in historically minoritized communities.",Education is explicitly mentioned as a potential intervention.
40072737,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,Alzheimer's disease and related dementias (ADRD) disproportionately impact Latinos in the US.,ADRD is the disease outcome being studied.
40072737,Yes,ADRD,AD/ADRD,"A third (36.0%) of participants were ""very concerned"" about ADRD.",ADRD is the disease outcome being studied.
40072737,Yes,ADRD,AD/ADRD,"Nearly two thirds (61.0%) ""strongly agreed"" steps can be taken to reduce risk of ADRD.",ADRD is the disease outcome being studied.
40072737,Yes,ADRD,AD/ADRD,"Less than a third (29.5%) were able to name three steps to support brain health, and 45.5% reported currently engaging in behaviors to support brain health.",ADRD is the disease outcome being studied.
40072737,Yes,ADRD,AD/ADRD,"In multivariable analyses, participants with lower acculturation were more likely to be ""very concerned"" about ADRD and to ""strongly agree"" that steps can be taken to support brain health.",ADRD is the disease outcome being studied.
40072737,Yes,ADRD,AD/ADRD,Those who were older and had a family member with ADRD were more likely to be able to name three steps that can be taken.,ADRD is the disease outcome being studied.
40072737,Yes,ADRD,AD/ADRD,"Opportunities exist for increasing education about well-established modifiable risk factors for ADRD, yet more research is needed to understand these factors in historically minoritized communities.",ADRD is the disease outcome being studied.
39949308,No,,,,
39922446,No,,,,
39720972,No,,,,
39589019,No,,,,
39562850,No,,,,
38668780,Yes,education,Education_and_Literacy,"After additional adjustment for education, health insurance, usual source of care, and chronic conditions, only US-born Black older adults continued to show higher odds (OR = 1.54; 95% CI = 1.27-1.87) of diagnosed ADRD compared to US-born White older adults.",Education is adjusted for in relation to ADRD diagnosis odds.
38668780,Yes,diagnosed ADRD,AD/ADRD,"After additional adjustment for education, health insurance, usual source of care, and chronic conditions, only US-born Black older adults continued to show higher odds (OR = 1.54; 95% CI = 1.27-1.87) of diagnosed ADRD compared to US-born White older adults.",ADRD diagnosis odds are associated with education adjustment.
40262071,No,,,,
40705698,No,,,,
40415129,No,,,,
40413042,No,,,,
40469616,Yes,education,Education_and_Literacy,"Factors such as education, socioeconomic status, and limited public health interventions contribute to the development of Alzheimer's disease and other dementias.",Education is a BSSR factor linked to dementia development.
40469616,Yes,Alzheimer's disease and other dementias,AD/ADRD,"Factors such as education, socioeconomic status, and limited public health interventions contribute to the development of Alzheimer's disease and other dementias.",Alzheimer's disease and other dementias are ADRD outcomes.
40469616,Yes,education-adjusted cutoff scores,Education_and_Literacy,"Participants were classified as controls, MCI, or dementia based on education-adjusted cutoff scores of those scales through cognitive system classification tools.",Education adjustment is used in classifying cognitive impairment.
40469616,Yes,lower educational level,Education_and_Literacy,A lower educational level is associated with older age and correlates with lower cognitive scores and functional impairment.,Lower education level is associated with cognitive impairment.
40469616,Yes,low education,Education_and_Literacy,"Age, low education, hypertension, and hearing loss are potential risk factors for cognitive impairment.",Low education is identified as a risk factor.
40203665,No,,,,
40209131,No,,,,
40203226,No,,,,
40431348,No,,,,
40324770,No,,,,
40442881,Yes,low education,Education_and_Literacy,"We report the feasibility and cognitive outcomes of a stage 1b randomized trial testing 3 months of home-delivered high polyphenol snacks (e.g., nuts, berries) and online speed of processing training among older adults with 12 or fewer years of education.",Describes the educational level of the study participants.
40442881,Yes,limited formal education,Education_and_Literacy,Dementia prevention trials with longer intervention and follow-up focused on adults with limited formal education should be considered given the observed cognitive gains in those with elevated risk.,Highlights the target population for future dementia prevention.
40442881,Yes,cognitive decline,AD/ADRD,The study focused on adults with low education; a group with a high risk for cognitive decline.,Refers to the potential outcome related to ADRD.
40442881,Yes,dementia prevention,AD/ADRD,Dementia prevention trials with longer intervention and follow-up focused on adults with limited formal education should be considered given the observed cognitive gains in those with elevated risk.,Indicates the study's focus on preventing ADRD.
40442881,Yes,low education,Education_and_Literacy,The study establishes the feasibility of dementia prevention targeting adults with low education.,Specifies the target group for dementia prevention efforts.
40407095,No,,,,
40404275,No,,,,
40371732,No,,,,
40357887,No,,,,
40331508,No,,,,
40304268,No,,,,
40245823,Yes,education,Education_and_Literacy,"The following risk factors were associated with the reversion from MCI to normal cognition: education (low to high), age, Mini-Mental State Examination (MMSE), Functional Activities Questionnaire (FAQ), Auditory Verbal Learning Test (AVLT) delay recall test, Apolipoprotein E (APOE) positive, multiple domain impaired, live along, depression, doing house work daily/exercise once a week.",Education level is linked to cognitive reversion from MCI.
40245823,Yes,mild cognitive impairment (MCI),AD/ADRD,"The aim was to investigate the pooled prevalence of reversion from mild cognitive impairment (MCI) to normal cognition people, and the influencing factors for reversion.",MCI is a precursor or related condition to ADRD.
40245823,Yes,normal cognition,AD/ADRD,"The aim was to investigate the pooled prevalence of reversion from mild cognitive impairment (MCI) to normal cognition people, and the influencing factors for reversion.",Normal cognition is the state opposite to ADRD.
40232259,No,,,,
40116688,No,,,,
40084665,No,,,,
40055039,No,,,,
39878054,No,,,,
39786627,No,,,,
39630270,Yes,educational attainment,Education_and_Literacy,"Cognitive reserve-enhancing factors were rated during three periods of life-course, namely early-life stage (educational attainment,), adulthood (household income) and late-life stage (weekly physical activity).",Educational attainment is a key factor in cognitive reserve.
39630270,Yes,dementia,AD/ADRD,"To explore the relationship between adverse childhood experiences (ACEs) and incident dementia, and examine the mediating effect of cognitive reserve-enhancing factors from life course perspective.",Dementia is the outcome variable being studied.
39630270,Yes,dementia,AD/ADRD,"Participants with one additional number of ACEs was associated with increased risk of dementia (HR = 1.08, 95% CI: 1.02, 1.16).",Dementia risk is associated with ACEs and cognitive reserve.
39630270,Yes,early-life stage enhancing factor,Education_and_Literacy,The correlation of the number of ACEs and dementia was fully mediated by early-life stage enhancing factor and partially mediated by adulthood enhancing factor.,Early-life stage factor mediates ACEs-dementia link.
39630270,Yes,dementia,AD/ADRD,The above mediating roles only exist among those with moderate and high dementia genetic risk.,Dementia risk is influenced by genetic factors.
39630270,Yes,dementia,AD/ADRD,"Exposure to a larger number of ACEs is significantly linked to dementia, and cognitive reserve-enhancing factors might mediate this association.",Dementia is linked to ACEs and cognitive reserve.
39547823,No,,,,
39477251,No,,,,
39349155,No,,,,
39180168,Yes,cognitive reserve,Education_and_Literacy,"A composite score, based on the premorbid IQ (WRAT-3 Reading subtest) and years of education was used to estimate CR.","Composite score includes years of education, a literacy factor."
39180168,Yes,cognitive reserve,Education_and_Literacy,"The negative relationship between depression and EF was stronger in individuals with higher CR levels, suggesting a possible floor effect at lower CR levels.",CR levels influence the relationship between depression and EF.
39180168,Yes,cognitive reserve,Education_and_Literacy,"In the multinomial regression, the interaction between CR and depression predicted conversion to MCI status, indicating that lower CR paired with more severe depression at baseline was associated with a higher risk of subsequent impairment.",Lower CR predicts higher risk of MCI conversion.
39180168,Yes,Mild Cognitive Impairment,AD/ADRD,"In the multinomial regression, the interaction between CR and depression predicted conversion to MCI status, indicating that lower CR paired with more severe depression at baseline was associated with a higher risk of subsequent impairment.",MCI is a stage of cognitive decline related to ADRD.
40305830,No,,,,
40294408,No,,,,
