PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40332047,evidence-based interventions,Yes,['treatment_and_medication'],"Over a 6-year period, 3 projects engaged over 900 individuals living with dementia and their supports and approximately 3500 service professionals through 6 education initiatives and 3 evidence-based interventions.",structured therapeutic approaches for managing dementia
40466093,web-based education program (iGeriCare),No,['Undefined'],"We developed a web- and email-based dementia education platform for care partners, iGeriCare, which includes 12 asynchronous, multimedia, e-learning lessons and email-based content to reinforce the learning.","Entity represents an educational tool for care partners, not a healthcare factor impacting ADRD."
40340427,healthcare access,No,['Undefined'],Addressing these gaps through targeted education and improved diagnostic tools is essential for enhancing patient care.,"Entity refers to education and tools, not healthcare access barriers or facilitators."
40340427,healthcare quality,Yes,['quality_of_care'],Inconsistencies in evaluations and referrals revealed a gap between knowledge and practice.,Inconsistent evaluations and referrals impact care effectiveness.
40072737,health literacy,Yes,['health_access'],"Multivariable analyses examined differences in knowledge, attitudinal, and behavioral outcomes by sociodemographic and psychosocial factors including health literacy and health activation.",Health literacy affects ability to obtain healthcare services.
40072737,health activation,Yes,['Undefined'],Participants with low health activation were less likely to agree that steps can be taken.,Entity not explicitly covered by existing healthcare factor classes.
39562850,AD-focused research registry,No,['Undefined'],"Alzheimer's disease (AD)-focused recruitment research registries can help identify eligible participants for AD studies, but registry participation is limited among racial and ethnic groups most at risk for AD.","Entity refers to a research tool, not a healthcare service or payment mechanism."
38668780,health insurance,Yes,['healthcare_payment_source'],"After additional adjustment for education, health insurance, usual source of care, and chronic conditions, only US-born Black older adults continued to show higher odds (OR = 1.54; 95% CI = 1.27-1.87) of diagnosed ADRD compared to US-born White older adults.",Entity represents financial mechanism funding medical care.
38668780,usual source of care,Yes,['health_access'],"After additional adjustment for education, health insurance, usual source of care, and chronic conditions, only US-born Black older adults continued to show higher odds (OR = 1.54; 95% CI = 1.27-1.87) of diagnosed ADRD compared to US-born White older adults.","Usual source of care reflects consistent access to healthcare services, a key aspect of health access."
40413042,advance care planning (ACP),Yes,['quality_of_care'],Planning Ahead is a randomised controlled trial to test the effectiveness of facilitated ACP in community-dwelling older adults including those with normal cognition and those with Alzheimer's Disease and Related Dementias (ADRD) who are at high risk of death.,"Ensures care aligns with patient preferences, impacting care quality for ADRD patients."
40413042,Respecting Choices Advanced Steps (RCAS) model,Yes,['quality_of_care'],"The intervention uses the Respecting Choices Advanced Steps (RCAS) model of ACP delivered by a registered nurse and includes identification of the patient's values and goals, education about ACP and the POLST form and the opportunity to complete a POLST form.",The RCAS model is a structured ACP approach influencing care quality by aligning treatments with patient preferences.
40469616,public health interventions,Yes,['health_access'],"Factors such as education, socioeconomic status, and limited public health interventions contribute to the development of Alzheimer's disease and other dementias.",Availability of public health services affects disease development.
40407095,health care experiences,Yes,['quality_of_care'],"This article offers rationale, empirical support, and guidance for using the selected constructs: transportation security, financial security, social connectedness, health care experiences, and discrimination, as well as recommendations for next steps that each ADRC can take to maximize local and field-level progress.","Refers to the quality of healthcare services received, impacting health outcomes."
40331508,Aβ status disclosure,Yes,['Undefined'],Motivation for lifestyle changes decreased after Aβ disclosure.,"Entity relates to medical information sharing, not directly to healthcare access, quality, treatment, payment, or visits."
40331508,Personalized communication strategies,Yes,['quality_of_care'],Results support personalized communication strategies for Aβ disclosure.,Enhances care effectiveness through tailored patient communication.
39547823,REACH VN,Yes,['Undefined'],We tested the efficacy of a culturally adapted family caregiver intervention (REACH VN) in Northern Vietnam.,Caregiver intervention program not fitting existing healthcare factor classes.
40305830,health care professionals,Yes,['quality_of_care'],This method presents a valuable tool for health care professionals to facilitate timely interventions,"The tool enhances care delivery effectiveness by professionals, impacting quality."
40305830,predictive health models,No,['Undefined'],"the incorporation of blood biomarkers, along with demographic, life behavior, and disease history into ML models offers a convenient, rapid, and accurate approach for the early identification of older adult individuals at risk of cognitive impairment","Entity refers to a predictive tool/method, not a healthcare factor impacting ADRD."
40250879,informatics-generated list,No,['Undefined'],The following study will use a previously informatics-generated list of participants who have a lower risk of developing Alzheimer's disease and other related dementias.,"Entity represents a research methodology tool, not a healthcare factor influencing ADRD."
40250879,teleneuropsychological battery examination,Yes,['health_access'],Participants will undergo a teleneuropsychological battery examination via remote assessment.,Remote assessment facilitates access to neuropsychological services for vulnerable populations.
40189848,medical/institutional racism,Yes,['health_access'],"Community member barriers included lacking knowledge about dementia and research opportunities, language, stigma, and medical/institutional racism.",Systemic barrier affecting access to healthcare services.
40189848,culturally appropriate language,Yes,['health_access'],"Facilitators included using varied recruitment strategies, culturally appropriate language, communal research, and salient outcomes.","Culturally appropriate language addresses communication barriers, enhancing access to healthcare services for minoritized groups."
40189848,community-centered approaches,No,['Undefined'],"Facilitators included culturally sensitive, community-centered approaches in diverse research groups.","Entity relates to research recruitment strategies, not a healthcare factor impacting ADRD."
40189829,Medicare,Yes,['healthcare_payment_source'],ADRD cases were identified from Medicare files.,Medicare is a government-funded healthcare payment source.
40148225,access to social care,Yes,['health_access'],Lacking a care grade (access to social care) and low education were found to be risk factors for the occurrence of unmet needs in almost all areas.,"Access to social care relates to obtaining necessary healthcare services, impacting unmet needs in dementia care."
40148225,regular General Practitioner (GP) visits,Yes,['healthcare_visit'],Sensitivity analyses showed the positive effects of regular General Practitioner (GP) visits on the fulfillment of social needs (β = -0.61 [95%CI -1.01 to -0.22]).,Regular GP visits are instances of healthcare visits impacting social needs fulfillment.
40148225,medication use,Yes,['treatment_and_medication'],Factors such as increased medication use (OR = 1.10 [95%CI 1.02 to 1.19]) and loneliness... were associated with a higher likelihood of unmet environmental needs.,Medication use is part of treatment management impacting care needs.
40072379,health expenditure per capita,Yes,['health_access'],"health expenditure per capita, and fertility rate, were sourced from World Bank Data.","Health expenditure per capita reflects financial resources allocated to healthcare, influencing access to services."
40007109,Virtual Dementia Tour (VDT),Yes,['quality_of_care'],"this study outlined the implementation process of an immersive sensory experience, the Virtual Dementia Tour (VDT), into a Doctor of Pharmacy curriculum and evaluated the impact of the experience on pharmacy students' empathy for persons living with ADRD.",Enhances care quality through empathy training for ADRD patient care.
39709278,home-based care,Yes,['treatment_and_medication'],Respondents expressed a desire for their loved ones to receive both the medication and home-based care.,Home-based care is a non-pharmacologic therapy for managing Alzheimer's disease.
39709278,insurance coverage,Yes,['healthcare_payment_source'],Respondents... indicated their preference for which intervention they wanted their loved one's insurance to cover.,relates to financial mechanism funding care
38273182,access to adequate medical services,Yes,['health_access'],"A likely disparity-generating mechanism may lie in endocytosis and abnormal tissue growing mechanisms, depending on inherited gene mutations and the structure of proxies as well as gene-environment interactions with other risk factors such as lifestyle, education level, and access to adequate medical services.",relates to timely and appropriate healthcare services
39878947,dementia health literacy,Yes,['Undefined'],This study examined the influence of caregivers' dementia health literacy on perceptions of medical care preferences and advance care planning (ACP) in people living with dementia.,"Entity relates to caregivers' knowledge, not directly to healthcare access, quality, treatment, payment, or visits."
39878947,advance care planning (ACP),Yes,['quality_of_care'],"These findings highlight the role of dementia-specific education in ACP discussions among people living with dementia, caregivers, and healthcare clinicians.",ACP discussions enhance care quality by aligning treatment with patient preferences.
40065204,care coordination,Yes,['quality_of_care'],Organizational barriers involved poor care coordination and unclear access procedures.,Poor care coordination reflects systemic quality-of-care issues impacting dementia service delivery.
40065204,access to healthcare services,Yes,['health_access'],Understanding these barriers is crucial for improving service utilization and alleviating the economic burden on families and national health systems.,Improving access enhances service utilization for dementia care.
40065204,healthcare workers,No,['Undefined'],"conducted on people living with a dementia, their caregivers, or healthcare workers in dementia care settings in Europe","Entity refers to care providers, not a healthcare factor impacting ADRD."
40156267,healthcare member population,No,['Undefined'],"Kaiser Permanente Northern California (KPNC) members (n = 705,061; n = 202,937 with sociodemographic surveys) who initiated statins from 2001 to 2010 were matched on age and low-density lipoprotein cholesterol (LDL-C) with non-initiators and followed through 2020 for incident ADRD.","Entity refers to study population, not a healthcare factor impacting ADRD."
39888173,4-year diploma program,No,['Undefined'],"Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).","Entity represents educational program, not a healthcare factor impacting ADRD."
39888173,Post-graduation training activities,Yes,['Undefined'],Additional post-graduation training activities are also recommended to increase competencies of nurses in caring for PWD.,Training activities enhance care quality but are not explicitly listed in the defined classes.
39904782,hypothalamic DBS,Yes,['treatment_and_medication'],"Hypothalamic DBS was indicated in refractory headaches (n = 238, 57.8%), aggressive behavior (n = 100, 24.3%), mild Alzheimer's disease (n = 58, 14.1%), trigeminal neuralgia in multiple sclerosis (n = 5, 1.2%), Prader-Willi syndrome (n = 4, 0.97%), and atypical facial pain (n = 3, 0.73%).",Hypothalamic DBS is a therapeutic intervention for mild Alzheimer's disease.
39821948,multidomain intervention,Yes,['treatment_and_medication'],We pooled up to 12 years of follow-up data from 5205 participants aged > 70 from the Multidomain Alzheimer Preventive Trial (MAPT) and Prevention of Dementia by Intensive Vascular Care (preDIVA) studies.,Non-pharmacologic therapy for dementia prevention
39821948,multidomain prevention,Yes,['treatment_and_medication'],"Multidomain intervention had no effect on incident dementia overall (hazard ratio = 0.98, 95% confidence interval 0.80-1.21), or in any pre-specified subgroup.",Multidomain intervention represents a non-pharmacologic therapy for dementia prevention.
39817562,Healthy Brain Initiative (HBI) Roadmap,Yes,['Undefined'],"It aims to support dementia research, policy, and care by leveraging the Centers for Disease Control (CDC) Healthy Brain Initiative (HBI) Roadmap.","The entity represents a strategic framework for dementia care and policy, not a direct healthcare factor like access, quality, or payment."
39817562,All-Payer Claims Database (APCD),Yes,['healthcare_payment_source'],It integrates self-enrollment and automatic enrollment using Virginia's All-Payer Claims Database (APCD).,APCD is a financial mechanism for healthcare claims data collection.
39817562,Clinical services,Yes,['health_access'],"offering connections to research, clinical services, and education.",Connecting to clinical services improves healthcare access for ADRD patients.
39801084,genetic counseling,Yes,['quality_of_care'],Findings highlight a need for responsive genetic counseling focused on exploring options alongside providing information and signposting to practical legal and financial support.,Genetic counseling improves care quality by providing information and support for reproductive decisions in ADRD risk management.
39791248,e-learning program,Yes,['health_access'],"This e-learning program was positively perceived, increased knowledge of dementia risk reduction, and promoted engagement in brain-healthy lifestyles.",The program improves access to health information and services.
39713874,medical history of stroke,No,['Undefined'],"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.","Entity represents a pre-existing medical condition, not a healthcare factor."
39713874,hypertension,No,['Undefined'],"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.","Hypertension is a medical condition, not a healthcare factor."
39713874,epilepsy,No,['Undefined'],"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.","Entity represents a medical comorbidity, not a healthcare factor."
39641412,IADRC (Indiana Alzheimer's Disease Research Center),No,['Undefined'],The Indiana Alzheimer's Disease Research Center (IADRC) and its Community Advisory Board developed and implemented the innovative RAAISE-D Framework.,"Entity represents a research center, not a healthcare factor impacting ADRD."
39641412,RAAISE-D Framework,Yes,['health_access'],The RAAISE-D Framework identified key concepts for URG focused recruitment strategies which successfully accelerated enrollment of Black adults in ADRD research.,Facilitates access to ADRD research participation
39612942,Dementia Care Practice Recommendations (DCPR),Yes,['quality_of_care'],"In 2018, the Alzheimer's Association published the Dementia Care Practice Recommendations (DCPR) to provide guidance on quality care for professionals.",DCPR provides guidance to improve care quality for dementia patients.
39299872,Engaging Partners Team,No,['Undefined'],"In this paper, we describe our process of changing language of the National Institute on Aging Imbedded Pragmatic Alzheimer's disease and AD-related dementias Clinical Trials Collaboratory (NIA IMPACT Collaboratory) 'Stakeholder Engagement Team' to 'Engaging Partners Team' in response to feedback from community partners regarding the problematic connotations of the term 'stakeholder.'","Entity represents organizational terminology change, not a healthcare factor impacting ADRD."
39179761,barriers to healthcare access,Yes,['health_access'],"Latinos face health disparities in Alzheimer's disease (AD), with high disease prevalence relative to non-Latino whites and barriers to healthcare access.",Barriers hinder timely healthcare access affecting ADRD outcomes.
39179761,cultural competency in healthcare,Yes,['quality_of_care'],offer perspectives that can foster cultural competency in healthcare.,Enhances care quality through cultural understanding.
39060956,neuropsychological assessment,No,['Undefined'],"A sample (n = 116) of adults aged 50 or older without dementia completed a laboratory visit that measures physical and psychological functioning and a neuropsychological assessment, the Uniform Data Set-3 (UDS-3) and California Verbal Learning Test-II.","Entity refers to a diagnostic tool, not a healthcare factor impacting ADRD."
39865315,Remote Monitoring Technologies (RMTs),Yes,['health_access'],Remote Monitoring Technologies (RMTs) offer a promising solution for early detection by tracking changes in behavioral and cognitive functions... RMTs show promise in AD detection already in the prodromal stage.,RMTs enhance access to timely healthcare services for early detection.
39865315,Amsterdam iADL questionnaire,Yes,['Undefined'],"In addition, our findings show that the Amsterdam iADL questionnaire has high discriminatory abilities... holds high potential when employed remotely.","The entity is a diagnostic tool, not directly classified under healthcare factor categories."
39844123,Patient engagement,No,['Undefined'],"Patient engagement (PE) in clinical trials has gained importance yet remains uncommon, particularly in patients with mild cognitive impairment (MCI), a critical precursor to Alzheimer's disease (AD).","Entity refers to research participation, not a healthcare factor impacting ADRD."
39665593,Healthcare Access (HCA),Yes,['health_access'],"Results revealed there was no significant ES × HCA interaction on longitudinal cognitive trajectories across the whole sample or within race-stratified groups, but there was a significant interaction on memory level.","Entity refers to access to healthcare services, a core aspect of health access."
39794733,health insurance coverage,Yes,['healthcare_payment_source'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: ... health insurance coverage, type of health insurance, ...",health insurance coverage is a financial mechanism influencing healthcare access and outcomes
39794733,type of health insurance,Yes,['healthcare_payment_source'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: ... health insurance coverage, type of health insurance, ...","Type of health insurance relates to healthcare payment source, affecting access and outcomes."
39773296,medical conditions,No,['Undefined'],"41 variables that were significantly associated with at least one cognitive function, spanning categories such as education, socioeconomic status, lifestyle factors, body measurements, mental health, medical conditions, early life factors, and household characteristics.","Medical conditions refer to health status, not healthcare system factors like access, quality, or payment."
39761547,health care system,Yes,['health_access'],Providing ongoing support to the increasing number of caregivers as their needs change in the long-term course of dementia is a severe challenge to any health care system.,The health care system's capacity to provide ongoing caregiver support impacts access to dementia care resources.
39761547,conversational AI,Yes,['health_access'],Conversational artificial intelligence (AI) operating 24/7 may help to tackle this problem.,"Conversational AI provides 24/7 access to caregiving support, enhancing healthcare access for dementia caregivers."
39878295,inpatient psychiatric hospitalization,Yes,['healthcare_visit'],"In many cases, the refractory psychosis resulted in inpatient psychiatric hospitalization or residential care, but these scenarios were challenging because of the individual's behavior.",Instance of seeking medical treatment for psychosis in dementia.
39878295,residential care,Yes,['health_access'],"In many cases, the refractory psychosis resulted in inpatient psychiatric hospitalization or residential care, but these scenarios were challenging because of the individual's behavior.",Residential care represents a healthcare service accessed by individuals with ADRD.
39814528,medical conditions,No,['Undefined'],"However, after adjusting for medical conditions and social determinants of health, the differences became non-significant in two of the studies.","Entity refers to general health status, not a specific healthcare factor class."
39800468,plasma p-tau217 biomarker,No,['Undefined'],"Wider availability of relatively non-invasive plasma AD biomarkers, such as p-tau217, can provide invaluable insights into MCI clinico-pathology and the associated implications for symptom etiology, prognosis (e.g., risk for progression to dementia), and treatment options.","Entity refers to a diagnostic biomarker, not a healthcare factor impacting ADRD."
39799941,personalized medicine,Yes,['treatment_and_medication'],Addressing this knowledge gap would pave the way to precise nutrition and personalized medicine to better handle cognitive impairments in adulthood.,Personalized medicine represents a non-pharmacologic therapeutic approach for managing cognitive impairments.
39761458,risk-adjustment payment model,Yes,['healthcare_payment_source'],"In 2020, the Centers for Medicare and Medicaid Services reintroduced Alzheimer's disease and related dementias to its risk-adjustment payment model for Medicare Advantage (MA) plans.",Entity represents a financial mechanism influencing healthcare funding for ADRD.
39761458,financial incentives to detect dementia,Yes,['healthcare_payment_source'],"Financial incentives to detect dementia increased dementia diagnoses, particularly among beneficiaries at high risk for dementia and undetected dementia, but questions remain about potential overdiagnosis or upcoding.",Entity relates to financial mechanisms influencing healthcare funding and incentives.
39431763,usual care,Yes,['treatment_and_medication'],"The control group received usual care and health education, and the experimental group received usual care, health education, and a family audio recording intervention.",Usual care refers to standard treatment approaches for managing ADRD.
39431763,health education,Yes,['quality_of_care'],"The control group received usual care and health education, and the experimental group received usual care, health education, and a family audio recording intervention.",Part of standard care services impacting patient outcomes.
39413721,medical self-management,Yes,['treatment_and_medication'],"Brain health promotion is largely viewed as actionable (spanning physical health, cognitively stimulating activities, emotional wellbeing, medical self-management, and social connectedness);",Involves patient-managed health strategies impacting ADRD outcomes.
39046920,dementia specialty care clinicians,No,['Undefined'],"Delivering a diagnosis of Alzheimer's disease and related dementias (ADRD) can be challenging not just for patients and families, but also for clinicians.","Entity refers to healthcare providers, not a measurable healthcare factor impacting ADRD."
39046920,interdisciplinary team,Yes,['quality_of_care'],"Themes included the value of providing an accurate diagnosis, the timing and challenges of delivering a diagnosis, the central focus on diagnosis alongside the need for more education on care management, and the role of the interdisciplinary team.",interdisciplinary team enhances care coordination and management quality
38327121,technology-delivered intervention (an 'app'),Yes,['treatment_and_medication'],this study evaluates the feasibility and usability of a technology-delivered intervention (an 'app') for Alzheimer's and related dementia family caregivers.,Non-pharmacologic therapy for caregivers
38327121,Time for Living and Caring (TLC) is an on-line intervention that provides virtual coaching and self-administered education and resources,Yes,['treatment_and_medication'],Time for Living and Caring (TLC) is an on-line intervention that provides virtual coaching and self-administered education and resources.,Non-pharmacologic therapy for caregivers.
39719081,professional and medical care,Yes,['quality_of_care'],"We identified 5 primary topics in users' journal posts, including descriptions of specific events, professional and medical care, routine daily activities, nighttime symptoms, and bathroom/toileting issues.",relates to the quality of healthcare services received
39727199,CareHeroes app,Yes,['health_access'],"To address these barriers, a new web and mobile-enabled app, called CareHeroes, was developed, which promotes the collection and secured sharing of clinical information between caregivers and providers.","Facilitates clinical information sharing, improving access to care coordination."
39727199,chatbot,Yes,['health_access'],"Usage data indicated that caregivers used many of the features in the CareHeroes app, though the chatbot was the most frequently used feature.",Facilitates clinical information sharing between caregivers and providers.
39727199,integration into clinical care,Yes,['quality_of_care'],The primary study objective was to examine whether dementia caregivers would use CareHeroes as an adjunct to care and gather psychosocial data from those who used the app.,Enhances care delivery through clinical integration.
39702338,clinical trials participation,Yes,['health_access'],This study aims to analyze gender differences in sociodemographic factors associated with the willingness to participate in clinical trials and undergo specific procedures in the context of an Alzheimer's disease prevention research cohort.,Participation in clinical trials relates to access to healthcare services and research opportunities.
39702338,lumbar puncture,Yes,['Undefined'],Women showed a significantly lower willingness than men to participate in a clinical trial (p = 0.003) and to undergo a lumbar puncture (p < 0.001).,Medical procedure not classified under existing healthcare factor labels.
39550784,Tau PET,Yes,['health_access'],Tau PET is a useful modality to differentiate AD dementia from other neurodegenerative causes in the Indian setting where amyloid biomarkers are not widely available.,Tau PET represents a diagnostic modality affecting access to timely and appropriate healthcare services for ADRD.
39656992,tablet-based application,Yes,['quality_of_care'],The acceptance of the application was found to be less influenced by the types and presentation of tasks and more by content relevance and social interaction.,The application's acceptance relates to care quality through content relevance and social interaction.
39656992,caregivers or caring relatives providing personal support,Yes,['quality_of_care'],"The successful implementation and use of technology requires acceptance and an effective interaction between people with dementia, technology, and caregivers or caring relatives providing personal support.",Caregiver support influences care effectiveness and health outcomes.
39630495,caregiving facilities,No,['Undefined'],"We observed that sentiment scores were positively aligned with discussions about family and daily routines life (coefficient=3.53; P<.001), while topics related to illness (coefficient=-1.37; P<.001) and caregiving facilities (coefficient=-1.98; P<.001) tended to correlate with lower sentiment scores.","Entity refers to caregiving environments, not a direct healthcare factor impacting ADRD."
39687720,rehabilitation facilities,Yes,['healthcare_visit'],"The proportion of individuals receiving PAC declined in rehabilitation facilities, whereas the proportion of individuals receiving PAC at home with services continuously increased.",Entity refers to healthcare facility utilization for post-acute care.
39687720,Medicaid services,Yes,['healthcare_payment_source'],"Being Hispanic, presence of cerebrovascular disorder (CVD), use of Medicaid services, and the COVID-19 pandemic were associated with lower probabilities of utilizing rehabilitation facilities.",Medicaid services are a public healthcare payment mechanism.
39687720,geriatric workforce education,Yes,['quality_of_care'],Geriatric workforce education should be prioritized to enhance the competencies of healthcare providers serving these individuals to relieve caregiver burdens in areas with provider shortage.,Improves provider competencies enhancing care quality.
39659188,digital technology access,Yes,['health_access'],Digital technology access and skill are key social determinants of brain health in aging populations at risk of Alzheimer's disease and other dementias.,Digital access is a barrier to healthcare services for ADRD.
39659188,digital literacy skills,Yes,['health_access'],Cognitively unimpaired participants had higher odds of digital access (OR:3.75; 95% CI:2.45-5.73) and skill (OR:1.22; 95% CI:1.14-1.30).,Digital literacy skills influence access to digital healthcare resources.
39623940,health coach,Yes,['quality_of_care'],Participants set a median of 12 health coach goals and 1 nurse goals.,Support and accountability from health coaches enhance care effectiveness.
39623940,nurse,Yes,['quality_of_care'],Participants set a median of 12 health coach goals and 1 nurse goals.,nurse's role in care delivery
39620840,cerebrovascular disease risk factor modification,Yes,['treatment_and_medication'],"Effective cerebrovascular disease risk factor modification starting in midlife is critical to reducing the risk of Alzheimer disease and related dementias, with the goal of preventing vascular brain injury and maintaining cognitive reserve in the presence of nonvascular age-related brain pathologies.",Risk factor modification is a treatment strategy to prevent ADRD.
39440702,"culturally informed, community-engaged research (CI-CER) model",No,['Undefined'],The Alzheimer's Disease Neuroimaging Initiative-4 (ADNI-4) Engagement Core was launched to advance Alzheimer's disease (AD) and AD-related dementia (ADRD) health equity research in underrepresented populations (URPs).,"Entity represents a research methodology, not a healthcare factor impacting ADRD."
39440702,Engagement Core team,Yes,['health_access'],"The CI-CER model includes: (1) culturally informed methodology [...] and (2) inclusive engagement methods (e.g., the Engagement Core team; Hub Sites; Community-Science Partnership Board).",Engagement Core team facilitates inclusive access to healthcare services for underrepresented populations.
39349066,electronic medical records (EMR),Yes,['quality_of_care'],We describe a method to augment MDS-based behavioral measures with structured and unstructured data from NH electronic medical records (EMR).,EMRs enhance data accuracy for care management.
39349066,Minimum Data Set (MDS),Yes,['quality_of_care'],"Pragmatic trials of behavior management interventions rely on routinely collected Minimum Data Set (MDS) data to evaluate study outcomes, despite known underreporting.",MDS data evaluates care quality for ADRD behavior management.
39307174,prescription of nonpharmacologic interventions,Yes,['treatment_and_medication'],Nonpharmacologic interventions were prescribed in 323 people (36.3%) with mild cognitive impairment or dementia.,Entity refers to non-pharmacologic therapies used in dementia management.
39307174,institutional characteristics of memory clinics,Yes,['quality_of_care'],Multilevel logistic regression showed that 73% of the variance in prescription was attributed to institutional characteristics of the memory clinic.,Institutional factors influence care quality and intervention prescription.
39307174,carer training/support,Yes,['treatment_and_medication'],Cognitive activities and carer training/support were the most prescribed interventions.,Nonpharmacologic therapy for dementia management.
39276711,nurse-led staged integral art-based cognitive intervention,Yes,['treatment_and_medication'],To evaluate the effects of a nurse-led staged integral art-based cognitive intervention in older adults on the Alzheimer's disease spectrum.,Non-pharmacologic therapy for cognitive management.
38994689,healthcare access,Yes,['health_access'],Assessment of the assisted living physical environment and policies to facilitate meaningful activity,Assessing environment/policies to enable meaningful activity aligns with healthcare access.
38994689,quality of healthcare,Yes,['quality_of_care'],Education of staff about implementation of meaningful activity,Staff education enhances care quality for dementia residents.
38404021,physician understanding,Yes,['quality_of_care'],Physicians need to pay more attention to eating problems and their neuropsychiatric background in the long-term support and management of DLB subjects.,Physician understanding impacts care effectiveness for DLB patients.
38404021,participant-physician kappa coefficient,Yes,['quality_of_care'],"The participant-physician kappa coefficient for physician understanding of constipation, weight loss, dysphagia, weight gain, and increase in appetite was significantly lower than the corresponding participant-caregiver kappa coefficient (p-value of five symptoms < 0.01).","Measures physician understanding of patient needs, reflecting care quality."
39576984,income,No,['Undefined'],"However, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.","Income is a socioeconomic factor, not a healthcare factor directly impacting ADRD."
39576984,occupational status,No,['Undefined'],"However, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.","Entity refers to job status, not a healthcare factor impacting ADRD."
39545364,healthcare access,Yes,['health_access'],the perception that patients seek care in community health centres for physical reasons and community doctors' failure to manage patients with recently identified cognitive impairment were associated with the structures of the ADKS among community doctors (P < 0.05).,Perception of care-seeking and management relates to access to healthcare services.
39545364,quality of healthcare,Yes,['quality_of_care'],"There is heterogeneity in the level of AD knowledge among community doctors and their demographic characteristics, perceptions, and practices. Further efforts are needed to optimise the knowledge structure of dementia among community health care professionals.",Entity refers to healthcare professionals' knowledge structure impacting care quality.
39497303,hormone therapy (HT),Yes,['treatment_and_medication'],"ever use of HT was associated with decreased odds of AD only for the BO group (OR = 0.43, 95% CI [0.23, 0.82])",HT is a pharmacologic therapy used to manage health conditions.
39418921,CARES® Dementia 5-Step Method for Hospitals™ Online Training and Certification Program,Yes,['quality_of_care'],"The main objective of the current study was to ascertain the efficacy of a newly developed online, video-based dementia training and certification program for hospital staff, the CARES® Dementia 5-Step Method for Hospitals™ Online Training and Certification Program.",Improves staff competence and patient care delivery standards.
39406152,long-term care insurance,Yes,['healthcare_payment_source'],"To understand the home care quality of life and its influencing factors of older people with dementia who receive long-term care insurance, care issues and intrinsic care needs.",healthcare payment source
