PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40587504,urban areas,Yes,['geographic_location'],"Residents aged 18-39, living in urban areas, with higher education or above, working in healthcare, having a higher income level, being unmarried, and having experience in Alzheimer's Disease and Related Dementias (ADRD) knowledge training have a higher level of knowledge about AD and a more positive attitude towards it.",Refers to the physical area of residence affecting AD knowledge.
39969227,neighborhood deprivation,Yes,['socioenvironmental_neighborhood'],"Our findings underscore the importance of incorporating socioeconomic and environmental variables, such as neighborhood deprivation, in predicting preclinical AD.",Socioeconomic and environmental conditions linked to health equity and access.
40457220,residence location,Yes,['geographic_location'],"The results indicated that residence location, alcohol consumption, life satisfaction, depressive symptoms, and education level are key factors influencing the risk of MCI among older adults with functional disability.",Refers to the physical area of residence linked to health outcomes.
40524437,Walkability,Yes,['physical_environment'],"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Walkability is a built environment feature influencing cognitive outcomes.
40524437,Green space,Yes,['physical_environment'],"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Part of natural surroundings affecting cognition.
40524437,Tree canopy,Yes,['physical_environment'],"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Tree canopy is a natural environmental feature affecting cognitive outcomes.
40524437,Light pollution,Yes,['physical_environment'],"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Light pollution is a physical environmental factor affecting cognition.
38668780,nativity,No,['Undefined'],Our aims were to (1) estimate the odds of diagnosed ADRD among US- and foreign-born racial/ethnic groups compared to US-born White older adults and (2) make comparisons by nativity within each racial/ethnic group.,"Nativity refers to birthplace, not a neighborhood characteristic influencing ADRD."
40138617,Social Vulnerability Index (SVI),Yes,['socioenvironmental_neighborhood'],The primary study objective was to examine the association between Social Vulnerability index (SVI) and risk of incident Alzheimer disease (AD) and rate of cognitive decline.,SVI reflects social and environmental conditions affecting health equity and access.
40138617,census tracts,Yes,['geographic_location'],"Participants were recruited through door visits, were at least 65 years of age at enrollment, and lived in one of 4 Chicago communities representing 24 US census tracts.",Represents geographic areas where participants reside.
40189829,Neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],We investigated the association of neighborhood disadvantage with the incidence of Alzheimer's disease and related dementias (ADRD) in the longitudinal Black Women's Health Study (BWHS).,Linked to socioeconomic conditions affecting dementia risk.
40189829,Area Deprivation Index (ADI),Yes,['socioenvironmental_neighborhood'],The Area Deprivation Index (ADI) was assigned to participant residential block groups over follow-up.,"ADI measures neighborhood socioeconomic disadvantage, aligning with socioenvironmental conditions."
40148225,home environment,Yes,['physical_environment'],"People with dementia were on average 80.6 years old, mostly female (56%) and mildly to moderately cognitively impaired (85%). 98.6% of the participants had at least one need, of which just over a third (36.5%) were rated as met and just under two-thirds (63.5%) as unmet. Lacking a care grade (access to social care) and low education were found to be risk factors for the occurrence of unmet needs in almost all areas. Factors such as increased medication use (OR = 1.10 [95%CI 1.02 to 1.19]) and loneliness (OR = 2.51 [95%CI 1.44 to 4.36]) were associated with a higher likelihood of unmet environmental needs.",Home environment refers to physical living conditions affecting health outcomes.
40148225,living alone,No,['Undefined'],"Participants living alone demonstrated higher levels of unmet physical needs (β = 0.27 [95%CI 0.01 to 0.53]). Depression (OR = 2.13 [95%CI 1.10 to 4.08]), living alone (OR = 1.73 [95%CI 1.04 to 2.86]) and poor physical health (OR = 2.82 [95%CI 1.15 to 6.93]) significantly increased the risk of unmet psychological needs.","Entity refers to individual living status, not neighborhood characteristics."
40072379,sociodemographic index,Yes,['socioenvironmental_neighborhood'],disability-adjusted life years of Alzheimer's disease and other dementias were skewed and higher in countries with higher sociodemographic development,sociodemographic index reflects social and economic conditions affecting health equity
39889875,Neighbourhood greenness,Yes,['physical_environment'],Neighbourhood greenness was associated with a lower risk of all-cause dementia.,Green spaces are natural environmental features impacting health outcomes.
39889875,chronic noise,Yes,['physical_environment'],We also found that fine particulate matter... and chronic noise were related to Alzheimer's disease dementia.,Chronic noise is a physical environmental factor linked to ADRD.
39494682,social connections,Yes,['socioenvironmental_neighborhood'],maintaining a Korean identity while living in the United States limited caregivers' social connections.,Cultural identity maintenance impacts community integration and social equity.
40110699,neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],"Neighborhood disadvantage was associated with worse cognitive performance on memory, executive function, processing speed, and preclinical Alzheimer's tests on both datasets.",represents social and environmental conditions affecting cognitive outcomes
40110699,Area Deprivation Index (ADI),Yes,['socioenvironmental_neighborhood'],"High neighborhood disadvantage was related to worse performance on category fluency, implicit learning speed, story recall memory and pre-clinical Alzheimer's cognitive composite.",ADI measures social and environmental deprivation linked to cognitive outcomes.
39713874,rural living,Yes,['geographic_location'],"we have identified that mild cognitive impairment (MCI) and dementia share several common risk factors, including age, female gender, rural living, lower education levels, and a medical history of stroke.",Rural living denotes a geographic area linked to health outcomes.
39804889,built and social environments,Yes,['socioenvironmental_neighborhood'],"Ambient air pollution, detrimental built and social environments, social isolation (SI), low socioeconomic status (SES), and rural (versus urban) residence have been associated with cognitive decline and risk of Alzheimer's disease and related dementias (ADRD).",Combines social and environmental conditions affecting health equity and cognitive outcomes.
39804889,rural (versus urban) residence,Yes,['geographic_location'],"Ambient air pollution, detrimental built and social environments, social isolation (SI), low socioeconomic status (SES), and rural (versus urban) residence have been associated with cognitive decline and risk of Alzheimer's disease and related dementias (ADRD).",Entity represents a physical area (rural vs. urban) linked to cognitive decline and ADRD risk.
39794733,home ownership,No,['Undefined'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.","Entity represents individual economic status, not a neighborhood-level factor."
39800468,recruitment source (clinic-based versus community-based),No,['Undefined'],"As with other AD biomarkers, frequency of elevated plasma p-tau217 and odds of progression to dementia requires careful consideration of recruitment source (clinic- vs. community-based), especially across ethno-racially diverse older adults.","Entity refers to recruitment methodology, not neighborhood characteristics."
39413721,community centers,Yes,['physical_environment'],"Suggestions for disseminating education included media, clinics, churches, libraries, and community centers, with consideration of possible barriers and facilitators to behavior change (e.g., finances, prioritizing family).",Community centers are part of built infrastructure affecting access to services.
39413721,geographic location,No,['geographic_location'],"The present study aimed to explore perspectives on brain health and aging among middle-aged Latinos living in Chicago, IL.","Entity denotes study location, not a documented ADRD-related neighborhood factor."
39440702,rural populations,Yes,['geographic_location'],"URPs include ethnoculturally minoritized, lower education (≤ 12 years), and rural populations.",Refers to the physical area of residence.
39440702,Hub Sites,Yes,['geographic_location'],"inclusive engagement methods (e.g., the Engagement Core team; Hub Sites; Community-Science Partnership Board).",Hub Sites represent physical locations for community engagement in ADRD research.
39403721,rural areas during schooltime,Yes,['geographic_location'],"For both racial/ethnic groups, older age and living in rural areas during schooltime increased the likelihood of being in the low-cognition class, whereas more education was associated with a lower likelihood.",Rural areas denote a geographic location linked to cognitive outcomes.
38994689,assisted living physical environment,Yes,['physical_environment'],Assessment of the assisted living physical environment and policies to facilitate meaningful activity,Refers to built environment features in assisted living affecting resident health outcomes.
39576984,geospatial life space,Yes,['geographic_location'],"Individuals with greater activity and more location diversity demonstrated better cognition, less functional impairment, less depression, more community participation, and more geospatial life space on objective and subjective validation measures.",Refers to the physical area of residence linked to cognitive outcomes.
39576984,community participation,Yes,['socioenvironmental_neighborhood'],"Individuals with greater activity and more location diversity demonstrated better cognition, less functional impairment, less depression, more community participation, and more geospatial life space on objective and subjective validation measures.",Community engagement as a socioenvironmental factor influencing cognitive outcomes.
39497306,living alone,Yes,['socioenvironmental_neighborhood'],"Women, Hispanics, those living alone, and more educated individuals were found to have higher odds of asymptomatic ADNP.",Social living arrangement affecting health equity.
39166357,extreme heat days,Yes,['physical_environment'],Our results demonstrated that extreme heat days were associated with fluid but not crystallized intelligence scores.,Extreme heat is a natural environmental factor impacting cognitive function.
39463255,low neighbourhood socioeconomic position,Yes,['socioenvironmental_neighborhood'],"older women with low neighbourhood socioeconomic position, and men under 75 years old with low socioeconomic position.",Social condition affecting health equity in the community.
39208703,rural,Yes,['geographic_location'],"We implemented a quasi-experimental design using data (2014-2022) from a rural, low-income cohort in the Agincourt research area, South Africa.",Denotes the geographic area of the study population.
39208703,low-income,Yes,['socioenvironmental_neighborhood'],"We implemented a quasi-experimental design using data (2014-2022) from a rural, low-income cohort in the Agincourt research area, South Africa.",low-income status reflects socioeconomic conditions affecting health equity in the community
39038839,geographic contexts,Yes,['geographic_location'],"During the program, data from the Health and Retirement Study were used to investigate multiple topics related to both financial and non-financial costs of ADRD including: ... (5) geographic contexts, ...",Refers to physical areas studied in ADRD costs.
38642322,residence,Yes,['geographic_location'],"13 factors (gender, education, marital status, residence, diabetes, hypertension, depression, hearing impairment, social isolation, physical activity, drinking status, body mass index and expenditure) were finally selected as predictors.",Refers to the physical area where an individual resides.
38880341,air pollution,No,['Undefined'],We found relatively consistent evidence for associations between higher wellbeing and lower levels of most of the risk factors: ... air pollution.,"Entity is a general environmental risk factor, not explicitly tied to neighborhood context."
38754136,Social Vulnerability Index (SVI) Q4,Yes,['socioenvironmental_neighborhood'],"Medicare fee-for-service beneficiaries residing in SVI Q4 (i.e., the most vulnerable areas) reported significantly higher total Medicare costs and were least likely to be treated in hospitals that provided telehealth post-discharge services or have ACO affiliation. Meanwhile, the proportion of the population with ADRD was the highest in SVI Q4 compared with other SVI levels.","SVI Q4 reflects social vulnerability and access to services, aligning with socioenvironmental neighborhood factors."
38971870,HDI (Human Development Index),No,['Undefined'],"Additional variables such as HDI, life expectancy, alcohol consumption, and tobacco use prevalence were sourced from the UNDP and WHO.","HDI is a macro-level development metric, not a neighborhood-specific factor."
38971870,Geographic location,Yes,['geographic_location'],The countries were classified into five distinct subgroups... the effects of risk factors on ADRD mortality rates varied among the clusters.,Entity refers to physical area (countries) classified into subgroups influencing ADRD mortality.
38127408,years lived rural,Yes,['geographic_location'],"Findings included that referrals and years lived rural were significant and positive predictors of new ADRD treatments [(b = 3.74, χ²(1, n = 235) = 13.01, p < 0.001); (b = 0.02, χ²(1, n = 235 = 3.93, p = 0.048)], respectively, regardless of participant characteristics.","Measures duration in a rural geographic area, a geographic location factor."
38127408,rural sample,Yes,['geographic_location'],"This rural sample was racially and ethnically diverse (74.5% non-White), with 28% reporting eight or less years of formal education.",Refers to the physical area (rural) linked to ADRD risk and demographic disparities.
38127408,"rural, diverse, faith communities",Yes,['geographic_location'],"Resident-led action research in rural, diverse, faith communities is a successful approach to increasing ADRD disease knowledge, detection, diagnosis, and treatment.",Rural denotes the physical area where the community resides.
38719786,living location/postcode lottery,Yes,['geographic_location'],"Other barriers included workforce training and knowledge, financial costs, culture and language, lack of single-point-of-contact person, age, and living location/postcode lottery.",Refers to physical area affecting access to dementia care.
37930366,living alone,No,['Undefined'],"Compared to living with others, living alone was associated with worsened physical activity, diet, and subjective memory/thinking, adjusted for sex and age.","Entity refers to individual living arrangement, not a neighborhood factor."
38400524,Neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],Individuals in socioeconomically disadvantaged neighborhoods exhibit increased risk for impaired cognitive function.,Socioeconomic disadvantage reflects social and environmental inequities in communities.
38400524,Area Deprivation Index (ADI),Yes,['socioenvironmental_neighborhood'],Higher ADI was significantly associated with lower MMSE score.,ADI reflects socioeconomic disadvantage linked to cognitive outcomes.
38145955,proximate SNF,Yes,['geographic_location'],The marginal effect of preferredness on a patient choosing a proximate SNF is 2.4 percentage points lower for patients with ADRD compared with those without (p < 0.001).,Proximity to SNF affects access to care for ADRD patients.
38145955,geographic proximity,Yes,['geographic_location'],The differential effect of preferredness based on ADRD status increases when considering (a) the cumulative effect of multiple SNFs in close geographic proximity...,Refers to physical area characteristics affecting access to care.
37995949,environmental factors in disadvantaged counties,Yes,['socioenvironmental_neighborhood'],Lifestyle factors ranked highly in non-disadvantaged counties compared to more environmental factors in disadvantaged counties.,Environmental factors in disadvantaged counties reflect socioenvironmental conditions linked to health disparities.
38487186,French deprivation index (Fdep) measured at the municipality level,Yes,['socioenvironmental_neighborhood'],"Deprivation was assessed through French deprivation index (Fdep), measured at the municipality level, and categorized into quintiles.",Captures socioeconomic conditions affecting health equity in communities.
37792627,air pollution,Yes,['physical_environment'],"less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",air pollution is a physical environmental factor affecting cognitive health
37792627,community-level policies promoting favorable SDH,Yes,['socioenvironmental_neighborhood'],This suggests that plans to reduce dementia should include community-level policies promoting favorable SDH.,Policies promoting social determinants of health in communities.
37705286,rural area,Yes,['geographic_location'],The purpose of this study was to investigate dementia risk among older Afro-Caribbeans living in a rural area.,Refers to the physical area of residence.
37705286,residing in a rural area within the last 20 years,Yes,['geographic_location'],A total of 55 Afro-Caribbean participants [...] residing in a rural area within the last 20 years were included.,Refers to the physical area of residence linked to ADRD risk.
39121122,Appalachian counties,Yes,['geographic_location'],"ADRD prevalence was modestly higher for Appalachian counties both overall (PR: 1.03; 95% CI: 1.02, 1.04) and after adjustment (PR: 1.02; 95% CI: 1.00, 1.03) compared to non-Appalachian counties.",Appalachian counties represent a geographic area linked to ADRD prevalence.
39121122,rural/urban classification,Yes,['geographic_location'],This difference was similar among rural and urban counties (p = 0.326) but varied by state (p = 0.004).,Rural/urban classification categorizes areas based on geographic characteristics.
38995792,rural residence,Yes,['geographic_location'],"Female sex, depression, having no spouse, increased lifetime alcohol consumption, low income, rural residence, and low family support were associated with increased odds of cognitive impairment.",rural residence indicates geographic location affecting cognitive outcomes
38995788,Social determinants of health (SDOH),Yes,['socioenvironmental_neighborhood'],"In the model examining SDOH, AHRs were 1.46 (95% CI, 1.43-1.49) for Black Veterans and 1.34 (95% CI, 1.29-1.40) for Hispanic Veterans. SDOH and CVD and risk factors accounted for the greatest amount of variance in racial/ethnic disparities in dementia risk.",SDOH encompasses social and environmental conditions affecting health equity and access.
38706281,impoverished environment,Yes,['problems_related_to_physical_environment'],"the findings support the presence of a cognitive resource mechanism and an impoverished environment mechanism, along with the potential for a pathological interaction mechanism.",Impoverished environment indicates environmental deficits linked to cognitive decline.
38346414,social isolation,No,['Undefined'],"We identified fourteen broadly defined modifiable risk factors that were significantly associated with these disorders: ... social isolation, ... All 14 factors were associated with the risk of major NCD, and five were associated with mild NCD.","Entity represents a general risk factor, not a neighborhood-specific factor."
38111051,life space,No,['Undefined'],"Lifestyle factors were measured during at least one visit and included (1) actigraphy-measured physical activity, as well as self-reported (2) sleep quality, (3) life space, (4) cognitive activities, (5) social activities, and (6) social network.","Entity refers to individual mobility/activity range, not a neighborhood characteristic."
37984835,socioenvironmental risk factors,Yes,['socioenvironmental_neighborhood'],"Regression analyses showed that with the inclusion of socioenvironmental factors, the model was significant (p < .001), and sociodemographic (ethnic/race) group differences were not significant (p = .118). Additionally, findings revealed an additive stress load pattern indicating thinner temporal lobe cortices with greater socioenvironmental risk and chronic pain severity (p = .048).",Socioenvironmental risk factors represent community-level conditions affecting health equity and access.
37984835,area deprivation index,Yes,['socioenvironmental_neighborhood'],"Measures included demographics, health history, pain questionnaires, cognitive screening, body mass index, individual- and community-level socioenvironmental factors (education, income, household size, marital and insurance status, and area deprivation index), and brain imaging.",Measures community-level socioenvironmental conditions affecting health equity.
37972862,transportation needs,Yes,['socioenvironmental_neighborhood'],"We focused on 8 SDOH domains: education, depression, alcohol use, stress, financial resource strain, social connections, food insecurity, and transportation needs.",Access to transportation affects health equity and access to services.
37534741,housing,Yes,['socioenvironmental_neighborhood'],"We developed a rule-based NLP algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Housing insecurity is a socioenvironmental factor affecting health equity.
37534741,transportation,Yes,['physical_environment'],"We developed a rule-based NLP algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Transportation is part of the built environment affecting health access.
35815546,neighbourhood disadvantage,Yes,['socioenvironmental_neighborhood'],"Social class was operationalised as levels of education, occupational class, income level, neighbourhood disadvantage and wealth.",Social condition affecting health equity and dementia risk.
37994850,neighborhood and built environment,Yes,['physical_environment'],Higher scores on neighborhood and built environment were associated with lower ADRD risk.,Built environment refers to physical surroundings and infrastructure.
37506413,deprivation index,Yes,['socioenvironmental_neighborhood'],"The association was not moderated by age, sex, college education, deprivation index, or APOE e4 genotype, and remained unchanged in sensitivity analyses that excluded individuals with dementia or those younger than 65.",Deprivation index reflects socioeconomic disadvantage linked to health equity.
37354755,hospital environment,No,['Undefined'],The sudden change in environment with hospitalization in patients with dementia can provoke feelings of agitation.,"Hospital environment refers to a specific institutional setting, not a neighborhood factor."
36840622,low-middle-income countries (LMICs),Yes,['geographic_location'],The burden of Alzheimer's disease and related dementia (ADRD) is projected to disproportionally impact low-middle-income countries (LMICs).,LMICs represent geographic regions with distinct socioeconomic and health disparities linked to ADRD burden.
36738268,Kyoto City vs. satellite cities,Yes,['geographic_location'],"Patients in Kyoto City had significantly better cognitive function than patients in satellite cities, and there were a significantly higher proportion of patients with MCI or AD at first visit in Kyoto City.",Comparison of urban vs. suburban locations affecting cognitive outcomes.
36637034,rural/urban areas,Yes,['geographic_location'],Dementia is more prevalent among females than males and in rural than urban areas.,Rural/urban areas represent distinct geographic locations influencing dementia prevalence.
36637034,cross-state variation,No,['Undefined'],Significant cross-state variation exists in dementia prevalence.,"Entity refers to statistical variation, not a specific neighborhood factor impacting ADRD."
35852376,rurality,Yes,['geographic_location'],"After controlling for neighborhood-level risk factors, such as income, education, health behaviors, and provider access, the odds ratios of having dementia diagnosis are 12% lower if an ED visit patient lives in rural as opposed to an urban area (OR = 0.88, P<.0001).",Rurality denotes geographic area type (rural vs. urban) linked to dementia diagnosis rates.
35852376,income,Yes,['socioenvironmental_neighborhood'],"After controlling for neighborhood-level risk factors, such as income, education, health behaviors, and provider access, the odds ratios of having dementia diagnosis are 12% lower if an ED visit patient lives in rural as opposed to an urban area (OR = 0.88, P<.0001).",Income is a socioenvironmental factor influencing health equity and access to care in neighborhoods.
35852376,education,Yes,['socioenvironmental_neighborhood'],"After controlling for neighborhood-level risk factors, such as income, education, health behaviors, and provider access, the odds ratios of having dementia diagnosis are 12% lower if an ED visit patient lives in rural as opposed to an urban area (OR = 0.88, P<.0001).",Education as a socioenvironmental factor affecting dementia diagnosis rates.
35852376,provider access,Yes,['socioenvironmental_neighborhood'],"After controlling for neighborhood-level risk factors, such as income, education, health behaviors, and provider access, the odds ratios of having dementia diagnosis are 12% lower if an ED visit patient lives in rural as opposed to an urban area (OR = 0.88, P<.0001).",Provider access reflects social conditions affecting health equity and service availability in communities.
36788058,outdoor exposures,Yes,['physical_environment'],more outdoor exposures were associated with an increased risk of developing AD,Outdoor exposures relate to environmental factors in the physical surroundings affecting health.
37141452,area deprivation index,Yes,['socioenvironmental_neighborhood'],More deprived counties had 34% higher AD mortality compared with less deprived counties.,Measures socioeconomic deprivation affecting health equity
37141452,rurality,Yes,['geographic_location'],AD mortality was 20% lower in nonmetro counties than in metro counties.,Rurality refers to geographic classification of nonmetro/metro areas impacting health outcomes.
36901204,acoustic environments,Yes,['physical_environment'],The result shows that the onset of CB depends on whether the resident feels safe and is triggered by an excess or lack of stimuli.,Acoustic environments are part of the physical surroundings affecting health and behavior.
37718813,socioenvironmental composite,Yes,['socioenvironmental_neighborhood'],Higher scores on the socioenvironmental composite were associated with lower FA in two clusters of left-hemisphere connections.,Composite includes social conditions linked to health equity and cognitive outcomes.
37718813,perceived discrimination,Yes,['socioenvironmental_neighborhood'],"contextually-related socioenvironmental: perceived discrimination, loneliness/social isolation, social network size",social condition affecting health equity
37718813,loneliness/social isolation,Yes,['socioenvironmental_neighborhood'],"contextually-related socioenvironmental: perceived discrimination, loneliness/social isolation, social network size",social conditions affecting health equity
37418207,neighborhood SES,Yes,['socioenvironmental_neighborhood'],"Besides the individual level of SES, neighborhood SES can also affect cognitive function as an environmental factor.",Neighborhood SES reflects community-level social and environmental conditions influencing cognitive outcomes.
37393506,surrounding community,Yes,['socioenvironmental_neighborhood'],"All three workshops highlighted the importance of a surrounding community invested in the village; education and dementia awareness training for staff, families, services, and the community; and the necessity for adequately and appropriately trained staff.",surrounding community's engagement influences social equity and access to dementia care
37393506,village setting,Yes,['geographic_location'],"This study aimed to generate strategies and ideas on how homes for people living with dementia in a village setting within a suburban community, could be designed and function without external boundaries.",Represents a specific physical area for dementia care.
37182880,rural-dwelling,Yes,['geographic_location'],SCD affects over 40% of rural-dwelling cognitively unimpaired older adults in China.,Refers to the physical area of residence.
36565114,life expectancy,No,['Undefined'],Meta-regression revealed that sex differences in Any dementia prevalence were associated with gender differences in life expectancy and in education.,"Entity represents a demographic statistic, not a neighborhood factor."
36565114,education,No,['Undefined'],Meta-regression revealed that sex differences in Any dementia prevalence were associated with gender differences in life expectancy and in education.,"Entity refers to country-level education, not neighborhood-specific factors."
36527894,neighborhood trust,Yes,['socioenvironmental_neighborhood'],"Social (interactions with friends, civic participation, social participation, neighborhood trust, social network), cultural (education, cultural participation) and economic (annual income) capital, QoL, SwL, well-being, and personal characteristics were assessed.",Social condition in community affecting health equity
36153747,structural and institutional factors,No,['Undefined'],Structural and institutional factors should be considered when addressing health disparities in Alzheimer's Disease and Related Dementias.,"Entity refers to systemic policies, not specific neighborhood characteristics."
36368762,social context,Yes,['socioenvironmental_neighborhood'],"Presence of inequalities in neighbourhood factors (eg, social context, physical and built environments) may affect risk of cognitive decline and be key for intervening on AD/ADRD disparities at the population level.",social context is a socioenvironmental factor affecting health equity
36368762,physical and built environments,Yes,['physical_environment'],"Presence of inequalities in neighbourhood factors (eg, social context, physical and built environments) may affect risk of cognitive decline and be key for intervening on AD/ADRD disparities at the population level.",Built and physical environments are natural/built surroundings affecting cognitive decline risk.
36368762,neighbourhood environmental characteristics,Yes,['socioenvironmental_neighborhood'],"Applying novel statistical techniques, we will examine associations of neighbourhood environmental characteristics with cognition and clinically relevant AD/ADRD outcomes.","Study examines how neighborhood environmental factors influence AD/ADRD outcomes, aligning with socioenvironmental conditions affecting health equity."
36102595,community-clinical resources,Yes,['socioenvironmental_neighborhood'],Limited community-clinical resources supporting culturally competent and timely diagnosis exacerbate barriers to existing care services in these populations.,"Community resources affect access to care services, influencing health equity."
36102595,community-focused programmes,Yes,['Undefined'],Community-based participatory research or community-engaged research are proven community-academic research approaches that can support the development and implementation of community-focused programmes to maximise community benefit.,"Entity refers to programs, not a direct neighborhood condition or problem."
36102595,community assets,Yes,['socioenvironmental_neighborhood'],Future research and health education should [...] leverage existing community assets to integrate effective engagement strategies to access AD/ADRD services within the healthcare system.,Community resources influencing access to ADRD services.
35750476,homelessness,No,['Undefined'],The objective of this study is to review the literature and determine whether there is an association between homelessness and dementia risk.,"Homelessness is a social condition, not a neighborhood factor as defined."
35659469,racial residential segregation,Yes,['geographic_location'],"discriminatory housing policies resulting in racial residential segregation that has been shown to limit access to education, employment, and healthcare",Segregation reflects geographic distribution of populations affecting access to resources.
35583388,geography,Yes,['geographic_location'],"Incremental spending changes did not differ by sex, race, education, dual eligibility, or geography.",Represents physical area of residence adjusted in analysis.
35930281,rural residence,Yes,['geographic_location'],"Rural residence. Among patients with new, early-onset ADRDs... new patients in rural areas were less likely to receive neuropsychological testing (odds ratio [OR], 0.83; 95% CI, 0.70-0.98) or visit a psychologist (OR, 0.72; 95% CI, 0.60-0.85) compared with patients in urban areas.",Rural residence denotes a geographic area linked to healthcare access disparities.
34919705,Structural and social determinants of health (SSDoH),Yes,['socioenvironmental_neighborhood'],Growing evidence suggests that SSDoH can help to explain heterogeneity in outcomes in Alzheimer's disease and Alzheimer's disease and related dementias (AD/ADRD) research and clinical practice.,SSDoH encompasses social and environmental conditions influencing health equity and ADRD outcomes.
35538522,deprived areas,Yes,['socioenvironmental_neighborhood'],"Findings suggest that people living with dementia who have better cognition, have more years of education, or live in more deprived areas are less likely to have a diagnosis.",Deprived areas reflect social and environmental conditions affecting health equity and access.
35495069,dementia-friendly communities,Yes,['socioenvironmental_neighborhood'],"Providing training in Alzheimer's Disease and related dementias (ADRD), including the value of dementia-friendly communities.",Dementia-friendly communities involve social and environmental support structures affecting health equity.
35495069,neighbor islands,Yes,['geographic_location'],"Outreach included rural areas, neighbor islands, and Pacific Islands.",Refers to specific geographic areas targeted for outreach.
35495069,rural areas,Yes,['geographic_location'],"Outreach included rural areas, neighbor islands, and Pacific Islands.",Rural areas denote a physical residence area linked to local outreach efforts.
35042501,nursing home,Yes,['geographic_location'],"nursing home (OR = 1.90, 95%CI: 1.18-3.05)",Nursing home represents a specific residential setting linked to living environment.
