PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
39878947,dementia health literacy,Yes,['literacy'],This study examined the influence of caregivers' dementia health literacy on perceptions of medical care preferences and advance care planning (ACP) in people living with dementia.,"Entity refers to ability to understand health information related to dementia, aligning with literacy definition."
39878947,dementia knowledge scores,Yes,['literacy'],"As caregivers' dementia knowledge scores increased, they were 1.27 times more likely (p = .02) to endorse comfort care.","Measures understanding of dementia, impacting health decisions."
40065204,lack of awareness and knowledge among caregivers,Yes,['problem_related_to_education_and_literacy'],Informational and educational barriers included a lack of awareness and knowledge among caregivers.,Lack of awareness and knowledge among caregivers represents a barrier to educational engagement.
40065204,training for healthcare professionals,No,['Undefined'],"Improving care coordination, communication, and training for healthcare professionals, alongside reducing systemic delays, are essential steps toward more effective dementia care.","Entity refers to professional training, not patient education/literacy factors impacting ADRD."
40156267,education,Yes,['education_level'],"Inverse probability-weighted Cox proportional hazards models were used to evaluate effect modification by age, gender, race/ethnicity, education, marital status, income, and immigrant generation.",Education refers to highest schooling completed as a sociodemographic modifier of dementia risk.
40123183,learning new skills,Yes,['Undefined'],"Engagement in learning new skills can potentially foster cognitive and functional growth among low-income Latinos, a population at high risk for developing Alzheimer's disease and related dementias.","Entity refers to skill acquisition, not directly mapped to predefined education/literacy classes."
40123183,learning opportunities,Yes,['access_to_education'],"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.","Entity refers to availability of formal learning opportunities, a key aspect of access to education."
40123183,proficiency in English,Yes,['problem_related_to_education_and_literacy'],"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.",barrier to learning and engagement
40123183,financial resources,Yes,['access_to_education'],Our findings promote the need to provide tailored novel skill learning opportunities for underserved populations.,Financial resources influence access to educational opportunities for underserved populations.
40096973,education levels,Yes,['education_level'],"Statistical analysis indicated significant differences in knowledge based on education levels (<i>p</i>≤0.05), with university-educated individuals demonstrating greater agreement across all ADKS subdomains.","Entity refers to highest degree completed, aligning with education_level definition."
40096973,university-educated individuals,Yes,['education_level'],"Statistical analysis indicated significant differences in knowledge based on education levels (<i>p</i>≤0.05), with university-educated individuals demonstrating greater agreement across all ADKS subdomains.","Refers to highest degree completed, impacting cognitive knowledge."
40086910,level of education,Yes,['education_level'],"Linear mixed models included cognitive change scores as dependent variables and time, treatment, change in NPI-A and the interaction between treatment and change in NPI-A as independent variables, which were additionally adjusted for baseline NPI-A and cognitive scores, age, sex, level of education and presence of diabetes.","education_level refers to the highest degree completed, a known factor in cognitive outcomes."
39961183,low education,Yes,['education_level'],"Low education, depression, hypertension, and socioeconomic factors were commonly examined whereas hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.","Refers to the level of schooling completed, impacting cognitive outcomes."
39893793,Educational level (EL),Yes,['education_level'],"Educational level (EL), an important component for socioeconomic status, can potentially influence health, disease or mortality.","Represents the highest degree or schooling completed, influencing health outcomes."
39910599,department (medical/nursing students),No,['Undefined'],Multiple regression analysis identified department as a significant predictor of knowledge (p < 0.001) and attitudes (p = 0.010).,"Entity refers to academic discipline, not an education/literacy factor."
39821948,education,Yes,['education_level'],"Pre-specified subgroups were defined by dementia risk factors (age, sex, education, apolipoprotein E [APOE] genotype, cognitive status, and cardiovascular risk factors).",Education level is a standard risk factor in dementia studies.
39809343,health and wellness education control condition,No,['Undefined'],we are comparing a multidomain mind-body program... and a traditional Chinese mind-body exercise (Tai Chi) to a health and wellness education control condition.,"Entity refers to an intervention type, not a BSSR education/literacy factor impacting ADRD."
39791378,educational attainment,Yes,['education_level'],"higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Refers to highest level of schooling completed.
39791248,e-learning program,Yes,['access_to_education'],To investigate whether online education about dementia risk reduction may be a low-level means to increase knowledge and support self-management of modifiable dementia risk factors.,Provides access to educational resources on dementia risk reduction.
39713874,lower education levels,Yes,['education_level'],"From a large community-based cohort study on the residents in Chongqing, we have identified that mild cognitive impairment (MCI) and dementia share several common risk factors, including age, female gender, rural living, lower education levels, and a medical history of stroke.","Refers to the degree of schooling completed, impacting dementia risk."
39713874,education levels,Yes,['education_level'],"Several factors contribute to the progression of MCI into dementia including age, education levels, occupation, and a medical history of hypertension and epilepsy.","Refers to the highest degree completed, impacting dementia risk."
39711331,higher education,Yes,['education_level'],"higher education (aOR 0.9, 95% CI: 0.84, 0.97) were associated with lower odds of care-resistant behavior.",Higher education level is linked to lower odds of care-resistant behavior in dementia.
39641412,≤12 years of education,Yes,['years_of_education'],"Black adults were more likely to have normal cognition, be female, and ≤ 12 years of education than non-Hispanic White adults.",Entity represents cumulative duration of formal schooling.
39179761,educational interventions,Yes,['access_to_education'],Our findings help identify areas where educational interventions would be beneficial in improving community knowledge and offer perspectives that can foster cultural competency in healthcare.,Educational interventions aim to enhance access to structured learning opportunities to address knowledge gaps linked to ADRD.
39179761,improving community knowledge,Yes,['Undefined'],Our findings help identify areas where educational interventions would be beneficial in improving community knowledge and offer perspectives that can foster cultural competency in healthcare.,Entity refers to knowledge enhancement via education but does not map directly to predefined education/literacy classes.
39869903,education platform,Yes,['Undefined'],"We created DementiaRisk, an award-winning, web- and email-based education platform for the public focused on modifiable risk factors, featuring multimedia e-learning and email 'microlearning' content, to help raise awareness and improve knowledge of actions to reduce dementia risk.",Entity refers to an educational tool not covered by existing classes.
39869903,web-based resources,Yes,['access_to_education'],"Moreover, many guidelines emphasize the importance of providing education and web-based resources for dementia prevention.","Web-based resources are tools to access educational content, aligning with access to education."
39865315,years of education,Yes,['years_of_education'],"Our approach involved a univariate analysis using Analysis of Covariance (ANCOVA) to analyze individual features of six RMTs while adjusting for variables such as age, sex, years of education, clinical site, BMI and season.",Adjusted for in analysis of ADRD detection variables.
39794733,education level,Yes,['education_level'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",education level is a subscale of SDoH linked to cognitive performance
39773296,education,Yes,['Undefined'],"41 variables that were significantly associated with at least one cognitive function, spanning categories such as education, socioeconomic status, lifestyle factors, body measurements, mental health, medical conditions, early life factors, and household characteristics.",Entity refers to a broad category without specific classification.
39775724,education,Yes,['Undefined'],"A comprehensive latent measure of cognitive reserve incorporated domains from all stages of life: education, occupational attainment and later-life engagement in leisure activities.",Education is a domain in cognitive reserve measurement.
39965544,years of education,Yes,['years_of_education'],"LBD group had lower years of education, income, subjective social status than controls, with larger differences for males than females (p < 0.05 for all).","Refers to cumulative duration of formal schooling, a known protective factor against cognitive decline."
39965544,education quality,Yes,['education_quality'],"For the overall cohort, being ethnoracial minoritized, sexual and gender minoritized, and having lower education quality were associated with younger age at symptom onset (p < 0.049 for all).",Lower education quality linked to earlier symptom onset.
39814522,higher education,Yes,['education_level'],"Older age and higher education were also associated with lower odds of non-renewal while Asian race, Hispanic ethnicity, and certain recruitment sources (e.g., doctor or friend referral) were associated with higher odds of non-renewal.","Refers to the highest degree completed, a standard education level indicator."
39686610,education,Yes,['education_level'],"Older age (d = 0.75), lower education (d = 0.50), and higher dementia risk (d = 0.36) were associated significantly with slower learning rates.",Lower education level linked to slower learning rates in older adults.
39587737,education,Yes,['education_level'],"These findings were independent of age, education, physical health, and household income.",Education level is a controlled variable in the study's analysis of cognitive reserve.
39413721,disseminating brain health education,Yes,['access_to_education'],"Suggestions for disseminating education included media, clinics, churches, libraries, and community centers, with consideration of possible barriers and facilitators to behavior change (e.g., finances, prioritizing family).",Disseminating education relates to access opportunities for learning.
39413721,increasing education on normative versus nonnormative memory loss,Yes,['literacy'],Takeaways include the need for increasing education on normative versus nonnormative memory loss and signs of ADRD beyond memory impairment.,Entity relates to health literacy education on memory loss.
39317176,education,Yes,['education_level'],"Differential item functioning (DIF) of the SMCQ was assessed across age, sex, education, and ethnicity/language using item response theory/logistic ordinal regression.",The entity refers to education level as a variable in the study's analysis.
39046920,education on care management,Yes,['Undefined'],the central focus on diagnosis alongside the need for more education on care management,"Entity refers to education in care management, not covered by existing classes."
38899350,education,Yes,['education_level'],"explain the importance of sexual hormones, education, and APOE (Apolipoprotein E) status.",Education level is a documented risk/protective factor for ADRD.
36416227,education,Yes,['education_level'],"Propensity score matching matched AA and EA participants on age, education, sex, and MMSE score.","Education refers to the highest degree completed, a standard measure in cognitive aging studies."
39702338,education,Yes,['years_of_education'],Women with higher years of education were significantly less willing to undergo a lumbar puncture (p = 0.031).,Refers to cumulative duration of formal schooling.
39659188,postgraduate-level education,Yes,['education_level'],"Of 1860 participants (mean age: 65.3 years (SD:11.4)) surveyed, 71.6% were women, 87.1% Whites, 10.4% African Americans, and 46.9% had postgraduate-level education.","Refers to highest degree completed, aligning with education level classification."
39659188,technology literacy,Yes,['literacy'],"The SARS-CoV-2 pandemic accelerated development of innovative methods for conducting research remotely via digital technologies. However, few studies have examined participant technological literacy skills or access as key social determinants of brain health in aging populations at risk of Alzheimer's disease and other dementias.","Technology literacy relates to health information access and engagement in research, aligning with literacy's role in health contexts."
39403721,more education,Yes,['years_of_education'],"For both racial/ethnic groups, older age and living in rural areas during schooltime increased the likelihood of being in the low-cognition class, whereas more education was associated with a lower likelihood.",Entity refers to duration of education as a protective factor against cognitive decline.
39307174,carer support and education,No,['Undefined'],"Carer support and education, instrumental support, and prescription guidelines across specialties and sites are possible strategies to improve access to nonpharmacologic interventions in dementia care.","Entity refers to caregiver education, not individual's education/literacy impacting ADRD."
39576972,education at the high school level,Yes,['education_level'],"For dementia, the most predictive features were other contributing factors, education at the high school level, education at the middle school level, exercising, and monthly social engagement.",Represents highest schooling completed.
39576972,education at the middle school level,Yes,['education_level'],"For dementia, the most predictive features were other contributing factors, education at the high school level, education at the middle school level, exercising, and monthly social engagement.",Refers to the highest educational attainment as a predictive factor for dementia.
39571150,education control (health enhancement program [HEP]),No,['Undefined'],We will compare the feasibility of MHB versus an education control (health enhancement program [HEP]) in 50 older adults (aged ≥60 y) with subjective cognitive decline and AD/ADRD risk factors.,"Entity refers to an intervention program, not an education/literacy factor."
39497309,education,Yes,['education_level'],education and the set of lifetime leisure activities over lifespan in controls,"Refers to highest degree completed, influencing cognitive outcomes."
39497306,education,Yes,['education_level'],more educated individuals were found to have higher odds of asymptomatic ADNP.,education level indicates higher cognitive reserve
39497306,education,Yes,['years_of_education'],"in only men, more education was associated with higher odds of asymptomatic ADNP.",Entity refers to cumulative duration of formal schooling.
39497305,education attainment,Yes,['education_level'],"Education attainment was significantly associated with majority of the MMSE domains, including orientation, registration, attention and calculation, recall, and most of language sub-domains.","Education attainment refers to the highest level of schooling completed, aligning with education level."
39497303,education,Yes,['years_of_education'],"Greater years of education were associated with reduced odds of AD for both BO (OR=0.91, 95% CI [0.85, 0.98]), and SM (OR=0.95, 95% CI [0.90, 0.99]).",Years of education reduces AD risk.
39440670,education,Yes,['education_level'],SCD score interacted with ... education (p-values <0.005) on amyloidosis.,"The study links education level to amyloidosis, a key AD biomarker."
39440670,reading level,Yes,['literacy'],No SCD score × reading-level interaction was found (p-values >0.51) though SCD related to amyloid markers in the higher reading-level group (p-values <0.004).,Reading level reflects literacy ability linked to cognitive outcomes.
39392181,education,Yes,['education_level'],"Lifestyle factors included education, occupational attainment, physical activity, social engagement, diet, and mindfulness.",Education level is a standard measure of highest schooling completed in cognitive reserve studies.
39315862,education,Yes,['education_level'],"Age, sex, education, and apolipoprotein E. genotype were adjusted using multivariable logistic regression and stabilized inverse probability of treatment weights based on the propensity scores to mitigate imbalances in these variables.","Education refers to the highest schooling completed, a key covariate in dementia risk studies."
39288899,Education and Support,No,['Undefined'],"Aligning Patient Preferences - a Role offering Alzheimer's patients, Caregivers, and Healthcare providers Education and Support (APPROACHES), an embedded pragmatic clinical trial to improve ACP.","Entity refers to program components, not individual education/literacy factors influencing ADRD."
39254221,low literacy,Yes,['problem_related_to_education_and_literacy'],"In the low-education group, low literacy, long sleep duration(>8 h/day), and diabetes were negatively associated with CR, whereas cognitive and physical activity were positively associated with CR.",Indicates difficulty in reading/writing skills affecting cognitive reserve.
39254221,education level,Yes,['education_level'],We investigated distinctive factors associated with cognitive reserve (CR) based on education level.,Study groups participants by highest schooling attained.
39166357,educational attainment,Yes,['education_level'],"Educational attainment, mild physical activity, and social contacts with children moderated this relationship.","Refers to the highest level of schooling completed, a key education level indicator."
38627924,years of education,Yes,['years_of_education'],Such earlier studies addressed this influence by considering years of education.,Duration of formal schooling as a factor in cognitive test sensitivity to socioeconomic status.
38459948,education,Yes,['education_level'],"Family history of memory impairment, SCD endorsement, and education consistently predicted scores on future directives.",Education level predicts future directives scores in ADRD-related planning.
39284109,education,Yes,['education_level'],"Estimated time to symptom onset, genetic group, education, and sex influenced behavioral and neuropsychiatric symptoms (p < 0.05).",Education level is a variable influencing symptom outcomes in genetic FTD.
39412840,health education intervention,No,['Undefined'],"this study will use mixed methods to (1) develop an enhanced health education intervention, including an explanatory method for communicating information about dementia risk and personal health beliefs","Entity refers to an intervention program, not an education/literacy factor influencing ADRD"
39407224,short education years,Yes,['years_of_education'],"individuals with other unfavorable patterns, featured by varying degrees of poor psychological state ('fair state' and 'mildly, moderately, and extremely poor psychological state'), low social contact or socioeconomic state ('living alone' and 'short education years'), were all at an increased risk of dementia (hazard ratios [HR] between 1.29 and 2.63).","Refers to cumulative duration of formal schooling, aligning with 'years of education' definition."
39420515,education,Yes,['education_level'],"Based on the included studies, partial support was demonstrated for CR in individuals with FTD when education, occupation, and leisure were utilized as CR proxies.","Refers to education as a proxy for cognitive reserve, indicating level of schooling."
39208703,mother's education level,Yes,['education_level'],We stratified all models by the mother's total number of children (1-4 and 5-9) and examined effect modification by household wealth and the mother's education level.,Refers to the highest schooling completed by the mother.
39140428,education,No,['Undefined'],The health coaching sessions provided Alzheimer's disease (AD) lifestyle risk reduction education and goal setting/planning.,"Entity refers to intervention content, not individual education history or literacy factors impacting ADRD."
38595051,financial literacy,Yes,['literacy'],"There was a significant difference in financial decision-making risk scores between the groups, as well as on a memory measure and a financial literacy measure.",Financial literacy is a type of literacy affecting health and daily functioning.
38590188,education programs,Yes,['access_to_education'],"it suggests expanding respite care and community elder care beds, and initiating education programs on reducing unnecessary worries about developing ADRD.",structured learning opportunities to address ADRD concerns
38407168,medical science students,No,['Undefined'],Medical science students had significantly better knowledge than the other groups but did not differ in their level of stigma.,"Entity refers to academic field, not education/literacy factor."
39294787,college education or above,Yes,['education_level'],"College education or above was associated with a lower risk of all-cause dementia in the overall population (RD, -1.5%; 95%CI, -2.8 to -0.3), especially among the subpopulations without hypertension, regardless of the APOE4 status.","Refers to highest degree completed, impacting dementia risk."
39232823,years of education,Yes,['years_of_education'],"We applied different regression models exploring associations between NPS number or severity and group status (CAA vs. NC), CAA severity assessed with magnetic resonance imaging (MRI) or cognitive function (Mini-Mental State Examination (MMSE), ADAS cognitive subscale), adjusting for age, sex, years of education, arterial hypertension, AD pathology, and apolipoprotein E status.",Cumulative schooling duration adjusted in analysis.
39232823,lifelong mental activities,No,['Undefined'],Mediation analyses were performed to test indirect effects of lifelong mental activities on CAA severity and NPS. ... Greater lifelong mental activities partially mediated the relationship between CAA severity and NPS ... and led to less pronounced CAA severity and thus to less NPS.,"Entity refers to cognitive engagement, not formal education/literacy factors."
39226056,education,Yes,['education_level'],"Baseline performance and education were the most consistent predictors of follow-up scores, contributing to all 13 models.",Education level is a consistent predictor in cognitive change models.
36975023,level of education,Yes,['education_level'],"While cash transfers are a promising intervention to promote healthy cognitive aging, factors such as household wealth and level of education often confound the ability to make causal inferences on the impact of cash transfers and cognitive function.","Represents the highest degree completed, affecting cognitive outcomes."
39136296,education,Yes,['education_level'],Education influences brain health and dementia.,"The entity refers to the level of education completed, which is a known factor in cognitive outcomes."
39136296,educational disparities,Yes,['access_to_education'],Educational disparities majorly drive brain health differences between regions.,Reflects unequal access to educational opportunities affecting brain health.
39136296,education,Yes,['education_level'],Education emerged as a critical factor in classifying aging and dementia across regions.,Education level as a critical factor in dementia classification.
39039352,Dementia Supporter Training Course,No,['Undefined'],"The validity of the APDS4 was confirmed by significant associations between the APDS4 scores and ... attending the Dementia Supporter Training Course, and engagement in healthcare jobs.","Entity refers to a specific training program, not a general education/literacy factor impacting ADRD."
38946470,education levels,Yes,['education_level'],"Age and education levels can have a substantial impact on ADKS scores, and education levels can have a substantial impact on DAS scores.","Refers to highest degree completed, affecting cognitive scores."
38946470,comprehensive AD education,Yes,['Undefined'],The results indicate that China must immediately implement comprehensive AD education for its social residents.,"Entity refers to a specific educational program about Alzheimer's disease, not a general education/literacy factor."
38859631,education,Yes,['education_level'],"A two-way ANCOVA including age, education, and marital status as covariates was also conducted.",Education level as a covariate in cognitive decline analysis.
38642322,Education level,Yes,['education_level'],"Education level, gender, marital status, and depression contributed most to the prediction of MCI.","Entity refers to the highest degree or schooling completed, a direct measure of education level."
38454617,ADRD provider education curriculum,Yes,['education_quality'],These findings can help inform the development of a required ADRD provider education curriculum that incorporates cultural competency training to improve the quality and effectiveness of care.,Curriculum development relates to educational resources and effectiveness for providers.
34127171,education,Yes,['education_level'],"In a logistic regression model adjusted for age, education, sex, and race, both smaller network size (odds ratio [OR] = 0.975; 95% confidence interval [CI]: 0.962, 0.989) and higher loneliness (OR = 1.145; 95% CI: 1.060, 1.237) were associated with higher likelihood of dementia.",education level as a covariate in dementia risk analysis
39257940,health education,No,['Undefined'],"To explore the effectiveness of the intervention of health education guided by empowerment theory on dementia knowledge, caregiving readiness, positive caregiving emotions, anxiety, and depression in informal Alzheimer's disease caregivers.","Entity refers to an intervention for caregivers, not education/literacy factors affecting ADRD risk."
39181907,university education,Yes,['education_level'],Only 40.7% of respondents indicated that their university education prepared them for their current work with PwPPA.,"Refers to the highest degree completed, impacting professional preparedness."
38880341,education,Yes,['Undefined'],we found evidence for only modest associations between wellbeing and education and mixed evidence for associations of wellbeing with alcohol use and body weight.,Entity refers to education in a general context without specifying a defined class.
38860660,education levels,Yes,['education_level'],"More than half of the participants showed signs of cognitive impairment, which correlated with lower income and education levels.","Entity refers to highest schooling stage completed, directly impacting cognitive impairment risk."
38860660,health literacy,Yes,['literacy'],"Increased knowledge about Alzheimer's disease, particularly in terms of treatment management and its life impact subscales, was associated with lower odds of cognitive impairment.","Health literacy relates to understanding health information, impacting cognitive outcomes."
