PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
38327121,discontinuing engagement,No,[],"Computer Proficiency Questionnaire scores provided insight regarding research feasibility, with lower scores associated with greater odds of discontinuing engagement.","Entity relates to intervention use, not a healthcare factor."
39719081,professional and medical care,Yes,['healthcare_visit'],"We identified 5 primary topics in users' journal posts, including descriptions of specific events, professional and medical care, routine daily activities, nighttime symptoms, and bathroom/toileting issues.",Refers to seeking medical evaluation or treatment from providers.
39727199,clinical care,Yes,['quality_of_care'],"To address these barriers, a new web and mobile-enabled app, called CareHeroes, was developed, which promotes the collection and secured sharing of clinical information between caregivers and providers.","App supports clinical information sharing, improving care coordination."
39727199,clinical decision-making,Yes,['quality_of_care'],"There are numerous communication barriers between family caregivers and providers of people living with dementia, which can pose challenges to caregiving and clinical decision-making.",Impacts the quality of care through informed clinical choices.
39727199,memory clinics,Yes,['healthcare_visit'],This paper presents the implementation process used to integrate CareHeroes into clinical care at 2 memory clinics and preliminary outcome evaluation.,Memory clinics are healthcare facilities providing clinical care.
39727199,clinical dementia care,Yes,['quality_of_care'],"Despite this limitation, the pilot study demonstrated that integrating a new supportive app for caregivers as an adjunct to clinical dementia care is feasible.",App integration improves adjunct to clinical dementia care.
39702338,clinical trials,Yes,['healthcare_visit'],This study aims to analyze gender differences in sociodemographic factors associated with the willingness to participate in clinical trials and undergo specific procedures in the context of an Alzheimer's disease prevention research cohort.,Clinical trials represent a specific type of healthcare visit.
39702338,trial-related procedures,Yes,['healthcare_visit'],"2544 cognitively unimpaired participants from the ALFA parent cohort (age 45-75 years) of the Barcelonaβeta Brain Research Center were contacted through a structured phone call to determine their willingness to participate in Alzheimer's disease clinical trials and undergo trial-related procedures (magnetic resonance imaging, lumbar puncture, positron emission tomography, and cognitive assessment).",Procedures are part of healthcare visits for research/diagnosis.
39702338,magnetic resonance imaging,Yes,['healthcare_visit'],"2544 cognitively unimpaired participants from the ALFA parent cohort (age 45-75 years) of the Barcelonaβeta Brain Research Center were contacted through a structured phone call to determine their willingness to participate in Alzheimer's disease clinical trials and undergo trial-related procedures (magnetic resonance imaging, lumbar puncture, positron emission tomography, and cognitive assessment).","MRI is a diagnostic procedure, a type of healthcare visit."
39702338,lumbar puncture,Yes,['healthcare_visit'],"2544 cognitively unimpaired participants from the ALFA parent cohort (age 45-75 years) of the Barcelonaβeta Brain Research Center were contacted through a structured phone call to determine their willingness to participate in Alzheimer's disease clinical trials and undergo trial-related procedures (magnetic resonance imaging, lumbar puncture, positron emission tomography, and cognitive assessment).","Lumbar puncture is a diagnostic procedure, a type of healthcare visit."
39702338,positron emission tomography,No,[],"2544 cognitively unimpaired participants from the ALFA parent cohort (age 45-75 years) of the Barcelonaβeta Brain Research Center were contacted through a structured phone call to determine their willingness to participate in Alzheimer's disease clinical trials and undergo trial-related procedures (magnetic resonance imaging, lumbar puncture, positron emission tomography, and cognitive assessment).","Entity is a diagnostic procedure, not a healthcare factor."
39702338,cognitive assessment,Yes,['healthcare_visit'],"2544 cognitively unimpaired participants from the ALFA parent cohort (age 45-75 years) of the Barcelonaβeta Brain Research Center were contacted through a structured phone call to determine their willingness to participate in Alzheimer's disease clinical trials and undergo trial-related procedures (magnetic resonance imaging, lumbar puncture, positron emission tomography, and cognitive assessment).",Cognitive assessment is a healthcare procedure/visit related to ADRD.
39702338,clinical trial,Yes,['healthcare_visit'],Women showed a significantly lower willingness than men to participate in a clinical trial (p = 0.003) and to undergo a lumbar puncture (p < 0.001).,Clinical trial participation is a type of healthcare visit.
39702338,lumbar puncture,Yes,['healthcare_visit'],Women showed a significantly lower willingness than men to participate in a clinical trial (p = 0.003) and to undergo a lumbar puncture (p < 0.001).,"Lumbar puncture is a diagnostic procedure, a type of healthcare visit."
39702338,clinical trials,Yes,['healthcare_visit'],Single women were less willing to participate in clinical trials than single men (p = 0.041).,Clinical trials represent a specific type of healthcare visit.
39702338,clinical trial-related procedures,Yes,['healthcare_visit'],"Regarding clinical trial-related procedures, women with higher years of education were significantly less willing to undergo a lumbar puncture (p = 0.031).",Procedures are part of healthcare visits for research/diagnosis.
39702338,lumbar puncture,Yes,['healthcare_visit'],"Regarding clinical trial-related procedures, women with higher years of education were significantly less willing to undergo a lumbar puncture (p = 0.031).",Lumbar puncture is a diagnostic healthcare procedure/visit.
39687720,rehabilitation facilities,Yes,['health_access'],"In post-fracture care, these patients are cared for either at rehabilitation facilities or their homes.",Access to specific care settings like rehabilitation facilities.
39687720,rehabilitation facilities,Yes,['healthcare_visit'],We summarized the PAC locations by (1) rehabilitation facilities (skilled nursing facilities and inpatient rehabilitation facilities) and (2) homes (homes with self-care and homes with services) for each study year.,Represents a type of healthcare facility for post-acute care.
39687720,rehabilitation facilities,Yes,['healthcare_visit'],We observed the yearly percentage trends in PAC at rehabilitation facilities over the total post-acute discharge period.,Utilization of facilities for post-acute care is a healthcare visit.
39687720,rehabilitation facilities,Yes,['healthcare_visit'],We used multivariate logistic regression to estimate the association between these factors and PAC in the rehabilitation facilities.,Utilization of facilities for post-acute care is a healthcare visit.
