PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40469616,socioeconomic status,Yes,['socioeconomic_status'],"Factors such as education, socioeconomic status, and limited public health interventions contribute to the development of Alzheimer's disease and other dementias.",Relates to economic and social position influencing health outcomes.
40469616,low education,Yes,['socioeconomic_status'],"Age, low education, hypertension, and hearing loss are potential risk factors for cognitive impairment.",Low education is a socioeconomic status indicator.
40324770,legal and financial considerations,Yes,"['financial_stress', 'problem_related_to_housing_and_economic_circumstance']","These themes encapsulate the primary discussions within the online communities: memory care, nursing and caregiving, gratitude and acknowledgment, and legal and financial considerations.",Entity relates to financial concerns and economic challenges.
40324770,legal and financial,Yes,"['financial_stress', 'problem_related_to_housing_and_economic_circumstance']","Regression models revealed that ES primarily occurs in posts relating to nursing and caring, and IS primarily occurs in posts concerning medical conditions and diagnosis, legal and financial, and caregiving at home.",Discussions on legal and financial issues indicate financial stress and economic challenges.
40442881,education,Yes,['socioeconomic_status'],Nutrition intervention was designed with input from adults with limited education.,Education is a component of socioeconomic status.
40407095,financial security,Yes,['financial_stress'],"This article offers rationale, empirical support, and guidance for using the selected constructs: transportation security, financial security, social connectedness, health care experiences, and discrimination, as well as recommendations for next steps that each ADRC can take to maximize local and field-level progress.",Financial security relates to financial stress or stability.
40407095,socioeconomic status,Yes,['socioeconomic_status'],"UDS SDOH include transportation, socioeconomic status, social relationships, health care, and discrimination.",Entity represents socioeconomic position based on various factors.
39878054,employment,Yes,['employment'],"Most ACES were associated with and increased the risk of SCD, even after adjusting for BRFSS year, age, race, education, and employment.",Employment is related to socioeconomic status and stability.
39878054,education,Yes,['socioeconomic_status'],"Most ACES were associated with and increased the risk of SCD, even after adjusting for BRFSS year, age, race, education, and employment.",Education is a component of socioeconomic status.
39630270,household income,Yes,['income'],"Cognitive reserve-enhancing factors were rated during three periods of life-course, namely early-life stage (educational attainment,), adulthood (household income) and late-life stage (weekly physical activity).",Household income is a measure of monetary earnings.
39630270,financial adversity,Yes,['financial_stress'],Six ACEs were assessed from two dimensions namely financial adversity and childhood trauma.,Financial adversity implies financial hardship or stress.
40163795,economic loss,Yes,['financial_stress'],"Unemployment and economic loss were associated with lower GM volumes in limbic and frontal areas, driven by more educated participants and men and by women, respectively.",Economic loss contributes to financial instability and stress
40163795,economic-related SLEs,Yes,['financial_stress'],Less educated participants and women reported more grief-related and economic-related SLEs.,Economic stressors linked to stressful life events.
40163795,unemployment,Yes,"['employment', 'financial_stress']","Unemployment and economic loss were associated with lower GM volumes in limbic and frontal areas, driven by more educated participants and men and by women, respectively.",Unemployment relates to job loss and financial strain.
40138617,Social Vulnerability index,Yes,['socioeconomic_status'],The primary study objective was to examine the association between Social Vulnerability index (SVI) and risk of incident Alzheimer disease (AD) and rate of cognitive decline.,SVI is related to socioeconomic status and vulnerability.
40138617,SVI,Yes,['socioeconomic_status'],"Participants in tracts with SVI above 50th to 75th percentiles had OR = 2.23 (95% CI 1.23-4.05) for clinical AD, and participants in tracts greater than the 75th percentile had OR = 2.04 (95% CI 1.03-4.04).",SVI is related to socioeconomic status and vulnerability.
40189829,Area Deprivation Index,Yes,['socioeconomic_status'],The Area Deprivation Index (ADI) was assigned to participant residential block groups over follow-up.,Measures neighborhood socioeconomic disadvantage
40189829,neighborhood disadvantage,Yes,"['problem_related_to_housing_and_economic_circumstance', 'socioeconomic_status']","Age- and education-adjusted hazard ratios (HRs) for ADRD increased as neighborhood disadvantage increased, to 1.42 (95% confidence interval [CI] 1.06-1.91) in the most disadvantaged quintile compared to the least disadvantaged quintile, with a significant linear trend (p = 0.012).",Reflects socioeconomic status and housing disadvantage.
40189829,individual income,Yes,['income'],"Associations remained, although somewhat attenuated, when individual income was controlled.",Relates to monetary earnings or resources available
40189829,socioeconomic status (SES),Yes,['socioeconomic_status'],The area-level association of deprivation with ADRD was in part explained by individual differences in socioeconomic status (SES).,SES is a key economic stability factor influencing ADRD.
40148225,low education,Yes,['socioeconomic_status'],Lacking a care grade (access to social care) and low education were found to be risk factors for the occurrence of unmet needs in almost all areas.,Low education is a socioeconomic status indicator.
40148225,care grade,Yes,['healthcare_payment_source'],Lacking a care grade (access to social care) and low education were found to be risk factors for the occurrence of unmet needs in almost all areas.,Relates to access to social care and financial support
40148225,living alone,Yes,['problem_related_to_housing_and_economic_circumstance'],Participants living alone demonstrated higher levels of unmet physical needs (β = 0.27 [95%CI 0.01 to 0.53]).,Living alone indicates unstable or inadequate living conditions.
40148225,absence of a caregiver,Yes,['problem_related_to_housing_and_economic_circumstance'],"Similarly, the absence of a caregiver (OR = 2.81 [95%CI 1.03 to 7.64]), lower social support (OR = 1.71 [95%CI 1.02 to 2.84]), and poor physical health (OR = 8.40 [95%CI 3.39 to 20.81]) correlated with unmet physical needs.",Lack of caregiver indicates unstable living or care conditions.
40072379,sociodemographic index,Yes,['socioeconomic_status'],"The disability-adjusted life years of Alzheimer's disease and other dementias and sociodemographic index were extracted from the Global Burden of Disease 2021 study, and other sociodemographic development-related factors, including government expenditure on education (% of GDP), net national income per capita, health expenditure per capita, and fertility rate, were sourced from World Bank Data.",Sociodemographic index relates to socioeconomic status of countries.
40072379,net national income per capita,Yes,['income'],"The disability-adjusted life years of Alzheimer's disease and other dementias and sociodemographic index were extracted from the Global Burden of Disease 2021 study, and other sociodemographic development-related factors, including government expenditure on education (% of GDP), net national income per capita, health expenditure per capita, and fertility rate, were sourced from World Bank Data.",Relates to monetary earnings or resources available.
40072379,health expenditure per capita,Yes,['expense'],"The disability-adjusted life years of Alzheimer's disease and other dementias and sociodemographic index were extracted from the Global Burden of Disease 2021 study, and other sociodemographic development-related factors, including government expenditure on education (% of GDP), net national income per capita, health expenditure per capita, and fertility rate, were sourced from World Bank Data.",Relates to costs for healthcare services per person.
40072379,government expenditure on education,Yes,['expense'],"The disability-adjusted life years of Alzheimer's disease and other dementias and sociodemographic index were extracted from the Global Burden of Disease 2021 study, and other sociodemographic development-related factors, including government expenditure on education (% of GDP), net national income per capita, health expenditure per capita, and fertility rate, were sourced from World Bank Data.",Government spending on education affects societal economic stability.
39709278,household income,Yes,['income'],"Online survey (March 27th-April 17th, 2024) of 392 AD caregivers recruited via CloudResearch Prime Panels to match the U.S. public in education, household income, race, and ethnicity.",Household income is a measure of monetary earnings.
39709278,costs,Yes,['expense'],"However, some commentators question whether the drugs' benefits outweigh their risks, burdens, and costs to patients.",Costs relate to expenses or financial outlays for patients.
39709278,insurance,Yes,['healthcare_payment_source'],"After rating the desirability of medication and home-based care, respondents indicated their preference for which intervention they wanted their loved one's insurance to cover.",Insurance is a means to cover medical care costs.
39571734,indirect costs,Yes,['expense'],"The total annual indirect costs of unpaid caregiving and market and non-market productivity loss of AD increased with severity: $36 934 for mild cognitive impairment owing to AD, $65 565 for mild AD, $103 717 for moderate AD, and $145 250 for severe AD (2024 United States Dollars [USD]).",Relates to costs incurred due to ADRD
39571734,unpaid caregiving costs,Yes,['expense'],"Considering the current distribution of prevalent patients across severity stages, the total annual indirect cost was estimated at $832 billion, which includes $599 billion in unpaid caregiving costs and $233 billion in productivity losses.",Unpaid caregiving costs are a type of expense incurred.
39571734,productivity losses,Yes,['expense'],"Considering the current distribution of prevalent patients across severity stages, the total annual indirect cost was estimated at $832 billion, which includes $599 billion in unpaid caregiving costs and $233 billion in productivity losses.",Relates to costs incurred due to lost productivity.
40065204,economic burden,Yes,"['financial_stress', 'expense']",Understanding these barriers is crucial for improving service utilization and alleviating the economic burden on families and national health systems.,Economic burden implies financial strain and high costs.
40065204,financial barriers,Yes,['expense'],"Financial barriers were associated with the high costs of care, and logistical barriers included limited availability and accessibility of support services.",Refers to high costs of care affecting financial status.
40156267,income,Yes,['income'],Hazard ratios ranged from 0.964 (95% CI: 0.923 to 1.006) among Asian-identified participants to 1.122 (95% CI: 0.995 to 1.265) in the highest income category.,The entity 'income' is related to monetary earnings.
40156267,income category,Yes,['income'],Hazard ratios ranged from 0.964 (95% CI: 0.923 to 1.006) among Asian-identified participants to 1.122 (95% CI: 0.995 to 1.265) in the highest income category.,Refers to monetary earnings or resources available
40123183,low-income,Yes,"['income', 'socioeconomic_status']","ObjectivesEngagement in learning new skills can potentially foster cognitive and functional growth among low-income Latinos, a population at high risk for developing Alzheimer's disease and related dementias.",Low-income indicates financial status and socioeconomic position.
40123183,financial resources,Yes,['wealth'],These findings highlight the privilege of prioritizing leisure activities for novel skill learning in old age for those with more financial resources.,Wealth influences cognitive health and skill learning.
40123183,finances,Yes,['financial_stress'],"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.",Lacking finances indicates financial strain or stress.
40123183,financial situation,Yes,['financial_stress'],"Participants were most interested in learning technology, English, sewing skills, and culinary arts to primarily improve their financial situation.",Improving financial situation implies reducing financial stress
40110699,Area Deprivation Index,Yes,['socioeconomic_status'],"For cognitively unimpaired participants from the Wisconsin Alzheimer's Disease Research Center or Wisconsin Registry for Alzheimer's Prevention (n = 524), and the Alzheimer's Disease Neuroimaging Initiative (ADNI) cohort (n = 100), neighborhood disadvantage was obtained using Area Deprivation Index (ADI) and its association with cognitive performance and MSN features was analyzed using linear regression and mediation analysis.",Measures socioeconomic disadvantage and deprivation level.
40110699,neighborhood disadvantage,Yes,"['problem_related_to_housing_and_economic_circumstance', 'socioeconomic_status']","Neighborhood disadvantage has been shown to impact health and cognitive outcomes, while morphological similarity network (MSN) can elucidate structural morphological patterns underlying cognitive functions.",Reflects socioeconomic status and housing circumstances.
39961183,socioeconomic factors,Yes,['socioeconomic_status'],"Low education, depression, hypertension, and socioeconomic factors were commonly examined whereas hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.",Relates to economic and social position of individuals
39961183,socioeconomic disparities,Yes,['socioeconomic_status'],"Research on the modifiable risk factors of dementia in India remains limited with contextual variations, socioeconomic disparities, and environmental reasons playing a crucial role.",Relates to socioeconomic status and its impact on dementia.
40053723,financial issues,Yes,['financial_stress'],"Other topics covered various challenges in caregiving, such as duration of medical care (1954/3028, 64.53%), sleep and incontinence (1536/3028, 50.73%), financial issues (1348/3028, 44.52%), and nursing home (1221/3028, 40.32%).",Financial issues cause stress for caregivers of ADRD patients.
40053723,finances,Yes,['financial_stress'],"Sleep and incontinence (ρ=0.14, P<.001) and finances (ρ=0.24, P<.001) were positively, weakly correlated with anger.","Finances correlated with anger, indicating financial stress."
39965199,loss of employment,Yes,['employment'],"Caregiving had long-term consequences for care partners, including diminished personal well-being, family and personal sacrifices, loss of employment, and unanticipated financial burdens.",Loss of employment affects socioeconomic and health outcomes.
39965199,unanticipated financial burdens,Yes,"['financial_stress', 'expense']","Caregiving had long-term consequences for care partners, including diminished personal well-being, family and personal sacrifices, loss of employment, and unanticipated financial burdens.",Financial strain due to caregiving responsibilities.
39965199,work and employment,Yes,['employment'],"Contributors also reported impacts on care partners' daily life (9/70, 13%) and work and employment (8/70, 11%).",Relates to the impact on care partners' employment status.
39713874,lower education,Yes,['socioeconomic_status'],"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.",Lower education is a socioeconomic status indicator.
39713874,education levels,Yes,['socioeconomic_status'],"Several factors contribute to the progression of MCI into dementia including age, education levels, occupation, and a medical history of hypertension and epilepsy.",Education level is a component of socioeconomic status.
39713874,occupation,Yes,['employment'],"Several factors contribute to the progression of MCI into dementia including age, education levels, occupation, and a medical history of hypertension and epilepsy.",Occupation is related to employment and job-related activities.
39711331,higher education,Yes,['socioeconomic_status'],"Female sex (aOR 0.85; 95% CI: 0.80, 0.91) and higher education (aOR 0.9, 95% CI: 0.84, 0.97) were associated with lower odds of care-resistant behavior.",Higher education is a component of socioeconomic status.
39060956,financial exploitation vulnerability,Yes,['financial_stress'],"After covarying for demographics, current medical problems, financial literacy, and a global cognition screen, financial exploitation vulnerability was negatively associated with scores on the Multilingual Naming Test, Craft Story Recall and Delayed Recall, California Verbal Learning Test-II Delayed Recall and Recognition Discriminability, Phonemic Fluency, and Trails B.",Financial exploitation vulnerability indicates financial stress or instability.
39060956,financial exploitation,Yes,['financial_stress'],Reports of financial exploitation have steadily increased among older adults.,Financial exploitation leads to financial strain and stress.
39060956,financial literacy,Yes,['financial_stress'],"After covarying for demographics, current medical problems, financial literacy, and a global cognition screen, financial exploitation vulnerability was negatively associated with scores on the Multilingual Naming Test, Craft Story Recall and Delayed Recall, California Verbal Learning Test-II Delayed Recall and Recognition Discriminability, Phonemic Fluency, and Trails B.","Financial literacy relates to managing financial resources, impacting financial stress."
39665593,Economic stability,Yes,['socioeconomic_status'],Higher ES levels were independently associated with slower age-related memory declines among Black/African American older adults.,Economic stability linked to cognitive decline in older adults.
39665593,economic resources,Yes,"['wealth', 'income']",Differential associations between SSDoH and cognitive outcomes across racial groups suggest that improving access to economic resources within Black/African American communities may reduce racial disparities in ADRD.,Improving access to economic resources relates to financial stability.
39804889,low socioeconomic status,Yes,['socioeconomic_status'],"Ambient air pollution, detrimental built and social environments, social isolation (SI), low socioeconomic status (SES), and rural (versus urban) residence have been associated with cognitive decline and risk of Alzheimer's disease and related dementias (ADRD).",SES is a measure of socioeconomic status
39794733,family income-to-poverty ratio,Yes,['income'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Measures the ratio of family income to poverty line.
39794733,employment,Yes,['employment'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Entity 'employment' is a direct measure of job-related activities.
39794733,home ownership,Yes,['wealth'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Home ownership is a measure of wealth and financial stability.
39773296,socioeconomic status,Yes,['socioeconomic_status'],"Subsequently, our multivariable analyses identified 41 variables that were significantly associated with at least one cognitive function, spanning categories such as education, socioeconomic status, lifestyle factors, body measurements, mental health, medical conditions, early life factors, and household characteristics.",Entity represents socioeconomic position based on various factors.
39965544,income,Yes,['income'],"LBD group had lower years of education, income, subjective social status than controls, with larger differences for males than females (p < 0.05 for all).",Lower income associated with LBD group compared to controls.
39965544,subjective social status,Yes,['socioeconomic_status'],"LBD group had lower years of education, income, subjective social status than controls, with larger differences for males than females (p < 0.05 for all).",Relates to individual's perceived social standing
39965544,years of education,Yes,['socioeconomic_status'],"LBD group had lower years of education, income, subjective social status than controls, with larger differences for males than females (p < 0.05 for all).",Years of education is a socioeconomic status indicator.
39965544,childhood subjective social status,Yes,['socioeconomic_status'],"For females, lower childhood subjective social status (p = 0.037), and for males, being ethnoracial minoritized (p < 0.001) and lower years of education (p = 0.031) were associated with younger age at diagnosis.",Relates to socioeconomic status during childhood
39761458,Medicare Advantage,Yes,['healthcare_payment_source'],"In response to the payment change, annual incident dementia diagnosis rates in MA increased by 11.5 percent relative to traditional Medicare.",Medicare Advantage is a healthcare payment source for beneficiaries.
39761458,financial incentives,Yes,['healthcare_payment_source'],"Financial incentives to detect dementia increased dementia diagnoses, particularly among beneficiaries at high risk for dementia and undetected dementia, but questions remain about potential overdiagnosis or upcoding.",Incentives influence payment and detection of dementia.
39761458,payment change,Yes,['healthcare_payment_source'],"In response to the payment change, annual incident dementia diagnosis rates in MA increased by 11.5 percent relative to traditional Medicare.",Change in payment affects dementia diagnosis rates.
39761458,risk-adjustment payment model,Yes,['healthcare_payment_source'],"In 2020, the Centers for Medicare and Medicaid Services reintroduced Alzheimer's disease and related dementias to its risk-adjustment payment model for Medicare Advantage (MA) plans.",Relates to means of covering medical care costs.
39686610,education,Yes,['socioeconomic_status'],"Older age (d = 0.75), lower education (d = 0.50), and higher dementia risk (d = 0.36) were associated significantly with slower learning rates.",Education is a component of socioeconomic status.
39702338,occupational attainment,Yes,['socioeconomic_status'],"Sociodemographic data on education, occupational attainment, civil and caregiver status were gathered.",Occupational attainment is a component of socioeconomic status.
39702338,education,Yes,['socioeconomic_status'],Women were significantly younger and had lower educational attainment compared with men.,Education is a component of socioeconomic status.
39702338,unemployed,Yes,['employment'],"In addition, women were more likely to be caregivers, single and unemployed.",Unemployment status reflects employment circumstances.
39656992,financial resources,Yes,['expense'],"Ideally, one-on-one support will be provided during use, though this requires additional time and financial resources, which are often limited in caregiving settings.",Limited financial resources impact caregiving expense.
39687720,Medicaid services,Yes,['healthcare_payment_source'],"Being Hispanic, presence of cerebrovascular disorder (CVD), use of Medicaid services, and the COVID-19 pandemic were associated with lower probabilities of utilizing rehabilitation facilities.",Medicaid services relate to means of covering medical care costs.
39687720,pay source,Yes,['healthcare_payment_source'],"We assessed demographics (age, sex, and race), clinical comorbidities (fracture sites), utilization factors (pay source and hospital location), and COVID-19 pandemic status (pre-/post-pandemic years).",Related to means of covering medical care costs
39659188,neighborhood disadvantage,Yes,"['problem_related_to_housing_and_economic_circumstance', 'socioeconomic_status']",Living in more disadvantaged neighborhoods was significantly associated with lower technology skills (OR:0.86; 95% CI:0.82-0.91).,Neighborhood disadvantage relates to socioeconomic status and economic circumstances.
39659188,neighborhood socioeconomic disadvantage,Yes,['socioeconomic_status'],"Cognitive impairment, race, and neighborhood socioeconomic disadvantage are significant barriers which limit digital access and skill.",Relates to socioeconomic status and its impact on access
39440702,lower education,Yes,['socioeconomic_status'],"URPs include ethnoculturally minoritized, lower education (≤ 12 years), and rural populations.",Lower education is a socioeconomic status indicator.
39440702,financial compensation,Yes,['income'],"The CI-CER model includes: (1) culturally informed methodology (e.g., less restrictive inclusion/exclusion criteria, sociocultural measures, financial compensation, results disclosure, Spanish Language Capacity Workgroup) and (2) inclusive engagement methods (e.g., the Engagement Core team; Hub Sites; Community-Science Partnership Board).",Financial compensation is related to monetary earnings or resources.
39403721,education,Yes,['socioeconomic_status'],"For both racial/ethnic groups, older age and living in rural areas during schooltime increased the likelihood of being in the low-cognition class, whereas more education was associated with a lower likelihood.",Education is a component of socioeconomic status.
39403721,rural areas,Yes,"['problem_related_to_housing_and_economic_circumstance', 'socioeconomic_status']","For both racial/ethnic groups, older age and living in rural areas during schooltime increased the likelihood of being in the low-cognition class, whereas more education was associated with a lower likelihood.",Rural areas relate to socioeconomic status and housing circumstances.
39387147,Socioeconomic status,Yes,['socioeconomic_status'],The complex associations of socioeconomic status (SES) and lifestyle with dementia are unclear.,SES is a direct indicator of socioeconomic status.
39387147,Townsend Deprivation Index,Yes,['socioeconomic_status'],SES was assessed using the Townsend Deprivation Index.,Measures socioeconomic deprivation
39387147,Socioeconomic disparities,Yes,['socioeconomic_status'],Lifestyles explained ≤7.8% of socioeconomic disparities in dementia.,Refers to differences in socioeconomic status related to dementia.
39576984,income,Yes,['income'],"Many demographic and technology-related factors were not associated with GPS features; however, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.",Income is a direct measure of financial resources available.
39576984,occupational status,Yes,['socioeconomic_status'],"Many demographic and technology-related factors were not associated with GPS features; however, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.",Occupational status is a component of socioeconomic status.
39576972,socioeconomic aspects,Yes,['socioeconomic_status'],"This study used data from the KLoSA, a comprehensive biennial survey that tracks the demographic, health, and socioeconomic aspects of middle-aged and older Korean adults from 2018 to 2020.",Relates to socioeconomic status and its impact on health.
39576972,sociodemographic,Yes,['socioeconomic_status'],"The identification of MCI and dementia relied on self-reported diagnoses, with sociodemographic and health-related variables serving as key covariates.",Relates to socioeconomic factors influencing health outcomes.
39576972,education,Yes,['socioeconomic_status'],"For dementia, the most predictive features were other contributing factors, education at the high school level, education at the middle school level, exercising, and monthly social engagement.",Education level indicates socioeconomic status.
39497306,living alone,Yes,['problem_related_to_housing_and_economic_circumstance'],"Women, Hispanics, those living alone, and more educated individuals were found to have higher odds of asymptomatic ADNP.",Living alone indicates potential housing and economic challenges.
39406152,long-term care insurance,Yes,['healthcare_payment_source'],"To understand the home care quality of life and its influencing factors of older people with dementia who receive long-term care insurance, care issues and intrinsic care needs.",Means of covering medical care costs for dementia patients.
39406152,home care services,Yes,['healthcare_payment_source'],Administrators should consider formulating a scientific and targeted policy on home care services in the future.,Related to policy on healthcare services funding
39143006,financial resources,Yes,['wealth'],"Proactive decision-making was facilitated by (1) prior experience witnessing the challenges of caring for a person with advanced dementia in the home; and (2) having substantial financial resources such that participants could seek major home adaptations or avoid ""lower quality"" institutions.",Having substantial financial resources indicates wealth availability.
39103236,income,Yes,['income'],"Differences in confidence were observed among care partners with lower incomes, less experience, and caring for a parent.",Lower incomes relate to financial stability and confidence.
39103236,financial planning,Yes,['financial_stress'],"The purpose of this study was, first, to quantify care partners' confidence across different financial planning topics.",Relates to managing financial resources and stress.
39103236,care budgeting,Yes,"['expense', 'financial_stress']","Qualitatively, participants described the challenges of care budgeting and protecting personal finances;",Relates to managing care expenses and financial strain.
39103236,long-term care insurance,Yes,"['financial_stress', 'healthcare_payment_source']","Qualitatively, participants described... confusion about long-term care insurance and accessing resources;",Relates to financial stress and healthcare payment source.
39103236,personal finances,Yes,['financial_stress'],"Qualitatively, participants described the challenges of care budgeting and protecting personal finances;",Relates to challenges in managing personal financial resources
38627924,Socioeconomic Status,Yes,['socioeconomic_status'],The current study aims to determine the influence of sociocultural factors via a measure of Socioeconomic Status (SES) which provides a more holistic approach to these common confounders.,SES is a measure of socioeconomic status
38627924,SES,Yes,['socioeconomic_status'],"All participants were classified as either high SES or low SES, employing the Standard Demographic Classification from the European Society for Opinion and Marketing Research.",SES is a measure of socioeconomic status.
39407224,socioeconomic state,Yes,['socioeconomic_status'],"Psychosocial states were measured by 22 items related to five dimensions, including psychiatric history, recent stressful life events, current psychiatric symptoms, social contact, and individual socioeconomic state.",Relates to individual's economic and social position.
39407224,short education years,Yes,['socioeconomic_status'],"Compared to individuals with a pattern of 'good state', individuals with other unfavorable patterns, featured by varying degrees of poor psychological state ('fair state' and 'mildly, moderately, and extremely poor psychological state'), low social contact or socioeconomic state ('living alone' and 'short education years'), were all at an increased risk of dementia (hazard ratios [HR] between 1.29 and 2.63).",Short education years indicates socioeconomic disadvantage.
39463255,low socioeconomic position,Yes,['socioeconomic_status'],"The population most vulnerable to heat included older adults (≥75 years), unmarried individuals, people with a low education level, older women with low neighbourhood socioeconomic position, and men under 75 years old with low socioeconomic position.",Refers to an individual's economic and social position
39463255,cantonal heat-health action plans (HHAPs),Yes,['healthcare_payment_source'],The decrease was significantly stronger in the region where cantonal HHAPs were implemented.,Relates to means of covering healthcare costs indirectly
39463255,low education level,Yes,['socioeconomic_status'],"The population most vulnerable to heat included older adults (≥75 years), unmarried individuals, people with a low education level, older women with low neighbourhood socioeconomic position, and men under 75 years old with low socioeconomic position.",Low education level indicates socioeconomic status.
39208703,Child Support Grant,Yes,['income'],"Having above median CSG per eligible child was associated with higher baseline memory scores (β = 0.12 SD units, 95% CI = 0.02, 0.22) but steeper memory decline (β = -0.02 SD units, 95% CI = -0.04, -0.00) compared to below median CSG.",Cash transfer intervention impacting cognitive trajectories
39208703,potential CSG benefit per eligible child,Yes,['income'],"We fit linear mixed effects models and generalized linear models to estimate the association of potential CSG benefit per eligible child with memory decline and dementia probability, respectively.",Cash transfer impacts cognitive trajectories in low-income mothers.
39208703,household wealth,Yes,['wealth'],We examined effect modification by household wealth and the mother's education level.,Household wealth is a measure of economic stability.
