PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40138617,tracts,Yes,['geographic_location'],"Over 90% of Black participants were in tracts above 50% or higher SVI, and approximately 87% of White participants were in tracts with SVI 50% or less.",Tracts represent specific geographic areas linked to SVI and AD risk.
40138617,tracts,Yes,['geographic_location'],"Participants in tracts with SVI above 50th to 75th percentiles had OR = 2.23 (95% CI 1.23-4.05) for clinical AD, and participants in tracts greater than the 75th percentile had OR = 2.04 (95% CI 1.03-4.04).",Tracts represent specific geographic areas linked to AD risk.
40138617,tracts,Yes,['geographic_location'],Participants in more vulnerable tracts had greater incident AD risk than participants in less vulnerable tracts.,Tracts represent geographic areas linked to AD risk.
40138617,SVI percentile,Yes,['socioenvironmental_neighborhood'],The annual rate of global cognitive decline was 0.055 SD units (SDU) for participants below the 25th SVI percentile.,SVI percentile reflects social vulnerability within a neighborhood.
40138617,SVI percentile,Yes,['socioenvironmental_neighborhood'],"The annual rate of global cognitive decline was faster by 0.010 SDU (approximately 18% faster, <i>p</i> = 0.025) in those above the 50th-75th percentile and by 0.014 SDU (approximately 25% faster, <i>p</i> = 0.005) in participants above the 75th percentile than in participants below the 25th SVI percentile.",SVI percentile reflects social vulnerability within neighborhoods impacting cognitive decline.
40138617,areas,Yes,['socioenvironmental_neighborhood'],"Most Black participants who lived in areas with higher SVI that had over twice the risk of incident AD than most White participants who lived in areas with lower SVI, showing a higher social burden in Black older adults.",Areas with higher SVI linked to increased AD risk.
40189829,neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],We investigated the association of neighborhood disadvantage with the incidence of Alzheimer's disease and related dementias (ADRD) in the longitudinal Black Women's Health Study (BWHS).,Disadvantage reflects social and environmental conditions influencing health equity.
40189829,Area Deprivation Index (ADI),Yes,['socioenvironmental_neighborhood'],The Area Deprivation Index (ADI) was assigned to participant residential block groups over follow-up.,ADI measures socioeconomic disadvantage within a neighborhood.
40189829,neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],"Age- and education-adjusted hazard ratios (HRs) for ADRD increased as neighborhood disadvantage increased, to 1.42 (95% confidence interval [CI] 1.06-1.91) in the most disadvantaged quintile compared to the least disadvantaged quintile, with a significant linear trend (p = 0.012).",Disadvantage reflects social and economic conditions impacting health equity.
40189829,disadvantaged neighborhood,Yes,['socioenvironmental_neighborhood'],The present study adds to the evidence showing an association between living in a disadvantaged neighborhood and poorer brain health.,Represents social conditions within a community influencing health.
40189829,area deprivation,Yes,['socioenvironmental_neighborhood'],Higher levels of area deprivation were associated with higher dementia risk.,Area deprivation reflects socioeconomic conditions impacting health equity.
39889875,Neighbourhood greenness,Yes,['physical_environment'],Neighbourhood greenness was associated with a lower risk of all-cause dementia.,Greenness is a feature of the physical environment impacting health.
39889875,chronic noise,Yes,['physical_environment'],"Neighbourhood (i.e., greenness and chronic noise) and occupational (i.e., shift work) characteristics are associated with dementia and are viable public health intervention points.",Chronic noise is an environmental factor affecting health.
40110699,Neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],"Neighborhood disadvantage was associated with worse cognitive performance on memory, executive function, processing speed, and preclinical Alzheimer's tests on both datasets.",Represents social conditions within a community influencing health.
40110699,Area Deprivation Index (ADI),Yes,['socioenvironmental_neighborhood'],Neighborhood disadvantage was obtained using Area Deprivation Index (ADI) and its association with cognitive performance and MSN features was analyzed using linear regression and mediation analysis.,"ADI measures neighborhood disadvantage, a key socioenvironmental factor."
39961183,air pollution,Yes,['physical_environment'],"Hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.",Air pollution is an environmental factor impacting health.
39961183,socioeconomic factors,Yes,['socioenvironmental_neighborhood'],"Low education, depression, hypertension, and socioeconomic factors were commonly examined whereas hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.",Socioeconomic factors influence community conditions and health equity.
39804889,rural residence,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","Ambient air pollution, detrimental built and social environments, social isolation (SI), low socioeconomic status (SES), and rural (versus urban) residence have been associated with cognitive decline and risk of Alzheimer's disease and related dementias (ADRD).",Rural residence describes a geographic area linked to ADRD risk.
39804889,built and social environments,Yes,['socioenvironmental_neighborhood'],"Ambient air pollution, detrimental built and social environments, social isolation (SI), low socioeconomic status (SES), and rural (versus urban) residence have been associated with cognitive decline and risk of Alzheimer's disease and related dementias (ADRD).",Refers to social and environmental conditions influencing health equity.
39804889,social isolation (SI),Yes,['socioenvironmental_neighborhood'],"Ambient air pollution, detrimental built and social environments, social isolation (SI), low socioeconomic status (SES), and rural (versus urban) residence have been associated with cognitive decline and risk of Alzheimer's disease and related dementias (ADRD).",Social isolation is a social factor influencing ADRD risk.
39804889,built and social environments,Yes,['socioenvironmental_neighborhood'],"Research is needed to investigate the influence of ambient air pollution and built and social environments on SI and cognitive decline among rural, disadvantaged, ethnic minority communities.",Built and social environments influence health equity and access.
39804889,rural,Yes,['geographic_location'],"Research is needed to investigate the influence of ambient air pollution and built and social environments on SI and cognitive decline among rural, disadvantaged, ethnic minority communities.",Rural residence is linked to cognitive decline and ADRD risk.
39767463,social isolation,Yes,['socioenvironmental_neighborhood'],"The lockdown due to the COVID-19 pandemic, imposed in many countries in 2021, led to social isolation and the interruption of many activities that were useful in stimulating cognition.",Social isolation is a socioenvironmental factor impacting cognition.
39659188,neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],"We investigated cognitive and sociodemographic characteristics, and neighborhood disadvantage related to these digital attributes.",Neighborhood disadvantage is a social determinant impacting health equity.
39659188,neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],Living in more disadvantaged neighborhoods was significantly associated with lower technology skills (OR:0.86; 95% CI:0.82-0.91).,Neighborhood disadvantage impacts access and skills related to ADRD research.
39403721,living in rural areas,Yes,['geographic_location'],"For both racial/ethnic groups, older age and living in rural areas during schooltime increased the likelihood of being in the low-cognition class, whereas more education was associated with a lower likelihood.",Rural areas represent a specific geographic location impacting cognition.
39497306,living alone,Yes,['socioenvironmental_neighborhood'],"SDOH included gender, education, ethnoracial group, living alone, and primary language.",Living alone is a social determinant impacting health outcomes.
39497306,living alone,Yes,['socioenvironmental_neighborhood'],"Women, Hispanics, those living alone, and more educated individuals were found to have higher odds of asymptomatic ADNP.",Living alone is a social determinant impacting health outcomes.
39497306,living alone,Yes,['socioenvironmental_neighborhood'],Both women and men had higher odds of asymptomatic ADNP if Hispanic or living alone.,Living alone is a social determinant impacting health outcomes.
39407224,social contact,Yes,['socioenvironmental_neighborhood'],"Psychosocial states were measured by 22 items related to five dimensions, including psychiatric history, recent stressful life events, current psychiatric symptoms, social contact, and individual socioeconomic state.",Social contact reflects community interaction influencing health outcomes.
39407224,socioeconomic state,Yes,['socioenvironmental_neighborhood'],"Psychosocial states were measured by 22 items related to five dimensions, including psychiatric history, recent stressful life events, current psychiatric symptoms, social contact, and individual socioeconomic state.",Socioeconomic state reflects community conditions influencing health equity.
39407224,living alone,Yes,['socioenvironmental_neighborhood'],"Compared to individuals with a pattern of 'good state', individuals with other unfavorable patterns, featured by varying degrees of poor psychological state ('fair state' and 'mildly, moderately, and extremely poor psychological state'), low social contact or socioeconomic state ('living alone' and 'short education years'), were all at an increased risk of dementia (hazard ratios [HR] between 1.29 and 2.63).","'Living alone' reflects social isolation, a socioenvironmental factor."
39463255,neighbourhood socioeconomic position,Yes,['socioenvironmental_neighborhood'],"The population most vulnerable to heat included older adults (≥75 years), unmarried individuals, people with a low education level, older women with low neighbourhood socioeconomic position, and men under 75 years old with low socioeconomic position.",Socioeconomic position is a key aspect of neighborhood social environment.
39038839,geographic contexts,Yes,['geographic_location'],"During the program, data from the Health and Retirement Study were used to investigate multiple topics related to both financial and non-financial costs of ADRD including: (1) life course socioeconomic factors, (2) costs of preclinical ADRD, (3) COVID-19, (4) family members' employment outcomes, (5) geographic contexts, (6) monetary value of unpaid ADRD care, and (7) spousal relations for couples living with ADRD.",Geographic contexts influence ADRD costs and related factors.
38754136,Socially Vulnerable Areas,Yes,['socioenvironmental_neighborhood'],"This study aimed to test whether telehealth for care coordination and Accountable Care Organization (ACO) enrollment for residents in the most disadvantaged areas, particularly those with ADRD, was associated with reduced Medicare payment.",Areas reflect social conditions impacting ADRD patients' health outcomes.
38754136,Social Vulnerability Index (SVI),Yes,['socioenvironmental_neighborhood'],"The study used the merged data set of 2020 Centers for Medicare and Medicaid Services Medicare inpatient claims data, the Medicare Beneficiary Summary File, the Medicare Shared Savings Program ACO, the Center for Medicare and Medicaid Service's Social Vulnerability Index (SVI), and the American Hospital Annual Survey.","SVI measures social vulnerability within communities, impacting health equity."
38754136,SVI Q4,Yes,['socioenvironmental_neighborhood'],"Medicare fee-for-service beneficiaries residing in SVI Q4 (i.e., the most vulnerable areas) reported significantly higher total Medicare costs and were least likely to be treated in hospitals that provided telehealth post-discharge services or have ACO affiliation.",SVI Q4 represents socially vulnerable areas impacting health.
38754136,SVI Q4,Yes,['socioenvironmental_neighborhood'],"The GLM regression results showed that hospital telehealth post-discharge infrastructure, patient ACO affiliation, SVI Q4, and ADRD were significantly associated with higher Medicare payments.",SVI Q4 represents socially vulnerable areas impacting health.
35077270,rural,Yes,['geographic_location'],Rural and urban older adults (<i>N</i> = 295) from the Epidemiology and Development of Alzheimer's Disease (EDAD) study in Costa Rica were assessed.,Rural represents a geographic location type impacting ADRD.
35077270,urban,Yes,['geographic_location'],Rural and urban older adults (<i>N</i> = 295) from the Epidemiology and Development of Alzheimer's Disease (EDAD) study in Costa Rica were assessed.,Urban describes a type of geographic location studied.
38127408,rural,Yes,['geographic_location'],"Consequently, the disproportionately high risk and prevalence of Alzheimer's disease and related dementias (ADRD) among rural and minoritized older residents will likely increase.",Rural areas represent a specific geographic location with unique characteristics.
38127408,rural,Yes,['geographic_location'],"An adaptation of Schoenberg's Faith Moves Mountains model, previously successful in detection and management of other chronic illnesses in rural settings, guided this community-based participatory research.",Rural settings represent a specific geographic location impacting ADRD.
38127408,rural,No,[],"Local faith community members were trained as research assistants to recruit, administer surveys, conduct brief memory assessments, teach brain health strategies, and follow-up with residents.","Entity describes a setting, not a neighborhood factor impacting ADRD."
38127408,rural,No,[],"Outreaches were offered virtually during the pandemic, then in-person monthly at rotating church sites, and repeated ∼1 year later.","Entity describes a setting, not a neighborhood factor impacting ADRD."
38127408,rural,Yes,['geographic_location'],"This rural sample was racially and ethnically diverse (74.5% non-White), with 28% reporting eight or less years of formal education.",Rural setting influences ADRD risk and access to care.
38127408,years lived rural,Yes,['geographic_location'],"Findings included that referrals and years lived rural were significant and positive predictors of new ADRD treatments [(<i>b</i> = 3.74, <i>χ</i><sup>2</sup>(1, <i>n</i> = 235) = 13.01, <i>p</i> < 0.001); (<i>b</i> = 0.02, <i>χ</i><sup>2</sup>(1, <i>n</i> = 235 = 3.93, <i>p</i> = 0.048)], respectively, regardless of participant characteristics.",Rural residence is a geographic location factor linked to ADRD.
38719786,living location/postcode lottery,Yes,['geographic_location'],"Other barriers included workforce training and knowledge, financial costs, culture and language, lack of single-point-of-contact person, age, and living location/postcode lottery.",Refers to variations in care based on where people live.
38719786,geographical location,Yes,['geographic_location'],"There was general consensus among people living dementia and care providers of unawareness as a key barrier in different European countries, with varied priorities in Ireland depending on geographical location.",Location influences priorities and access to dementia care.
37930366,living alone,Yes,['socioenvironmental_neighborhood'],"Compared to living with others, living alone was associated with worsened physical activity, diet, and subjective memory/thinking, adjusted for sex and age.",Living situation impacts social interaction and access to resources.
38400524,Neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],Individuals in socioeconomically disadvantaged neighborhoods exhibit increased risk for impaired cognitive function.,Reflects social and economic conditions impacting cognitive function.
38400524,Area Deprivation Index (ADI),Yes,['socioenvironmental_neighborhood'],"The relationships between neighborhood disadvantage measured by Area Deprivation Index (ADI) percentiles categorized into tertiles, cognition evaluated by the last Mini-Mental State Examination (MMSE) scores before death, and 10 dementia-associated proteinopathies and cerebrovascular disease were assessed using regression analyses.",ADI measures socioeconomic disadvantage within a neighborhood context.
38157526,socioeconomic status,Yes,['socioenvironmental_neighborhood'],"However, the impact of AD on spoken discourse and the associated neuroanatomical correlates have mainly been studied in populations with higher levels of education, although preliminary evidence seems to indicate that socioeconomic status (SES) and level of education have an impact on spoken discourse.",SES is a social factor influencing health outcomes like ADRD.
38157526,socioeconomic status,Yes,['socioenvironmental_neighborhood'],"Nine women with AD and 10 matched (age, SES, and education) women without brain injury (WWBI) underwent a neuropsychological assessment, which included two spoken discourse tasks, and structural magnetic resonance imaging.",SES is a key social determinant influencing health outcomes.
38157526,education,No,[],"However, the impact of AD on spoken discourse and the associated neuroanatomical correlates have mainly been studied in populations with higher levels of education, although preliminary evidence seems to indicate that socioeconomic status (SES) and level of education have an impact on spoken discourse.","Education is an individual characteristic, not a neighborhood factor."
38157526,education,No,[],"Nine women with AD and 10 matched (age, SES, and education) women without brain injury (WWBI) underwent a neuropsychological assessment, which included two spoken discourse tasks, and structural magnetic resonance imaging.","Education is an individual characteristic, not a neighborhood factor."
38157526,socioeconomic status,Yes,['socioenvironmental_neighborhood'],This research provides evidence on the importance of pursuing further studies including people with various SES and education levels.,SES is a key social determinant influencing health outcomes.
38157526,education,No,[],This research provides evidence on the importance of pursuing further studies including people with various SES and education levels.,"Education is an individual characteristic, not a neighborhood factor."
38157526,socioeconomic status,No,[],"Spoken discourse has been shown to be affected in Alzheimer disease, but most studies have been conducted on individuals with middle-to-high SES and high educational levels.","Entity is a demographic factor, not a neighborhood factor."
38157526,education,No,[],"Spoken discourse has been shown to be affected in Alzheimer disease, but most studies have been conducted on individuals with middle-to-high SES and high educational levels.","Education is a social determinant, not a neighborhood factor."
38157526,socioeconomic status,Yes,['socioenvironmental_neighborhood'],"The study reports on microstructural measures of spoken discourse in groups of women in the early stage of AD and healthy women, with low-to-middle SES and lower levels of education.",SES is a key social determinant influencing health outcomes.
38157526,education,No,[],"The study reports on microstructural measures of spoken discourse in groups of women in the early stage of AD and healthy women, with low-to-middle SES and lower levels of education.","Education is a social determinant, not a neighborhood factor."
38157526,socioeconomic status,Yes,['socioenvironmental_neighborhood'],This study highlights the importance of taking into consideration the SES and education level in spoken discourse analysis and in investigating the neural correlates of AD.,SES is a key social determinant influencing health outcomes.
38157526,education,No,[],This study highlights the importance of taking into consideration the SES and education level in spoken discourse analysis and in investigating the neural correlates of AD.,"Education is an individual characteristic, not a neighborhood factor."
38487186,socioeconomic deprivation,Yes,['socioenvironmental_neighborhood'],"Therefore, this study aimed to describe healthcare use according to socioeconomic deprivation among ADRD subjects and the possible potentiating role of deprivation by age.",Socioeconomic status is a key aspect of neighborhood social environment.
38487186,French deprivation index (Fdep),Yes,['socioenvironmental_neighborhood'],"Deprivation was assessed through French deprivation index (Fdep), measured at the municipality level, and categorized into quintiles.","Index measures socioeconomic deprivation at municipality level, impacting health."
38487186,municipality level,Yes,['geographic_location'],"Deprivation was assessed through French deprivation index (Fdep), measured at the municipality level, and categorized into quintiles.",Municipality level defines a specific geographic area for assessing deprivation.
38383339,nursing home residents,No,[],Maximizing quality of life (QoL) is a major goal of care for people with dementia in nursing homes (NHs).,"Entity refers to population, not a neighborhood factor."
38383339,urban/rural location,Yes,['geographic_location'],"We will stratify facilities by urban/rural location, for-profit/not-for-profit ownership, and size (above/below median number of beds among urban versus rural facilities in each province).",Location type influences social and environmental conditions impacting QoL.
37792627,societal factors,Yes,['socioenvironmental_neighborhood'],"However, the extent to which societal factors can reduce the harmful impact of APOE-ε4 and enhance the beneficial impact of APOE-ε2 on brain health has not yet been examined systematically.",Societal factors influence community health and access to resources.
37792627,social determinants of health (SDH),Yes,['socioenvironmental_neighborhood'],"To fill this gap, we conducted a systematic review searching for studies in MEDLINE, Embase, PsycINFO, and Scopus until June 2023, that included: (a) 1 of 5 social determinants of health (SDH) identified by Healthy People 2030, (b) APOE-ε2 or APOE-ε4 allele carriers, (c) cognitive or brain-biomarker outcomes, and (d) studies with an analysis of how APOE-ε2 and/ or APOE-ε4 carriers differ on outcomes when exposed to SDH.",SDH represents social conditions influencing health equity and access.
37792627,finishing high school,Yes,['socioenvironmental_neighborhood'],"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Educational attainment is a social determinant influencing cognitive health.
37792627,having resources to satisfy basic needs,Yes,['socioenvironmental_neighborhood'],"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.","Resources satisfy basic needs, influencing health equity and access."
37792627,less air pollution,Yes,['physical_environment'],"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Air pollution is a component of the physical environment.
37792627,less negative external stimuli that can generate stress,Yes,['socioenvironmental_neighborhood'],"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",External stimuli relate to social conditions influencing brain health.
39121122,county-level sociodemographics,Yes,['socioenvironmental_neighborhood'],To assess whether the geographic variation of ADRD in Central Appalachia is explained by county-level sociodemographics or access to care.,Sociodemographics reflect social conditions influencing health within a community.
39121122,access to care,Yes,['socioenvironmental_neighborhood'],To assess whether the geographic variation of ADRD in Central Appalachia is explained by county-level sociodemographics or access to care.,Access to care is a key socioenvironmental factor influencing health.
39121122,county-level,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","Models were then adjusted for county-level: 1) FFS demographics (age, gender, and Medicaid eligibility), comorbidities; 2) population sociodemographics (race/ethnicity, education, aging population distribution, and renter-occupied housing); and 3) diagnostic access (PCP visits, neurology visits, and imaging scans).",County-level factors influence ADRD prevalence through demographics and sociodemographics.
39121122,renter-occupied housing,Yes,['socioenvironmental_neighborhood'],"Models were then adjusted for county-level: 1) FFS demographics (age, gender, and Medicaid eligibility), comorbidities; 2) population sociodemographics (race/ethnicity, education, aging population distribution, and renter-occupied housing); and 3) diagnostic access (PCP visits, neurology visits, and imaging scans).",Housing type is a social factor influencing neighborhood conditions.
38995792,rural residence,Yes,['geographic_location'],"Female sex, depression, having no spouse, increased lifetime alcohol consumption, low income, rural residence, and low family support were associated with increased odds of cognitive impairment.",Rural residence is a geographic location factor linked to cognitive impairment.
38995788,social determinants of health,Yes,['socioenvironmental_neighborhood'],"In the model examining SDOH, AHRs were 1.46 (95% CI, 1.43-1.49) for Black Veterans and 1.34 (95% CI, 1.29-1.40) for Hispanic Veterans.",SDOH encompass social and environmental conditions influencing health equity.
37984835,socioenvironmental factors,Yes,['socioenvironmental_neighborhood'],Accounting for socioenvironmental factors reduces ethnic/race group differences in clinical and experimental pain.,Factors influencing health equity and access within a community.
37984835,socioenvironmental factors,Yes,['socioenvironmental_neighborhood'],The purpose of the study was to determine if socioenvironmental factors reduce or account for previously observed ethnic/race group differences and explore if a combined effect of socioenvironmental risk and chronic pain severity on temporal lobe cortices is evident.,Factors influencing health equity and access to resources.
37984835,socioenvironmental factors,Yes,['socioenvironmental_neighborhood'],"Measures included demographics, health history, pain questionnaires, cognitive screening, body mass index, individual- and community-level socioenvironmental factors (education, income, household size, marital and insurance status, and area deprivation index), and brain imaging.","Factors like education, income, and area deprivation impact ADRD risk."
37984835,socioenvironmental risk index,Yes,['socioenvironmental_neighborhood'],We computed a summative socioenvironmental risk index.,Index reflects combined social and environmental factors impacting health.
