PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40055039,alternate Mediterranean diet (aMED),Yes,['diet'],"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",The entity describes a specific dietary pattern linked to ADRD.
40055039,Dietary Approach to Stop Hypertension diet (DASH),Yes,['diet'],"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",DASH is a specific dietary pattern studied for ADRD impact.
40055039,Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores,Yes,['diet'],"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",The entity describes a specific dietary pattern linked to ADRD.
40055039,dietary pattern scores,Yes,['diet'],We utilized Cox proportional hazard models to evaluate the associations of these dietary pattern scores with AD mortality.,Scores represent overall dietary habits linked to AD mortality.
40055039,aMED score,Yes,['diet'],"Higher aMED score was associated with a lower risk of AD mortality (HR<sub>T3</sub><sub>vs T1</sub>: 0.72, 95 % CI, 0.52-1.00, p-trend = 0.041).",aMED score represents a specific dietary pattern linked to ADRD.
40055039,aMED,Yes,['diet'],"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",aMED is a specific dietary pattern linked to cognitive outcomes.
40055039,MIND,Yes,['diet'],"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",MIND is a specific dietary pattern linked to cognitive outcomes.
40055039,HEI-2015,Yes,['diet'],"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",HEI-2015 is a score representing dietary pattern.
40055039,hPDI,Yes,['diet'],"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",hPDI is a score representing a dietary pattern.
40055039,intake levels of vegetables,Yes,['diet'],"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Sentence links vegetable intake to cognitive outcomes related to ADRD.
40055039,intake level of nuts,Yes,['diet'],"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Entity describes a component of dietary patterns linked to ADRD.
40055039,intake level of sweets,Yes,['diet'],"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Lower intake of sweets is linked to better cognitive outcomes.
40055039,Mediterranean dietary pattern,Yes,['diet'],"The Mediterranean dietary pattern was associated with more favorable cognitive outcomes among middle-aged and older adults, underscoring the importance of a healthy diet for long-term benefits in cognitive and brain health.",Describes a specific pattern of food consumption linked to cognitive outcomes.
40044393,healthy diet,Yes,['diet'],"We constructed the lifestyle score based on no current smoking, moderate alcohol consumption, regular physical activity, healthy diet, adequate sleep duration, less sedentary behavior, and frequent social contact.",Healthy diet is a pattern of food consumption.
40044393,healthy lifestyle,Yes,['diet'],Healthy lifestyle scores were significantly associated with lower risk of dementia.,"Healthy lifestyle includes healthy diet, impacting dementia risk."
40044393,healthy lifestyle,Yes,['diet'],Healthy lifestyle scores were significantly associated with lower risk of dementia.,"Healthy lifestyle includes healthy diet, impacting dementia risk."
39863327,Ultra-processed food consumption,Yes,['diet'],"Ultra-processed food consumption is emerging as a risk factor for various cardiometabolic diseases, however its association with dementia and Alzheimer's disease has rarely been explored.",Consumption pattern linked to increased risk for Alzheimer's disease.
39863327,ultra-processed food,Yes,['diet'],"Nutritional information was retrieved from food frequency questionnaires, and ultra-processed food was categorized based on the NOVA system.","Describes a specific type of food consumed, related to diet."
39863327,ultra-processed food consumption,Yes,['diet'],"An interaction of ultra-processed food consumption with age was observed with regard to dementia and Alzheimer's disease (p for interaction = 0.02 and 0.007, respectively).",Describes a specific pattern of food consumption linked to ADRD.
39863327,ultra-processed food,Yes,['diet'],"Among participants who were <68 years of age at baseline, each serving per day of ultra-processed food was associated with 13 % increased risk for Alzheimer's disease (HR = 1.13, 95 % CI:1.03-1.25), and consumption of ≥10 servings/day vs. <10 servings/day of ultra-processed food was associated with a 2.7-fold increase in Alzheimer's disease risk (HR = 2.71, 95 % CI:1.18-6.24), after adjustment for age, sex, education, total energy, metabolic factors and diet quality.",Sentence links specific food consumption pattern to Alzheimer's disease risk.
39863327,ultra-processed food consumption,Yes,['diet'],Our findings suggest that consumption of ultra-processed food in middle-age may be linked with an increased risk for Alzheimer's disease.,Consumption pattern linked to increased Alzheimer's disease risk.
39791248,diet,Yes,['diet'],"The e-learning covers seven themes delivered week-by-week covering cognitive and physical activity, diet, and cardiovascular health, amongst others.",The sentence discusses 'diet' as a modifiable risk factor for dementia.
39791248,Mediterranean diet adherence,Yes,['diet'],"Improvements over time were seen in knowledge of dementia risk reduction, Mediterranean diet adherence, social contact satisfaction, and motivation for physical activity.",Adherence to a specific dietary pattern impacts ADRD risk.
39791248,Mediterranean diet adherence,Yes,['diet'],"Moreover, improvements in knowledge and Mediterranean diet adherence remained present three months after course completion.",Adherence to a specific dietary pattern impacts ADRD risk.
39794733,food security,Yes,['food_insecurity'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Food security is a key indicator of food insecurity status.
39799941,Maternal Diet,Yes,['diet'],"An intricate relationship exists between maternal nutrition and adult eating behavior, metabolic phenotype, and cognitive abilities.",Maternal diet influences adult cognitive abilities related to ADRD.
39799941,maternal overnutrition,Yes,['diet'],"The objective of the present review was to collect available data, suggesting a link between maternal overnutrition and the latter impairment of cognitive functions in the progeny, and to relate this relationship with Alzheimer's disease (AD).",Maternal overnutrition impacts progeny's cognitive functions related to AD.
39799941,unbalanced maternal diet,Yes,['diet'],We first reviewed studies showing an association between unbalanced maternal diet and cognitive impairments in the progeny in humans and rodent models.,Describes a pattern of food consumption linked to cognitive impairments.
39799941,maternal unbalanced diet,Yes,['diet'],"Finally, we proposed an indirect mechanism linking maternal unbalanced diet and progeny's vulnerability to cognitive impairments and neurodegeneration through promoting metabolic diseases.",Describes a pattern of food consumption linked to cognitive impairments.
39799941,maternal diet,Yes,['diet'],We also discussed the involvement of progeny's gut microbiota in the maternal diet-induced vulnerability to metabolic and neurodegenerative diseases.,Maternal diet influences progeny's vulnerability to neurodegenerative diseases.
39387147,diet,Yes,['diet'],"A lifestyle index was created based on smoking status, alcohol consumption, physical activity, social connections, sleep duration, diet, and sedentary behavior.",Diet is a component of lifestyle linked to dementia risk.
39387147,Unhealthy lifestyle categories,Yes,['diet'],Unhealthy lifestyle categories were associated with a higher risk of dementia and its subtypes across all SES levels.,"Unhealthy lifestyle includes diet, linked to higher dementia risk."
39387147,healthy lifestyle,Yes,['diet'],"Adhering to a healthy lifestyle may prevent dementia across all socioeconomic groups, but socioeconomic inequalities in dementia cannot be fully addressed by promoting healthy lifestyles alone.","Healthy lifestyle includes diet, impacting dementia risk."
38404021,Eating problems,No,[],"Eating problems frequently occur in people with dementia with Lewy bodies (DLB), but few studies have investigated the clinical background of this phenomenon.","Entity is a symptom, not a behavioral/social factor."
38404021,eating problems,No,[],This study examined the relationship between eating problems and various symptoms of DLB and the relation between the treatment needs for DLB people with eating problems and the understanding of their eating problems by caregivers and physicians.,"Entity is a symptom, not a behavioral/social factor."
38404021,eating problems,No,['Undefined'],Two hundred sixty-one subjects with DLB were divided into subjects with or without eating problems.,"Entity is a symptom, not a behavioral/social factor."
38404021,eating problems,No,['Undefined'],"The presence of eating problems in participants with DLB was related to depression (<i>p</i> = 0.01, OR : 2.19, 95% CI: 1.23-3.91) and apathy (<i>p</i> = 0.01, OR 2.15, 95% CI: 1.20-3.87), while the worsening of eating problems was related to dysphagia (<i>β</i> = 0.24, <i>p</i> = 0.03), apathy (<i>β</i> = 0.23, <i>p</i> = 0.05), and nighttime behavior (<i>β</i> = 0.24, <i>p</i> = 0.04).","Eating problems are symptoms, not a BSSR food factor."
38404021,eating problems,No,[],Physicians need to pay more attention to eating problems and their neuropsychiatric background in the long-term support and management of DLB subjects.,"Entity is a symptom, not a behavioral/social factor."
39571150,nutrition,Yes,['diet'],"The secondary outcomes are cognitive function and lifestyle (physical activity, sleep, nutrition, alcohol and tobacco use, and mental and social activity) behaviors.",Nutrition is a key component of dietary patterns impacting ADRD.
39571150,lifestyle,Yes,['diet'],"The secondary outcomes are cognitive function and lifestyle (physical activity, sleep, nutrition, alcohol and tobacco use, and mental and social activity) behaviors.","Lifestyle includes nutrition, which is a diet factor."
39497305,nutritional status,Yes,['diet'],"Of the examined factors, we found that age, education attainment, and nutritional status were significantly associated with the outcome of MMSE scores, while monthly income and health condition (comorbidity, anxiety, and depression) were not significantly associated with MMSE score.",Nutritional status reflects dietary patterns impacting cognitive function.
39497305,nutritional status,Yes,['diet'],Higher education and better nutritional status are protective factors for the development of cognitive impairment in the hospitalized elderly Chinese population.,Nutritional status relates to the content of food consumed.
39392181,diet,Yes,['diet'],"Lifestyle factors included education, occupational attainment, physical activity, social engagement, diet, and mindfulness.",Sentence lists 'diet' as a lifestyle factor influencing cognitive reserve.
39140368,obesity,No,[],The incidence of Alzheimer's disease (AD) and obesity rise concomitantly.,"Obesity is a metabolic condition, not a food factor."
39140368,underweight,Yes,['diet'],"While underweight increased AD risk, overweight or obesity reduced risk.",Underweight relates to nutritional status impacting AD risk.
39140368,overweight,Yes,['diet'],"While underweight increased AD risk, overweight or obesity reduced risk.","Overweight relates to body mass, influenced by dietary patterns."
39140368,alcohol abuse,No,[],"Non-infectious hepatitis and alcohol abuse were significant hazards, and alcohol abuse had a greater impact on women than men.","Alcohol abuse is a risk factor, not a food factor."
39140368,Alcohol consumption,Yes,['diet'],Alcohol consumption and non-infectious hepatitis are significant hazards for AD.,Alcohol consumption is a dietary factor linked to AD risk.
39083787,diet,Yes,['diet'],"Eligible studies were randomized controlled trials of eHealth interventions targeting ≥2 of 6 behaviors of interest: alcohol use, smoking, diet, physical activity (PA), sedentary behavior, and sleep.",The sentence mentions 'diet' as a behavior targeted by interventions.
39083787,fruit intake,Yes,['diet'],"eHealth-based MHBC interventions significantly increased smoking cessation rates (odds ratio 2.09, 95% CI 1.62-2.70; P<.001), fruit intake (standardized mean difference [SMD] 0.18, 95% CI 0.04-0.32; P=.01), vegetable intake (SMD 0.17, 95% CI 0.05-0.28; P=.003), self-reported total PA (SMD 0.22, 95% CI 0.02-0.43; P=.03), and objectively measured moderate to vigorous PA (SMD 0.25, 95% CI 0.09-0.41; P=.002); in addition, the interventions decreased fat intake (SMD -0.23, 95% CI -0.33 to -0.13; P<.001).",Fruit intake is a component of dietary patterns linked to ADRD.
39083787,vegetable intake,Yes,['diet'],"eHealth-based MHBC interventions significantly increased smoking cessation rates (odds ratio 2.09, 95% CI 1.62-2.70; P<.001), fruit intake (standardized mean difference [SMD] 0.18, 95% CI 0.04-0.32; P=.01), vegetable intake (SMD 0.17, 95% CI 0.05-0.28; P=.003), self-reported total PA (SMD 0.22, 95% CI 0.02-0.43; P=.03), and objectively measured moderate to vigorous PA (SMD 0.25, 95% CI 0.09-0.41; P=.002); in addition, the interventions decreased fat intake (SMD -0.23, 95% CI -0.33 to -0.13; P<.001).",Vegetable intake is a component of dietary patterns linked to ADRD.
39083787,fat intake,Yes,['diet'],"eHealth-based MHBC interventions significantly increased smoking cessation rates (odds ratio 2.09, 95% CI 1.62-2.70; P<.001), fruit intake (standardized mean difference [SMD] 0.18, 95% CI 0.04-0.32; P=.01), vegetable intake (SMD 0.17, 95% CI 0.05-0.28; P=.003), self-reported total PA (SMD 0.22, 95% CI 0.02-0.43; P=.03), and objectively measured moderate to vigorous PA (SMD 0.25, 95% CI 0.09-0.41; P=.002); in addition, the interventions decreased fat intake (SMD -0.23, 95% CI -0.33 to -0.13; P<.001).",Sentence links dietary component (fat intake) to health behavior change intervention.
38797480,Eating frequency,Yes,['diet'],"Eating frequency, but not eating time window, was positively associated with global cognition, executive and language performance even after controlling for age, sex, education, BMI, and Mediterranean diet.",Eating frequency is a component of dietary patterns linked to cognition.
38797480,Mediterranean diet,Yes,['diet'],"Eating frequency, but not eating time window, was positively associated with global cognition, executive and language performance even after controlling for age, sex, education, BMI, and Mediterranean diet.",Mediterranean diet is a specific pattern of food consumption.
38797480,Eating frequency,Yes,['diet'],Increasing eating frequency by 1 eating episode per day was associated with 0.169 higher global z-score.,Eating frequency is a component of dietary patterns linked to cognition.
38797480,Eating episodes,Yes,['diet'],"Compared with ≤4, having 5-6 or >6 eating episodes per day was associated with better global and memory z-scores.",Eating episodes relate to the pattern of food consumption.
38797480,Eating pattern,Yes,['diet'],An eating pattern characterized by less frequent eating and/or by earlier times is present in individuals with worse cognitive performance.,Eating pattern relates to the content and timing of food consumption.
37876144,Mediterranean diet,Yes,['diet'],Evidence on the Mediterranean diet (MD) and age-related cognitive decline (CD) is still inconclusive partly due to self-reported dietary assessment.,Mediterranean diet is a pattern of food consumption.
37876144,Mediterranean diet,Yes,['diet'],An MDMS is designed based on serum biomarkers related to MD key food groups and using a targeted metabolomics platform.,Mediterranean diet is a specific pattern of food consumption.
37876144,Mediterranean diet,Yes,['diet'],"A greater adherence to the MD, here assessed by a serum MDMS, is associated with lower odds of CD in older adults.",Adherence to a specific dietary pattern linked to cognitive decline.
38872204,nutritional counseling,Yes,['diet'],"The multidomain intervention comprises a combination of 7 lifestyle components (physical activity, cognitive training, cardiovascular risk factor management, nutritional counseling, sleep counseling, stress management, and social activities) and 1 nutritional product (Souvenaid®) that could help maintain cognitive functioning.",Nutritional counseling directly relates to dietary patterns and food choices.
38872204,nutritional product (Souvenaid®),Yes,['diet'],"The multidomain intervention comprises a combination of 7 lifestyle components (physical activity, cognitive training, cardiovascular risk factor management, nutritional counseling, sleep counseling, stress management, and social activities) and 1 nutritional product (Souvenaid®) that could help maintain cognitive functioning.",Nutritional product is a specific food item impacting cognition.
38812709,alcohol consumption,No,[],"As current alcohol consumption among older adults is significantly higher compared to previous generations, a pressing question is whether drinking alcohol increases the risk for Alzheimer's disease or other forms of dementia.",Alcohol consumption is not a food factor.
38812709,alcoholism,No,[],"The two terms ""alcoholism"" and ""aging"" retrieved about 1,350 papers; adding phrases-for example, ""postmortem"" or ""magnetic resonance""-limited the number to fewer than 100 papers.","Entity is related to substance use, not a food factor."
38812709,alcohol use disorder (AUD),No,[],"Using the traditional term, ""alcoholism"" with ""dementia"" resulted in 876 citations, but using the currently accepted term ""alcohol use disorder (AUD)"" with ""dementia"" produced only 87 papers.","Entity is a substance use disorder, not a food factor."
38812709,alcoholism,No,[],"Similarly, whereas the terms ""Alzheimer's"" and ""alcoholism"" yielded 318 results, ""Alzheimer's"" and ""alcohol use disorder (AUD)"" returned only 40 citations.","Entity is a substance use disorder, not a food factor."
38812709,alcohol use disorder (AUD),No,[],"Similarly, whereas the terms ""Alzheimer's"" and ""alcoholism"" yielded 318 results, ""Alzheimer's"" and ""alcohol use disorder (AUD)"" returned only 40 citations.","Entity is a substance use disorder, not a food factor."
38812709,alcohol misuse,No,[],"Chronic alcohol misuse accelerates brain aging and contributes to cognitive impairments, including those in the mnemonic domain.",Alcohol misuse is not a food factor.
38812709,alcohol misuse,No,[],"The consensus among studies from multiple disciplines, however, is that alcohol misuse can increase the risk for dementia, but not necessarily Alzheimer's disease.",Alcohol misuse is not a food factor.
38812709,chronic alcohol misuse,No,[],"Key issues to consider include the reversibility of brain damage following abstinence from chronic alcohol misuse compared to the degenerative and progressive course of Alzheimer's disease, and the characteristic presence of protein inclusions in the brains of people with Alzheimer's disease, which are absent in the brains of those with AUD.","Entity is related to substance use, not a food factor."
38597160,healthy diet,Yes,['diet'],"We examined 555 decedents from the Rush Memory and Aging Project, free of dementia at their initial concurrent report of lifestyle health behaviors of interest (physical, social, and cognitive activities, and healthy diet), and who underwent a postmortem neuropathology evaluation.",Refers to the pattern of food consumed related to health.
37930366,diet,Yes,['diet'],"Compared to living with others, living alone was associated with worsened physical activity, diet, and subjective memory/thinking, adjusted for sex and age.","Sentence links living alone to worsened diet, a risk factor."
38515359,dietary habits,Yes,['diet'],This study investigated the association between dietary habits and dementia progression over 3 years in patients with Alzheimer's disease dementia (ADD).,Sentence links dietary habits to dementia progression.
38515359,eat all food evenly without being picky,Yes,['diet'],"In Q10 (eat all food evenly without being picky), the 3-year mean differences in CDR-SB (increases in scores represent worsening) compared to the ""rarely"" group were -1.86 [95% confidence interval (CI)=-3.64 - -0.09, <i>p</i>=0.039] for the ""usually"" group and -2.23 (95% CI=-4.40 - -0.06, <i>p</i>=0.044) for the ""always"" group.",Describes a dietary habit linked to dementia progression.
38515359,add salt or soy sauce to food when eating,Yes,['diet'],"In Q7 (add salt or soy sauce to food when eating), the 3-year mean differences in CDR-SB compared to the ""always"" group were -2.47 (95% CI=-4.70 - -0.24, <i>p</i>=0.030) for the ""usually"" group and -3.16 (95% CI=-5.36 - -0.96, <i>p</i>=0.005) for the ""rarely"" group.",Sentence links salt intake habit to dementia progression.
38515359,balanced diet,Yes,['diet'],"Eating a balanced diet and reducing salt intake were associated with a slower decline in dementia severity, cognition, and behavioral alterations in patients with ADD.",Describes a pattern of food consumption linked to ADRD progression.
38515359,salt intake,Yes,['diet'],"Eating a balanced diet and reducing salt intake were associated with a slower decline in dementia severity, cognition, and behavioral alterations in patients with ADD.",Reducing salt intake is part of dietary patterns affecting ADRD.
37995949,consuming less than one serving of fruits/vegetables per day,Yes,['diet'],"The top three ranked predictors at the county level were insufficient sleep, consuming less than one serving of fruits/vegetables per day among adults, and having less than a high school diploma.",Describes a specific dietary pattern linked to ADRD risk.
37995949,diet,Yes,['diet'],"This ranked list of factors can provide a guided approach to ADRD primary prevention strategies in the U.S., as the effects of sleep, diet, and education on ADRD can be further developed.",The sentence explicitly mentions the impact of diet on ADRD.
38315471,Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diet score,Yes,['diet'],"A healthy lifestyle score was developed based on self-reported factors, including noncurrent smoking, at least 150 minutes of physical activity per week, limiting alcohol consumption, a Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diet score higher than 7.5, and a late-life cognitive activity score higher than 3.2.",MIND diet score is a specific dietary pattern linked to cognition.
37656632,MIND dietary pattern,Yes,['diet'],"Positive associations between continuous MIND scores and education-dependent standardised cognitive scores for each test and global cognition were observed, unadjusted or adjusted for covariates; no such associations were observed for MEPA III.",Describes a specific dietary pattern linked to cognitive performance.
37656632,MEPA III,Yes,['diet'],"Positive associations between continuous MIND scores and education-dependent standardised cognitive scores for each test and global cognition were observed, unadjusted or adjusted for covariates; no such associations were observed for MEPA III.",MEPA III is a dietary pattern linked to cognitive performance.
37656632,MIND score,Yes,['diet'],"Compared to adults in the lowest MIND tertile, those in the highest were less likely to exhibit low cognitive performance on the AFT [0.45 (0.29-0.69)], CERAD Delayed Recall [0.52 (0.32-0.83)] and global cognition [0.50 (0.27-0.94)].",MIND score represents a dietary pattern linked to cognitive performance.
37656632,MEPA III diet accordance,Yes,['diet'],"However, those who reported greater MIND or MEPA III diet accordance exhibited better cognitive performance.",Describes a dietary pattern linked to cognitive performance.
38995792,alcohol consumption,No,[],"Increased lifetime alcohol consumption, low income, rural residence, and low family support were associated with increased odds of cognitive impairment.",Alcohol consumption is not a food factor.
38759017,Mediterranean diet adherence,Yes,['diet'],"LIBRA improved similarly in both groups, as did Mediterranean diet adherence and body mass index.",Adherence to a specific dietary pattern impacts ADRD risk.
38759007,unhealthy behavior,Yes,['diet'],Unhealthy behavior increases the risk of dementia.,Unhealthy behavior includes diet patterns linked to dementia risk.
38759007,lifestyle behaviors,Yes,['diet'],"4,104 Dutch individuals (40-79 years) completed a screening questionnaire exploring lifestyle behaviors associated with dementia risk.",Lifestyle behaviors include diet patterns linked to dementia risk.
38759007,unhealthy behaviors,Yes,['diet'],"Subsequently, 3,065 respondents who engaged in one or more unhealthy behaviors completed a follow-up questionnaire investigating socio-cognitive determinants of these behaviors.",Unhealthy behaviors include diet patterns linked to dementia risk.
38759007,unhealthy lifestyle behaviors,Yes,['diet'],"Among the respondents, 91.3% reported at least one, while 65% reported two or more unhealthy lifestyle behaviors associated to dementia risk.",Behaviors include altering diet patterns linked to dementia risk.
38759007,healthy diet intake,Yes,['diet'],"misperceptions on social comparisons (i.e., overestimating healthy diet intake and underestimating alcohol intake)",Overestimating healthy diet intake relates to dietary patterns and ADRD risk.
38759007,altering diet patterns,Yes,['diet'],"low perceived behavioral control (i.e., regarding changing physical inactivity, altering diet patterns, and smoking cessation).",Refers to changes in the regular pattern of food consumption.
