PMID,factor_relevance,entity,category,source_sentence,explanation
40684246,Yes,dementia risk,ADRD,"Workshop groups from areas with higher neighborhood deprivation (as measured by the Area Deprivation Index [ADI]) were more likely to emphasize stress, poor diet, and limited healthcare access-underscoring the critical influence of socioeconomic disadvantage on both lived experiences and views of dementia risk.",Dementia risk is the outcome variable related to ADRD.
40660738,No,,,,
40627435,Yes,healthy diet,Food,A few suggested that a healthy diet and exercise could help slow the progression of AD.,Diet is a BSSR factor influencing ADRD progression.
40627435,Yes,Alzheimer's Disease,ADRD,A few suggested that a healthy diet and exercise could help slow the progression of AD.,ADRD is the disease being studied.
40621962,No,,,,
40597399,No,,,,
40518812,No,,,,
40451134,No,,,,
40443135,No,,,,
40403677,No,,,,
40397128,No,,,,
40325979,No,,,,
40294330,No,,,,
40288270,No,,,,
39968751,No,,,,
39550616,No,,,,
37647340,No,,,,
40587504,No,,,,
40515617,No,,,,
40332047,No,,,,
39969227,No,,,,
40466093,No,,,,
40457220,No,,,,
40456118,No,,,,
40545557,No,,,,
40524437,No,,,,
40432270,No,,,,
40340427,No,,,,
40320775,No,,,,
40298273,No,,,,
40267299,No,,,,
40261356,No,,,,
40261292,No,,,,
40249666,No,Alzheimer disease (AD),ADRD,Here we present the cases of two individuals with language and behavioral symptoms indicative of the early clinical manifestations of both Alzheimer disease (AD) and frontotemporal lobar degeneration (FTLD).,Identifies Alzheimer disease as a condition studied in the abstract.
40249666,No,frontotemporal lobar degeneration (FTLD),ADRD,Here we present the cases of two individuals with language and behavioral symptoms indicative of the early clinical manifestations of both Alzheimer disease (AD) and frontotemporal lobar degeneration (FTLD).,Identifies frontotemporal lobar degeneration as a condition studied.
40249666,No,abnormal eating behavior,Food,"Phonological language symptoms similar to those evident in logopenic variant primary progressive aphasia suggested AD pathology, while semantic impairment and behavioral changes (ie, abnormal eating behavior and disinhibition) suggested a diagnosis of FTLD.",Describes a specific eating behavior associated with FTLD.
40107929,No,,,,
40082178,Yes,nutrition,Food,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ42, Aβ40, Aβ42/40, phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",Nutrition is a BSSR factor related to food intake.
40082178,Yes,nutrition,Food,"Limited evidence suggests that better nutrition is associated with favourable AD plasma biomarker profiles and that PA is associated with less plasma NfL and Aβ, whilst poor sleep is associated with elevated plasma Aβ.",Better nutrition is associated with favorable AD biomarker profiles.
40082178,Yes,Alzheimer's disease,AD/ADRD,"Alzheimer's disease (AD) is a neurodegenerative disorder characterised by amyloid-β (Aβ), tau hyperphosphorylation and neurodegeneration.",Alzheimer's disease is a type of ADRD.
40082178,Yes,AD plasma biomarker profiles,AD/ADRD,"Limited evidence suggests that better nutrition is associated with favourable AD plasma biomarker profiles and that PA is associated with less plasma NfL and Aβ, whilst poor sleep is associated with elevated plasma Aβ.",AD plasma biomarkers are indicators of Alzheimer's disease.
40072737,No,,,,
39949308,No,,,,
39922446,No,,,,
39720972,No,,,,
39589019,No,,,,
39562850,No,,,,
38668780,No,,,,
40262071,No,,,,
40705698,No,,,,
40415129,No,,,,
40413042,No,,,,
40469616,No,,,,
40203665,No,,,,
40209131,No,,,,
40203226,Yes,Alcohol consumption,Food,Heavy alcohol consumption is a major global health concern linked to increased morbidity and mortality.,"Alcohol is a substance consumed, fitting the Food category."
40203226,Yes,dementia-related neuropathology,ADRD,"However, the long-term impact of excessive alcohol consumption on cognitive abilities and dementia-related neuropathology is unclear.",Refers to pathology associated with dementia.
40203226,Yes,alcohol consumption,Food,The aim of this study was to analyze the association between alcohol consumption and age-related neuropathologic outcomes in a population-based autopsy study.,"Alcohol is a substance consumed, fitting the Food category."
40203226,Yes,Alzheimer disease pathology,ADRD,"Alzheimer disease pathology (neuritic plaques, amyloid deposition, and neurofibrillary tangles), Lewy body pathology, transactive DNA-binding protein 43, lacunar infarcts, hyaline arteriolosclerosis, and cerebral amyloid angiopathy were evaluated following international criteria using immunohistochemistry and hematoxylin and eosin staining.",Specific pathology associated with Alzheimer's disease.
40203226,Yes,neurofibrillary tangles,ADRD,"Compared with participants who never consumed alcohol, moderate (odds ratio [OR] 1.60, 95% CI 1.19-2.15, <i>p</i> = 0.001), heavy (OR 2.33, 95% CI 1.50-3.63, <i>p</i> < 0.001), and former heavy (OR 1.89, 95% CI 1.41-2.54, <i>p</i> < 0.001) alcohol consumptions were associated with hyaline arteriolosclerosis while only heavy (OR 1.41, 95% CI 1.10-2.30, <i>p</i> = 0.012) and former heavy (OR 1.31, 95% CI 1.02-1.68, <i>p</i> = 0.029) alcohol consumptions were associated with neurofibrillary tangles.",A key pathological hallmark of ADRD.
40203226,Yes,hyaline arteriolosclerosis,ADRD,"Compared with participants who never consumed alcohol, moderate (odds ratio [OR] 1.60, 95% CI 1.19-2.15, <i>p</i> = 0.001), heavy (OR 2.33, 95% CI 1.50-3.63, <i>p</i> < 0.001), and former heavy (OR 1.89, 95% CI 1.41-2.54, <i>p</i> < 0.001) alcohol consumptions were associated with hyaline arteriolosclerosis while only heavy (OR 1.41, 95% CI 1.10-2.30, <i>p</i> = 0.012) and former heavy (OR 1.31, 95% CI 1.02-1.68, <i>p</i> = 0.029) alcohol consumptions were associated with neurofibrillary tangles.",A neuropathological finding associated with cognitive decline.
40203226,Yes,cognitive abilities,ADRD,"Former heavy drinking was associated with a lower brain mass ratio (β -4.45, 95% CI -8.55 to -0.35, <i>p</i> = 0.033) and worse cognitive abilities (β 1.31, 95% CI 0.54-2.09, <i>p</i> < 0.001).",Cognitive decline is a core feature of ADRD.
40203226,Yes,hyaline arteriolosclerosis,ADRD,"The association between impaired cognitive abilities and alcohol consumption was fully mediated by hyaline arteriolosclerosis (β 0.13, 95% CI 0.02-0.22, <i>p</i> = 0.012).",A neuropathological finding associated with cognitive decline.
40431348,Yes,dietary habits,Food,"Chronic low-grade inflammation is emerging as a shared mechanism underlying both conditions, and this inflammatory state can be worsened by dietary habits.",Dietary habits influence inflammation linked to neurodegenerative diseases.
40431348,Yes,high-glycemic and comfort foods,Food,"During menopause, mood and sleep disturbances can influence dietary behavior, leading to enhanced snacking and consumption of high-glycemic and comfort foods.",Consumption of these foods promotes inflammation and weight gain.
40431348,Yes,Western diet pattern,Food,Their consumption combined (or not) with a preexisting Western diet pattern-already linked to inflammation-could reinforce systemic inflammation involving the gut-brain axis.,Western diet pattern is linked to inflammation and neurodegeneration.
40431348,Yes,Alzheimer's disease (AD),ADRD,"Diseases such as major depressive disorder (MDD) and Alzheimer's disease (AD) are more prevalent in women and may be influenced by hormonal transitions, particularly during menopause.",Alzheimer's disease is a neurodegenerative disease studied.
40431348,Yes,neurodegenerative changes,ADRD,"Peripheral inflammation may cross the blood-brain barrier, sustaining mood disorders and promoting neurodegenerative changes.",Neurodegenerative changes are linked to inflammation and diet.
40324770,No,,,,
40442881,Yes,high polyphenol snacks,Food,"We report the feasibility and cognitive outcomes of a stage 1b randomized trial testing 3 months of home-delivered high polyphenol snacks (e.g., nuts, berries) and online speed of processing training among older adults with 12 or fewer years of education.",Specific food intervention tested for cognitive outcomes.
40442881,Yes,nuts,Food,"We report the feasibility and cognitive outcomes of a stage 1b randomized trial testing 3 months of home-delivered high polyphenol snacks (e.g., nuts, berries) and online speed of processing training among older adults with 12 or fewer years of education.",Example of a high polyphenol snack tested.
40442881,Yes,berries,Food,"We report the feasibility and cognitive outcomes of a stage 1b randomized trial testing 3 months of home-delivered high polyphenol snacks (e.g., nuts, berries) and online speed of processing training among older adults with 12 or fewer years of education.",Example of a high polyphenol snack tested.
40442881,Yes,cognitive decline,ADRD,The study focused on adults with low education; a group with a high risk for cognitive decline.,Related outcome of interest in the study.
40442881,Yes,dementia prevention,ADRD,Dementia prevention trials with longer intervention and follow-up focused on adults with limited formal education should be considered given the observed cognitive gains in those with elevated risk.,Study aims to prevent dementia.
40442881,Yes,cognitive gains,ADRD,Dementia prevention trials with longer intervention and follow-up focused on adults with limited formal education should be considered given the observed cognitive gains in those with elevated risk.,Observed outcome related to cognitive function.
40407095,No,,,,
40404275,No,,,,
40371732,No,,,,
40357887,No,,,,
40331508,No,,,,
40304268,No,,,,
40245823,No,,,,
40232259,Yes,Healthy dietary patterns,Food,"Healthy dietary patterns have been linked to reduced risks for cardiovascular diseases and dementia, making nutrition an essential part of a comprehensive approach for dementia prevention.",Dietary patterns linked to reduced dementia risk.
40232259,Yes,nutrition,Food,"Healthy dietary patterns have been linked to reduced risks for cardiovascular diseases and dementia, making nutrition an essential part of a comprehensive approach for dementia prevention.",Nutrition is essential for dementia prevention.
40232259,Yes,healthy diet,Food,Knowledge about factors associated with a healthy diet in people with increased dementia risk is scarce.,Focuses on healthy diet in dementia risk.
40232259,Yes,healthy diet,Food,"Nutrition was assessed using a composite score, comprising 11 components covered by national recommendations for a healthy diet (range = 0-11 points).",Assessed healthy diet using a composite score.
40232259,Yes,healthy diet,Food,"Linear regressions assessed associations of sociodemographic, social, health-related and psychological factors with consumption of a healthy diet.",Assessed factors associated with healthy diet.
40232259,Yes,healthy diet,Food,"Female sex (b = 0.64, 95% CI: 0.41, 0.88), higher levels of motivation for healthy eating (b = 0.22, 95% CI: 0.10, 0.34) and higher self-efficacy (b = 0.33, 95% CI: 0.20, 0.46) were linked to a healthy diet.",Factors linked to consumption of healthy diet.
40232259,Yes,dementia,ADRD,"Healthy dietary patterns have been linked to reduced risks for cardiovascular diseases and dementia, making nutrition an essential part of a comprehensive approach for dementia prevention.",Dietary patterns linked to reduced dementia risk.
40232259,Yes,dementia risk,ADRD,Knowledge about factors associated with a healthy diet in people with increased dementia risk is scarce.,Study population has increased dementia risk.
40232259,Yes,dementia prevention,ADRD,"Healthy dietary patterns have been linked to reduced risks for cardiovascular diseases and dementia, making nutrition an essential part of a comprehensive approach for dementia prevention.",Nutrition is essential for dementia prevention.
40116688,No,,,,
40084665,No,,,,
40055039,Yes,Dietary factors,Food,"Dietary factors play a major role in cognitive aging, but few studies have assessed and compared the associations between specific dietary patterns and Alzheimer's disease (AD) mortality.",General term encompassing food-related influences on cognitive health.
40055039,Yes,dietary patterns,Food,"Dietary factors play a major role in cognitive aging, but few studies have assessed and compared the associations between specific dietary patterns and Alzheimer's disease (AD) mortality.",Specific combinations of foods linked to AD mortality.
40055039,Yes,Alzheimer's disease (AD) mortality,AD/ADRD,"Dietary factors play a major role in cognitive aging, but few studies have assessed and compared the associations between specific dietary patterns and Alzheimer's disease (AD) mortality.",Outcome variable related to Alzheimer's disease.
40055039,Yes,Healthy Eating Index (HEI-2015),Food,"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",Specific dietary pattern score assessed for AD mortality.
40055039,Yes,healthful plant-based diet index (hPDI),Food,"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",Specific dietary pattern score assessed for AD mortality.
40055039,Yes,alternate Mediterranean diet (aMED),Food,"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",Specific dietary pattern score assessed for AD mortality.
40055039,Yes,Dietary Approach to Stop Hypertension diet (DASH),Food,"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",Specific dietary pattern score assessed for AD mortality.
40055039,Yes,Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores,Food,"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",Specific dietary pattern score assessed for AD mortality.
40055039,Yes,dietary pattern scores,Food,We utilized Cox proportional hazard models to evaluate the associations of these dietary pattern scores with AD mortality.,Quantitative measures of dietary patterns linked to AD mortality.
40055039,Yes,AD mortality,AD/ADRD,We utilized Cox proportional hazard models to evaluate the associations of these dietary pattern scores with AD mortality.,Outcome variable related to Alzheimer's disease.
40055039,Yes,aMED score,Food,"Higher aMED score was associated with a lower risk of AD mortality (HR<sub>T3</sub><sub>vs T1</sub>: 0.72, 95 % CI, 0.52-1.00, p-trend = 0.041).",Specific dietary pattern score associated with AD mortality risk.
40055039,Yes,AD mortality,AD/ADRD,"Higher aMED score was associated with a lower risk of AD mortality (HR<sub>T3</sub><sub>vs T1</sub>: 0.72, 95 % CI, 0.52-1.00, p-trend = 0.041).",Outcome variable related to Alzheimer's disease.
40055039,Yes,aMED,Food,"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",Specific dietary pattern associated with lower odds of p-MCI.
40055039,Yes,MIND,Food,"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",Specific dietary pattern associated with lower odds of p-MCI.
40055039,Yes,HEI-2015,Food,"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",Specific dietary pattern associated with lower odds of p-MCI.
40055039,Yes,hPDI,Food,"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",Specific dietary pattern associated with lower odds of p-MCI.
40055039,Yes,p-MCI,AD/ADRD,"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",Outcome variable related to mild cognitive impairment.
40055039,Yes,intake levels of vegetables,Food,"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Specific food component potentially contributing to observed associations.
40055039,Yes,intake level of nuts,Food,"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Specific food component potentially contributing to observed associations.
40055039,Yes,intake level of sweets,Food,"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Specific food component potentially contributing to observed associations.
40055039,Yes,Mediterranean dietary pattern,Food,"The Mediterranean dietary pattern was associated with more favorable cognitive outcomes among middle-aged and older adults, underscoring the importance of a healthy diet for long-term benefits in cognitive and brain health.",Dietary pattern associated with favorable cognitive outcomes.
39878054,No,,,,
39786627,No,,,,
39630270,No,,,,
39547823,No,,,,
39477251,No,,,,
39349155,No,,,,
39180168,No,,,,
40305830,No,,,,
40294408,No,,,,
38916196,No,,,,
40264239,No,,,,
40163795,No,,,,
40138617,No,,,,
40313499,No,,,,
40250879,No,,,,
40217501,No,,,,
40200452,No,,,,
40244274,No,,,,
40346835,No,,,,
40277074,No,,,,
40249614,No,,,,
40207435,No,,,,
40189848,No,,,,
40189829,No,,,,
40148225,No,,,,
40072379,No,,,,
40025716,No,,,,
40019132,No,,,,
40007109,No,,,,
39916679,No,,,,
39889875,No,,,,
39824702,No,,,,
39709278,No,,,,
39571734,No,,,,
39558706,No,,,,
39494682,No,,,,
39390793,No,,,,
39367595,No,,,,
39244503,No,,,,
38273182,No,,,,
40283750,No,,,,
39878947,No,,,,
40108701,No,,,,
40074931,No,,,,
40065204,No,,,,
40045223,No,,,,
40042844,No,,,,
40156267,No,,,,
40123183,No,,,,
40110699,No,,,,
40110684,No,,,,
40096973,No,,,,
40086910,No,,,,
40044393,Yes,healthy diet,Food,"We constructed the lifestyle score based on no current smoking, moderate alcohol consumption, regular physical activity, healthy diet, adequate sleep duration, less sedentary behavior, and frequent social contact.",Healthy diet is a food factor associated with dementia risk.
40044393,Yes,dementia,ADRD,"Cardiovascular disease (CVD) is associated with an increased risk of dementia, but the impact of healthy lifestyle on post-CVD dementia remains unclear.",Dementia is the outcome variable being studied.
40044393,Yes,healthy lifestyle,Food,Healthy lifestyle scores were significantly associated with lower risk of dementia.,"Healthy lifestyle includes diet, impacting dementia risk."
40044393,Yes,dementia,ADRD,"Over a median follow-up of 12.43 y, 1605 all-cause dementia (ACD) cases were documented, including 646 Alzheimer's dementia (AD) cases and 427 vascular dementia (VaD) cases.",Dementia cases were documented in the study population.
40044393,Yes,Alzheimer's dementia,ADRD,"Over a median follow-up of 12.43 y, 1605 all-cause dementia (ACD) cases were documented, including 646 Alzheimer's dementia (AD) cases and 427 vascular dementia (VaD) cases.",Alzheimer's dementia is a specific type of ADRD.
40044393,Yes,vascular dementia,ADRD,"Over a median follow-up of 12.43 y, 1605 all-cause dementia (ACD) cases were documented, including 646 Alzheimer's dementia (AD) cases and 427 vascular dementia (VaD) cases.",Vascular dementia is a specific type of ADRD.
40044393,Yes,healthy lifestyle,Food,Healthy lifestyle scores were significantly associated with lower risk of dementia.,"Healthy lifestyle includes diet, impacting dementia risk."
40044393,Yes,dementia,ADRD,Adherence to healthy lifestyle behaviors is significantly associated with a lower risk of dementia in individuals with CVD.,Dementia is the outcome variable being studied.
40042433,No,,,,
40026013,No,,,,
40015756,No,,,,
40015754,No,,,,
39961183,No,,,,
39893793,No,,,,
39888173,No,,,,
39746450,No,,,,
39679452,No,,,,
39667551,No,,,,
38839099,No,,,,
40053723,No,,,,
39965199,No,,,,
39910599,No,,,,
39904782,No,,,,
39863327,Yes,Ultra-processed food consumption,Food,"Ultra-processed food consumption is emerging as a risk factor for various cardiometabolic diseases, however its association with dementia and Alzheimer's disease has rarely been explored.",Identifies a specific food consumption pattern linked to ADRD.
39863327,Yes,dementia,ADRD,We sought to examine whether ultra-processed food consumption is associated with risk of all-cause dementia and Alzheimer's disease among middle-age and older adults.,Refers to a type of cognitive decline studied in relation to food.
39863327,Yes,Alzheimer's disease,ADRD,We sought to examine whether ultra-processed food consumption is associated with risk of all-cause dementia and Alzheimer's disease among middle-age and older adults.,Refers to a specific type of dementia studied in relation to food.
39863327,Yes,ultra-processed food,Food,"Nutritional information was retrieved from food frequency questionnaires, and ultra-processed food was categorized based on the NOVA system.",Specifies the type of food being investigated in the study.
39863327,Yes,all-cause dementia,ADRD,Participants were followed-up for all-cause dementia and Alzheimer's disease.,Refers to the outcome variable studied in relation to food.
39863327,Yes,Alzheimer's disease,ADRD,Participants were followed-up for all-cause dementia and Alzheimer's disease.,Refers to the outcome variable studied in relation to food.
39863327,Yes,ultra-processed food consumption,Food,"An interaction of ultra-processed food consumption with age was observed with regard to dementia and Alzheimer's disease (p for interaction = 0.02 and 0.007, respectively).",Links food consumption to the risk of dementia and Alzheimer's disease.
39863327,Yes,dementia,ADRD,"An interaction of ultra-processed food consumption with age was observed with regard to dementia and Alzheimer's disease (p for interaction = 0.02 and 0.007, respectively).",Refers to the outcome variable studied in relation to food.
39863327,Yes,Alzheimer's disease,ADRD,"An interaction of ultra-processed food consumption with age was observed with regard to dementia and Alzheimer's disease (p for interaction = 0.02 and 0.007, respectively).",Refers to the outcome variable studied in relation to food.
39863327,Yes,ultra-processed food,Food,"Among participants who were <68 years of age at baseline, each serving per day of ultra-processed food was associated with 13 % increased risk for Alzheimer's disease (HR = 1.13, 95 % CI:1.03-1.25), and consumption of ≥10 servings/day vs. <10 servings/day of ultra-processed food was associated with a 2.7-fold increase in Alzheimer's disease risk (HR = 2.71, 95 % CI:1.18-6.24), after adjustment for age, sex, education, total energy, metabolic factors and diet quality.",Links specific food consumption levels to Alzheimer's disease risk.
39863327,Yes,Alzheimer's disease,ADRD,"Among participants who were <68 years of age at baseline, each serving per day of ultra-processed food was associated with 13 % increased risk for Alzheimer's disease (HR = 1.13, 95 % CI:1.03-1.25), and consumption of ≥10 servings/day vs. <10 servings/day of ultra-processed food was associated with a 2.7-fold increase in Alzheimer's disease risk (HR = 2.71, 95 % CI:1.18-6.24), after adjustment for age, sex, education, total energy, metabolic factors and diet quality.",Refers to the outcome variable studied in relation to food.
39863327,Yes,ultra-processed food consumption,Food,Our findings suggest that consumption of ultra-processed food in middle-age may be linked with an increased risk for Alzheimer's disease.,Links food consumption to the risk of Alzheimer's disease.
39863327,Yes,Alzheimer's disease,ADRD,Our findings suggest that consumption of ultra-processed food in middle-age may be linked with an increased risk for Alzheimer's disease.,Refers to the outcome variable studied in relation to food.
39821948,No,,,,
39817562,No,,,,
39814524,No,,,,
39809343,No,,,,
39801125,No,,,,
39801084,No,,,,
39791378,No,,,,
39791248,Yes,diet,Food,"The e-learning covers seven themes delivered week-by-week covering cognitive and physical activity, diet, and cardiovascular health, amongst others.",Diet is a modifiable risk factor for dementia.
39791248,Yes,Mediterranean diet adherence,Food,"Improvements over time were seen in knowledge of dementia risk reduction, Mediterranean diet adherence, social contact satisfaction, and motivation for physical activity.",Mediterranean diet adherence improved after e-learning.
39791248,Yes,Mediterranean diet adherence,Food,"Moreover, improvements in knowledge and Mediterranean diet adherence remained present three months after course completion.",Mediterranean diet adherence improvement persisted after course completion.
39791248,Yes,dementia risk reduction,ADRD,To investigate whether online education about dementia risk reduction may be a low-level means to increase knowledge and support self-management of modifiable dementia risk factors.,Study focuses on reducing dementia risk.
39791248,Yes,dementia risk reduction,ADRD,"Improvements over time were seen in knowledge of dementia risk reduction, Mediterranean diet adherence, social contact satisfaction, and motivation for physical activity.",Knowledge of dementia risk reduction improved.
39791248,Yes,dementia risk reduction,ADRD,"This e-learning program was positively perceived, increased knowledge of dementia risk reduction, and promoted engagement in brain-healthy lifestyles.",E-learning increased knowledge of dementia risk reduction.
39791216,No,,,,
39713874,No,,,,
39711331,No,,,,
39641412,No,,,,
39612942,No,,,,
39608496,No,,,,
39607591,No,,,,
39299872,No,,,,
39237792,No,,,,
39214523,No,,,,
39179761,No,,,,
39060956,No,,,,
39869903,No,,,,
39865315,No,,,,
39847109,No,,,,
39844123,No,,,,
39665593,No,,,,
39804889,No,,,,
39794733,Yes,food security,Food,"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Food security is a BSSR factor related to food access.
39794733,Yes,cognitive performance,ADRD,Multifactorial linear regression modeling was employed to explore the association between SDoH and cognitive performance.,Cognitive performance is related to Alzheimer's disease and related dementias.
39794733,Yes,dementia onset,ADRD,Actively investigating the relationship between these factors may be a crucial strategy for delaying dementia onset.,Dementia onset is a key aspect of Alzheimer's disease and related dementias.
39773296,No,,,,
39775724,No,,,,
39761547,No,,,,
39965544,No,,,,
39878295,No,,,,
39814528,No,,,,
39814522,No,,,,
39800468,No,,,,
39800460,No,,,,
39799941,Yes,Maternal Diet,Food,"An intricate relationship exists between maternal nutrition and adult eating behavior, metabolic phenotype, and cognitive abilities.",Maternal nutrition impacts cognitive abilities and potential AD risk.
39799941,Yes,maternal overnutrition,Food,"The objective of the present review was to collect available data, suggesting a link between maternal overnutrition and the latter impairment of cognitive functions in the progeny, and to relate this relationship with Alzheimer's disease (AD).",Maternal overnutrition linked to cognitive impairment and AD.
39799941,Yes,unbalanced maternal diet,Food,We first reviewed studies showing an association between unbalanced maternal diet and cognitive impairments in the progeny in humans and rodent models.,Unbalanced maternal diet associated with cognitive impairments.
