PMID,factor_relevance,entity,category,source_sentence,explanation
40660738,No,Subjective memory complaints (SMC),AD/ADRD,We investigated whether older adults with subjective memory complaints (SMC) and amyloid-β accumulation may show clinical progression over 2 years...,"SMC is a symptom of ADRD, not a behavior/lifestyle factor."
40627435,Yes,mental stimulation activities,Behavior_and_Lifestyle,Many believed activities for mental stimulation could help enhance cognitive functioning.,Mental stimulation is a behavior linked to cognitive health.
40627435,Yes,healthy diet and exercise,Behavior_and_Lifestyle,A few suggested that a healthy diet and exercise could help slow the progression of AD.,Diet and exercise are lifestyle factors affecting AD progression.
40627435,Yes,emotional wellness and support,Behavior_and_Lifestyle,Some participants believed that emotional wellness and degree of support influenced AD progression.,Emotional wellness and social support are behavioral factors.
40627435,Yes,Alzheimer's disease,AD/ADRD,Latinos experience significant health disparities for Alzheimer's disease (AD) with an increased likelihood in developing the disease relative to non-Latino Whites.,Study focuses on AD management and perceptions.
40621962,No,,,,
40597399,No,cognitive performance,AD/ADRD,higher CSF Aβ42 levels were positively associated with better cognitive performance in the MCI and AD groups,Cognitive performance is a core outcome in ADRD studies.
40597399,No,neuropsychiatric symptoms,AD/ADRD,CSF Aβ42 levels were indirectly associated with reduced neuropsychiatric and depressive symptoms through enhanced cerebral glucose metabolism,Neuropsychiatric symptoms are hallmark features of ADRD.
40597399,No,cerebral glucose metabolism,AD/ADRD,"CSF Aβ42 levels positively influenced cerebral glucose metabolism, which was linked to reduced neuropsychiatric and depressive symptoms",Metabolic changes are central to ADRD pathophysiology.
40518812,No,,,,
40451134,No,Alzheimer's disease,AD/ADRD,"PheWAS identified 17 significant associations, including increased odds of hyperlipidaemia (OR 1.15 [1.14-1.16] per APOE genotype group; P = 1.8 × 10<sup>-129</sup>), dementia, and Alzheimer's disease (OR 1.55 [1.40-1.70]; P = 5 × 10<sup>-19</sup>), and reduced odds of fatty liver disease and chronic liver disease.",Directly named as an outcome in the PheWAS analysis.
40451134,No,dementia,AD/ADRD,"PheWAS identified 17 significant associations, including increased odds of hyperlipidaemia (OR 1.15 [1.14-1.16] per APOE genotype group; P = 1.8 × 10<sup>-129</sup>), dementia, and Alzheimer's disease (OR 1.55 [1.40-1.70]; P = 5 × 10<sup>-19</sup>), and reduced odds of fatty liver disease and chronic liver disease.",Categorized as an ADRD-related outcome in the PheWAS analysis.
40443135,No,Behavioral and psychological symptoms of dementia (BPSD),AD/ADRD,Behavioral and psychological symptoms of dementia (BPSD) have poorly understood pathological/morphological correlates.,BPSD is a recognized manifestation of ADRD.
40443135,No,neuropsychological testing,Behavior_and_Lifestyle,"94%, 68%, 68%, and 45% perceived neuropsychological testing, MRI, FDG-PET, and EEG, respectively, associated with the total amount of BPSD.",Neuropsychological testing assesses cognitive behaviors relevant to lifestyle factors.
40443135,No,MRI,AD/ADRD,"94%, 68%, 68%, and 45% perceived neuropsychological testing, MRI, FDG-PET, and EEG, respectively, associated with the total amount of BPSD.",MRI is a biomarker for ADRD pathology.
40443135,No,FDG-PET,AD/ADRD,"94%, 68%, 68%, and 45% perceived neuropsychological testing, MRI, FDG-PET, and EEG, respectively, associated with the total amount of BPSD.",FDG-PET is a biomarker for ADRD pathology.
40443135,No,EEG,AD/ADRD,EEG alterations were perceived selectively associated with nighttime behavior disturbances and psychosis cluster (p < 0.01).,EEG is a biomarker for ADRD-related neurological changes.
40403677,No,obesity,Behavior_and_Lifestyle,"Non-compliant patients were more like to be obese (p = 0.046), cigarette smokers (p = 0.019), nargileh-hookah users (p = 0.037), and perform less physical exercise (p = 0.044).",Obesity is a lifestyle factor linked to treatment compliance in psychiatric patients.
40403677,No,physical exercise,Behavior_and_Lifestyle,"Non-compliant patients were more like to be obese (p = 0.046), cigarette smokers (p = 0.019), nargileh-hookah users (p = 0.037), and perform less physical exercise (p = 0.044).",Physical exercise is a lifestyle factor associated with treatment compliance.
40403677,No,dementia/Alzheimer's disease,AD/ADRD,"Patients diagnosed with schizophrenia (p = 0.034), bipolar disorder (p = 0.016), depression (p = 0.008), obsessive-compulsive disorder (p = 0.015) and dementia/Alzheimer's disease (p = 0.003) were more likely to be compliant with treatments whereas patients affected by stress or post-traumatic stress disorder were significantly less complaint (p = 0.015 and p = 0.006, respectively).",Dementia/Alzheimer's disease is a diagnostic category in the study population.
40397128,No,,,,
40325979,Yes,Obstructive sleep apnea (OSA),Behavior_and_Lifestyle,OSA was linked to impaired global cognition and memory (p < 0.05).,"OSA is a sleep disorder affecting cognition, a key behavior-lifestyle factor."
40325979,Yes,Prolonged sleep duration,Behavior_and_Lifestyle,"Prolonged sleep predicted deficits in global cognition, processing speed, memory, and executive function and a higher risk of aMCI (all p < 0.05).",Prolonged sleep is a behavior linked to cognitive decline and ADRD.
40325979,Yes,Insomnia,Behavior_and_Lifestyle,"Insomnia affected 12.0%, 54.3% had poor sleep quality, and 14.2% endorsed RBD symptoms.",Insomnia is a sleep behavior associated with cognitive issues.
40325979,Yes,REM sleep behavior disorder (RBD),Behavior_and_Lifestyle,"Insomnia affected 12.0%, 54.3% had poor sleep quality, and 14.2% endorsed RBD symptoms.",RBD is a sleep disorder linked to cognitive decline.
40325979,Yes,amnestic mild cognitive impairment (aMCI),AD/ADRD,Prolonged sleep predicted [...] a higher risk of aMCI (all p < 0.05).,"aMCI is a precursor to Alzheimer’s disease, part of ADRD."
40294330,No,,,,
40288270,No,education,Education_and_Literacy,"This study explores education's role, as a proxy for cognitive reserve, in moderating the relationship between WML burden and the HC to MCI transition.","Education is a proxy for cognitive reserve, a non-Behavior and Lifestyle factor."
40288270,No,white matter lesions (WMLs),AD/ADRD,"White matter lesions (WMLs), common in aging, are associated with the progression from healthy cognitive status (HC) to mild cognitive impairment (MCI).",WMLs are linked to cognitive decline and MCI progression.
40288270,No,cognitive decline,AD/ADRD,"Cognitive reserve, often reflected by education, may protect against cognitive decline linked to brain pathology.",Cognitive decline is a key outcome in ADRD progression.
39968751,No,caregiving hours per week,Behavior_and_Lifestyle,"Predictive variables were age, sex, education, marital status, type of district of residence, caregiving hours per week, relationship to the person with dementia, care burden, and the Relative Stress Scale.","Caregiving hours relate to lifestyle but focus on caregivers, not ADRD patients."
39968751,No,Relative Stress Scale,Behavior_and_Lifestyle,"Predictive variables were age, sex, education, marital status, type of district of residence, caregiving hours per week, relationship to the person with dementia, care burden, and the Relative Stress Scale.","Stress is a lifestyle factor but measured in caregivers, not ADRD patients."
39968751,No,education,Behavior_and_Lifestyle,"Multivariable and multivariate linear regression models showed that those dementia caregivers who are older, have lower education, experience higher levels of caregiving-related burden and stress, and live in urban compared to rural districts, experience more negative SPAs compared to dementia caregivers without these characteristics.","Education is a lifestyle factor but refers to caregivers, not ADRD patients."
39550616,No,,,,
37647340,Yes,technology-based behavioral strategies,Behavior_and_Lifestyle,"Our findings suggest that technology-based behavioral strategies are associated with less SCD in individuals with a family history of AD, independent of another protective lifestyle factor.",Compensatory behavior linked to reduced cognitive decline
37647340,Yes,physical activity,Behavior_and_Lifestyle,"However, a family history of AD moderated the association between technology use and SCD even when controlling for another protective lifestyle factor, physical activity.",Protective lifestyle factor against cognitive decline
37647340,Yes,subjective cognitive decline (SCD),AD/ADRD,"The current study examined whether greater use of technology to help with daily tasks is associated with less subjective cognitive decline (SCD), especially in individuals with a family history of Alzheimer's disease (AD).",Early indicator of Alzheimer's disease risk
40587504,No,Alzheimer's Disease,AD/ADRD,"The prevalence of Alzheimer's disease (AD) continues to rise as the aging population increases, and the resulting cognitive decline severely affects patients' quality of life.",Directly refers to the disease under study.
40587504,No,Alzheimer's Disease and Related Dementias (ADRD),AD/ADRD,Residents ... having experience in Alzheimer's Disease and Related Dementias (ADRD) knowledge training have a higher level of knowledge about AD and a more positive attitude towards it.,Expands the scope to related dementias explicitly.
40515617,No,,,,
40332047,No,,,,
39969227,Yes,frequency of trips,Behavior_and_Lifestyle,"Among 292 participants (n = 2,792 observations), including ADI of trip destinations, participants' home ADI, and frequency of trips to the same ADI led to a slight but notable improvement in predicting preclinical AD.",Frequency of trips reflects mobility behavior linked to ADRD risk.
39969227,Yes,preclinical Alzheimer's disease,AD/ADRD,"Among 292 participants (n = 2,792 observations), including ADI of trip destinations, participants' home ADI, and frequency of trips to the same ADI led to a slight but notable improvement in predicting preclinical AD.",Outcome variable indicating early-stage ADRD.
40466093,No,,,,
40457220,Yes,alcohol consumption,Behavior_and_Lifestyle,"The results indicated that residence location, alcohol consumption, life satisfaction, depressive symptoms, and education level are key factors influencing the risk of MCI among older adults with functional disability.",Lifestyle factor linked to ADRD risk
40457220,Yes,life satisfaction,Behavior_and_Lifestyle,"The results indicated that residence location, alcohol consumption, life satisfaction, depressive symptoms, and education level are key factors influencing the risk of MCI among older adults with functional disability.",Behavioral factor associated with ADRD risk
40456118,No,dementia-related stigma,AD/ADRD,Dementia-related stigma is a significant global health concern.,Stigma is a social context factor impacting dementia perception.
40456118,No,social media,Behavior_and_Lifestyle,Examining dementia-related stigma on social media is critical because it impacts how the public perceives people living with dementia.,Social media use influences public perception and stigma.
40456118,No,countering dementia-related stigma,Behavior_and_Lifestyle,A total of four main themes were identified including: (i) dementia stereotypes: 'a burden to society'; (ii) discrimination and denied dignity: 'discrimination exists in public spaces'; (iii) devaluing the lives of people with dementia: 'society should legalize euthanasia'; and (iv) countering dementia-related stigma: 'break down the stigma.',Public discourse on social media reflects behavioral and social norms.
40545557,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Elucidating barriers and facilitators to research participation is especially important in Asian American, Native Hawaiian, and Pacific Islander (AANHPI) populations, who are significantly underrepresented in Alzheimer's disease and related dementias (ADRD) research.",Mentions ADRD as the focus of underrepresentation in research.
40524437,No,Walkability,Neighborhood,"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Walkability is an environmental factor linked to cognitive outcomes.
40524437,No,Green space,Neighborhood,"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Green space is an environmental factor affecting cognition.
40524437,No,Tree canopy,Neighborhood,"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Tree canopy is an environmental factor influencing cognition.
40524437,No,Light pollution,Neighborhood,"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Light pollution is an environmental factor linked to cognitive decline.
40524437,No,Cognitive performance,AD/ADRD,"Walkability, green space, and tree canopy were significantly associated with better cognitive performance, while light pollution negatively impacted cognition.",Cognitive performance is a key outcome in Alzheimer's research.
40432270,No,Dementia education,AD/ADRD,"This project aims to improve dementia knowledge, attitudes and supportive practices in a multicultural context.",Focuses on improving dementia-related knowledge and practices.
40432270,No,Supportive practices,AD/ADRD,"Outcome measures include intervention reach and effectiveness in changing participants' knowledge, attitudes and supportive practices through questionnaires (pre-, post- and follow-up) and interviews;",Measures changes in supportive practices related to dementia care.
40340427,No,,,,
40320775,Yes,dancing,Behavior_and_Lifestyle,"Dancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia; however, additional methods are needed to characterize motor behavior quality in studies of dance.",Dancing is a behavior linked to cognitive health in ADRD.
40320775,Yes,Alzheimer's disease or dementia,AD/ADRD,"Dancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia; however, additional methods are needed to characterize motor behavior quality in studies of dance.",ADRD condition studied in relation to dance behavior.
40298273,No,,,,
40267299,Yes,group music therapy,Behavior_and_Lifestyle,"In this case series, we describe a 12-week group music therapy program for individuals with ADRD and their caregivers.",Non-pharmacological behavioral intervention for ADRD.
40267299,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,Alzheimer's disease and related dementias (ADRD) are neurodegenerative disorders that afflict 1 in 9 older adults.,Target condition for behavioral intervention study.
40267299,Yes,behavioral and neural outcomes,AD/ADRD,"Future studies should examine the effects of music therapy on behavioral and neural outcomes, especially as it relates to interpersonal behavioral and neural synchrony.",Outcomes linked to ADRD in behavioral intervention research.
40261356,No,dementia,AD/ADRD,There is a poor level of knowledge about dementia and dementia genetics among the elderly population in Nigeria.,Dementia is the primary health outcome studied.
40261356,No,dementia genetics,AD/ADRD,"Twenty-one participants were aware of the existence of genetic risk factors for dementia, but none could name a dementia risk gene.",Genetic risk factors for dementia are explicitly mentioned.
40261292,Yes,obesity,Behavior_and_Lifestyle,"Obesity is a major global health issue linked to increased risks of dementia, including Alzheimer's disease (AD).",Obesity is a lifestyle factor associated with increased dementia risk.
40261292,Yes,neuropsychiatric symptoms (NPS),AD/ADRD,"BMI significantly affects NPI-Q total scores and specific symptoms, including delusions, hallucinations, agitation/aggression, elation/euphoria, disinhibition, irritability/lability, aberrant motor behavior, nighttime disturbances, and appetite/eating disturbances.",NPS are clinical manifestations of Alzheimer's disease.
40261292,Yes,weight management,Behavior_and_Lifestyle,identifying these links could aid in weight management in AD patients.,Weight management is a lifestyle intervention for AD patients.
40249666,No,abnormal eating behavior,Behavior_and_Lifestyle,"semantic impairment and behavioral changes (ie, abnormal eating behavior and disinhibition) suggested a diagnosis of FTLD.","Describes a behavioral symptom, not a modifiable lifestyle factor impacting ADRD."
40249666,No,disinhibition,Behavior_and_Lifestyle,"semantic impairment and behavioral changes (ie, abnormal eating behavior and disinhibition) suggested a diagnosis of FTLD.","Refers to a behavioral symptom, not a lifestyle factor influencing ADRD."
40107929,No,psychosis,AD/ADRD,"Three factors (psychosis, agitation, and affective disturbance) were extracted for AD.",Describes a neuropsychiatric symptom associated with Alzheimer's disease.
40107929,No,agitation,AD/ADRD,A positive relationship between agitation and cerebral volume in the left middle frontal gyri and left caudate was observed in AD.,Neuropsychiatric symptom linked to brain imaging changes in Alzheimer's disease.
40107929,No,affective disturbance,AD/ADRD,"Three factors (psychosis, agitation, and affective disturbance) were extracted for AD.",Neuropsychiatric symptom identified in Alzheimer's disease patients.
40082178,Yes,nutrition,Behavior_and_Lifestyle,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ42, Aβ40, Aβ42/40, phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",nutrition is a modifiable lifestyle factor linked to AD biomarkers
40082178,Yes,physical activity (PA),Behavior_and_Lifestyle,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ42, Aβ40, Aβ42/40, phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",physical activity is a modifiable lifestyle factor associated with AD biomarkers
40082178,Yes,sleep,Behavior_and_Lifestyle,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ42, Aβ40, Aβ42/40, phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",sleep is a modifiable lifestyle factor linked to AD biomarkers
40082178,Yes,alcohol consumption,Behavior_and_Lifestyle,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ42, Aβ40, Aβ42/40, phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",alcohol consumption is a modifiable lifestyle factor associated with AD biomarkers
40082178,Yes,smoking,Behavior_and_Lifestyle,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ42, Aβ40, Aβ42/40, phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",smoking is a modifiable lifestyle factor linked to AD biomarkers
40082178,Yes,social isolation,Behavior_and_Lifestyle,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ42, Aβ40, Aβ42/40, phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",social isolation is a modifiable lifestyle factor associated with AD biomarkers
40082178,Yes,Alzheimer's disease,AD/ADRD,"Alzheimer's disease (AD) is a neurodegenerative disorder characterised by amyloid-β (Aβ), tau hyperphosphorylation and neurodegeneration.",Alzheimer's disease is the focus of the study on lifestyle impacts
40072737,Yes,protective behaviors,Behavior_and_Lifestyle,"Survey items assessed concern about ADRD, beliefs related to ways to support brain health, knowledge of protective behaviors, and actual engagement in protective behaviors.",Protective behaviors are lifestyle actions to reduce ADRD risk.
40072737,Yes,engagement in behaviors to support brain health,Behavior_and_Lifestyle,45.5% reported currently engaging in behaviors to support brain health.,Engagement in brain health behaviors is a lifestyle factor linked to ADRD risk.
40072737,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,Alzheimer's disease and related dementias (ADRD) disproportionately impact Latinos in the US.,ADRD is the health outcome studied in relation to lifestyle factors.
39949308,Yes,Brief Behavioral Activation Therapy (BBAT),Behavior_and_Lifestyle,This study aimed to investigate the effectiveness of Brief Behavioral Activation Therapy (BBAT) on apathy symptoms in older adults with Alzheimer's disease (AD) in a medical center facility.,BBAT is a behavioral intervention targeting apathy in AD.
39949308,Yes,Apathy symptoms,AD/ADRD,The findings suggested that BBAT is effective in reducing apathy symptoms in patients with mild AD.,Apathy is a core symptom of Alzheimer's disease.
39922446,Yes,apathy/affective NPS,Behavior_and_Lifestyle,"In longitudinal analyses, we observed interactions between class and time, indicating accelerated cognitive decline in memory and executive function in the apathy/affective class.",Behavioral symptom cluster linked to cognitive decline in ADRD.
39922446,Yes,complex NPS,Behavior_and_Lifestyle,"In MCI, hazard ratios for conversion to AD were 1.39 (95% CI, 1.10-1.76) for the apathy/affective class and 2.03 (95% CI, 1.33-3.10) for the complex class compared with the no NPS group after adjusting for age, sex, education, global cognition, and APOE ε4 positivity.",Behavioral symptom cluster associated with higher AD conversion risk.
39922446,Yes,cognitive decline,AD/ADRD,"We identified 3 latent classes of NPSs: no NPS (n = 799, 51.7%), apathy/affective NPS (n = 572, 39.8%), and complex NPS (n = 108, 8.5%).",Outcome measure for ADRD progression in the study.
39922446,Yes,conversion to AD,AD/ADRD,"In MCI, hazard ratios for conversion to AD were 1.39 (95% CI, 1.10-1.76) for the apathy/affective class and 2.03 (95% CI, 1.33-3.10) for the complex class compared with the no NPS group after adjusting for age, sex, education, global cognition, and APOE ε4 positivity.",Key ADRD-related clinical outcome in the study.
39720972,No,APOE genetic testing,AD/ADRD,"An underrepresented population in AD research, Latinos will be disproportionately affected by AD in the coming decades.","Mentions genetic susceptibility to AD, not a behavior/lifestyle factor."
39720972,No,Alzheimer's disease,AD/ADRD,Alzheimer's disease (AD) is a debilitating neurodegenerative illness that has become a growing concern for older adults.,"Directly references the disease, not a behavior/lifestyle factor."
39589019,Yes,religion/spirituality (R/S),Behavior_and_Lifestyle,more frequently attending religious services is significantly associated with reduced ADRD risk.,R/S participation is a behavior linked to ADRD risk.
39589019,Yes,quality of life (QoL),Behavior_and_Lifestyle,Higher levels of negative affect are significantly associated with increased ADRD risk while more frequently attending religious services is significantly associated with reduced ADRD risk.,QoL factors like negative affect influence ADRD risk.
39589019,Yes,AD/ADRD,AD/ADRD,Higher levels of negative affect are significantly associated with increased ADRD risk while more frequently attending religious services is significantly associated with reduced ADRD risk.,ADRD is the disease outcome studied.
39562850,No,,,,
38668780,No,,,,
40262071,No,,,,
40705698,No,,,,
40415129,No,Alzheimer's disease,AD/ADRD,Early detection of Alzheimer's disease (AD) is vital in effectively implementing and promoting healthcare planning.,Directly refers to the target condition in the study.
40415129,No,caregiving,Behavior_and_Lifestyle,"Caregivers had significantly lower mean scores in life impact and caregiving domains (P < 0.001, for each) than non-caregivers.",Relates to social roles impacting knowledge and experience of AD.
40413042,No,Alzheimer's Disease and Related Dementias (ADRD),AD/ADRD,Planning Ahead is a randomised controlled trial to test the effectiveness of facilitated ACP in community-dwelling older adults including those with normal cognition and those with Alzheimer's Disease and Related Dementias (ADRD) who are at high risk of death.,Study population includes individuals with ADRD.
40469616,No,Mild Cognitive Impairment (MCI),AD/ADRD,"This study aimed to determine the prevalence of Mild Cognitive Impairment (MCI) and dementia in middle-aged and older adults from northern Peru, as well as identify possible associated risk factors.",MCI is a precursor to dementia and a focus of the study.
40469616,No,dementia,AD/ADRD,"The prevalence of possible MCI and dementia in a city in north Peru is high, with a predominance of MCI and dementia in older adults.",Dementia is the primary outcome measured in the study.
40203665,No,nighttime behavior,Behavior_and_Lifestyle,nighttime behavior was the only variable found to favor DLB-nP diagnosis.,"Refers to behavioral patterns during nighttime, a lifestyle-related factor."
40209131,No,Frontotemporal Dementia (FTD),AD/ADRD,Frontotemporal dementia (FTD) includes behavioral-variant FTD (bvFTD) with predominant frontal atrophy and semantic behavioral-variant FTD (sbvFTD) with predominant right anterior temporal lobe (rATL) atrophy.,Describes a specific dementia subtype (FTD) linked to brain atrophy.
40209131,No,Automated speech analysis,AD/ADRD,"This study investigated whether automated speech analysis can distinguish between FTD-related rATL and frontal atrophy, potentially offering a noninvasive diagnostic tool.","Refers to a diagnostic method for FTD subtypes, not a behavior/lifestyle factor."
40203226,Yes,Alcohol Consumption,Behavior_and_Lifestyle,"Moderate, heavy, and former heavy alcohol consumptions were associated with hyaline arteriolosclerosis and neurofibrillary tangles.",Alcohol consumption is a lifestyle factor linked to ADRD neuropathology.
40203226,Yes,Hyaline Arteriolosclerosis,AD/ADRD,"Moderate, heavy, and former heavy alcohol consumptions were associated with hyaline arteriolosclerosis and neurofibrillary tangles.",Neuropathologic change associated with ADRD and alcohol consumption.
