PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40156267,income,Yes,['income'],"Inverse probability-weighted Cox proportional hazards models were used to evaluate effect modification by age, gender, race/ethnicity, education, marital status, income, and immigrant generation.",income is a socioeconomic factor linked to dementia risk
40123183,finances,Yes,['financial_stress'],"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.","Lacking finances indicates insufficient resources, aligning with financial stress."
40123183,low-income,Yes,['income'],"Engagement in learning new skills can potentially foster cognitive and functional growth among low-income Latinos, a population at high risk for developing Alzheimer's disease and related dementias.",low-income refers to income level affecting ADRD risk
40110699,Area Deprivation Index (ADI),Yes,['socioeconomic_status'],"Neighborhood disadvantage was associated with worse cognitive performance on memory, executive function, processing speed, and preclinical Alzheimer's tests on both datasets.",ADI reflects socioeconomic disadvantage through neighborhood-level deprivation metrics.
39961183,socioeconomic factors,Yes,['socioeconomic_status'],"Low education, depression, hypertension, and socioeconomic factors were commonly examined whereas hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.",Socioeconomic factors encompass economic and social position indicators like income and education.
39961183,socioeconomic disparities,Yes,['socioeconomic_status'],"Research on the modifiable risk factors of dementia in India remains limited with contextual variations, socioeconomic disparities, and environmental reasons playing a crucial role.",Refers to differences in economic and social position affecting dementia risk.
40053723,financial issues,Yes,['expense'],"Other topics covered various challenges in caregiving, such as duration of medical care (1954/3028, 64.53%), sleep and incontinence (1536/3028, 50.73%), financial issues (1348/3028, 44.52%), and nursing home (1221/3028, 40.32%).",Financial issues relate to costs affecting caregivers' financial status.
39801084,financial support,Yes,['Undefined'],Findings highlight a need for responsive genetic counseling focused on exploring options alongside providing information and signposting to practical legal and financial support.,"Entity refers to external assistance, not a direct economic stability factor like income or financial stress."
39060956,financial literacy,No,['Undefined'],"After covarying for demographics, current medical problems, financial literacy, and a global cognition screen, financial exploitation vulnerability was negatively associated with scores on the Multilingual Naming Test, Craft Story Recall and Delayed Recall, California Verbal Learning Test-II Delayed Recall and Recognition Discriminability, Phonemic Fluency, and Trails B.",Financial literacy is not explicitly defined in the provided economic stability factor classes.
39665593,economic stability (ES),Yes,['socioeconomic_status'],Higher ES levels were independently associated with slower age-related memory declines among Black/African American older adults.,"Economic stability is a component of socioeconomic status, which encompasses economic and social position."
39804889,low socioeconomic status (SES),Yes,['socioeconomic_status'],"Ambient air pollution, detrimental built and social environments, social isolation (SI), low socioeconomic status (SES), and rural (versus urban) residence have been associated with cognitive decline and risk of Alzheimer's disease and related dementias (ADRD).",Low socioeconomic status is a composite measure of economic and social position linked to ADRD risk.
39794733,family income-to-poverty ratio,Yes,['income'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.","Measures income relative to poverty, affecting cognitive outcomes."
39794733,employment,Yes,['employment'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",employment status affects cognitive outcomes
39794733,unfavorable SDoH factors,No,['Undefined'],"The findings suggest that unfavorable SDoH domains, particularly when unfavorable SDoH factors accumulate, are linked to decreased cognitive performance.","Entity is a general SDoH term, not a specific economic stability class."
39773296,socioeconomic status,Yes,['socioeconomic_status'],"Our multivariable analyses identified 41 variables that were significantly associated with at least one cognitive function, spanning categories such as education, socioeconomic status, lifestyle factors, body measurements, mental health, medical conditions, early life factors, and household characteristics.",Socioeconomic status is a socioeconomic position factor linked to cognitive outcomes.
39965544,income,Yes,['income'],"LBD group had lower years of education, income, subjective social status than controls, with larger differences for males than females (p < 0.05 for all).",Lower income linked to LBD group compared to controls.
39413721,finances,Yes,['financial_stress'],"Barriers and facilitators to behavior change (e.g., finances, prioritizing family).",Barrier to behavior change affecting brain health
39719081,financial strain,Yes,['financial_stress'],"These caregivers may experience high levels of financial, mental, and physical strain associated with providing care.","Financial strain represents psychological/material strain from insufficient resources, aligning with financial stress definition."
39656992,financial resources,Yes,['financial_stress'],"Ideally, one-on-one support will be provided during use, though this requires additional time and financial resources, which are often limited in caregiving settings.",Limited financial resources in caregiving settings indicate material strain affecting support availability.
39630495,financial burdens,Yes,['financial_stress'],"ADRD place significant physical, emotional, and financial burdens on informal caregivers and negatively affects their well-being.","Financial burdens indicate strain from insufficient resources, aligning with financial stress."
39687720,Medicaid services,Yes,['healthcare_payment_source'],"Being Hispanic, presence of cerebrovascular disorder (CVD), use of Medicaid services, and the COVID-19 pandemic were associated with lower probabilities of utilizing rehabilitation facilities.",Medicaid services represent a healthcare payment source influencing access to post-acute care facilities.
39387147,Townsend Deprivation Index,Yes,['socioeconomic_status'],SES was assessed using the Townsend Deprivation Index.,Townsend Deprivation Index measures socioeconomic status via deprivation factors.
39387147,Socioeconomic status (SES),Yes,['socioeconomic_status'],"The HRs (95% CIs) for all-cause dementia, AD, and VD comparing participants with low SES and the least healthy lifestyle versus those with high SES and the healthiest lifestyle were 1.82 (1.56-2.11), 1.51 (1.20-1.90), and 2.56 (1.81-3.61), respectively.","SES is a composite measure of economic and social position, directly aligning with the socioeconomic_status class."
39576984,income,Yes,['income'],"However, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.",Income affects cognitive outcomes through mobility patterns.
39576984,occupational status,Yes,['socioeconomic_status'],"However, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.",occupational status is a component of socioeconomic status as defined
39576972,socioeconomic aspects,Yes,['socioeconomic_status'],"This study used data from the KLoSA, a comprehensive biennial survey that tracks the demographic, health, and socioeconomic aspects of middle-aged and older Korean adults from 2018 to 2020.","Socioeconomic aspects encompass factors like income, education, and occupation, which are core components of socioeconomic status."
39576972,sociodemographic factors,No,['Undefined'],"Sociodemographic and health-related factors are crucial for initiating cognitive conditions, emphasizing the need for multifaceted predictive models for early identification and intervention.","Entity refers to broad sociodemographic factors, not a specific economic stability class."
39406152,long-term care insurance,Yes,['healthcare_payment_source'],"To understand the home care quality of life and its influencing factors of older people with dementia who receive long-term care insurance, care issues and intrinsic care needs.",Means by which individuals cover medical care costs.
39143006,substantial financial resources,Yes,['wealth'],Proactive decision-making was facilitated by (1) prior experience witnessing the challenges of caring for a person with advanced dementia in the home; and (2) having substantial financial resources such that participants could seek major home adaptations or avoid 'lower quality' institutions.,"Substantial financial resources refer to total assets, aligning with the definition of wealth."
38627924,Socioeconomic Status (SES),Yes,['socioeconomic_status'],The current study aims to determine the influence of sociocultural factors via a measure of Socioeconomic Status (SES) which provides a more holistic approach to these common confounders.,SES is a composite measure of economic and social position.
39407224,socioeconomic state,Yes,['socioeconomic_status'],"individuals with other unfavorable patterns, featured by varying degrees of poor psychological state ('fair state' and 'mildly, moderately, and extremely poor psychological state'), low social contact or socioeconomic state ('living alone' and 'short education years'), were all at an increased risk of dementia (hazard ratios [HR] between 1.29 and 2.63).","Entity aligns with socioeconomic status definition (education, social position)."
39463255,low education level,Yes,['socioeconomic_status'],"The population most vulnerable to heat included older adults (≥75 years), unmarried individuals, people with a low education level, older women with low neighbourhood socioeconomic position, and men under 75 years old with low socioeconomic position.",Education level is a core component of socioeconomic status.
39463255,low neighbourhood socioeconomic position,Yes,['socioeconomic_status'],"The population most vulnerable to heat included older adults (≥75 years), unmarried individuals, people with a low education level, older women with low neighbourhood socioeconomic position, and men under 75 years old with low socioeconomic position.",Socioeconomic status indicator related to neighborhood economic and social position.
39463255,low socioeconomic position,Yes,['socioeconomic_status'],"The population most vulnerable to heat included older adults (≥75 years), unmarried individuals, people with a low education level, older women with low neighbourhood socioeconomic position, and men under 75 years old with low socioeconomic position.","socioeconomic status as it reflects economic and social position based on income, education, and occupation."
39420515,education,Yes,['socioeconomic_status'],"partial support was demonstrated for CR in individuals with FTD when education, occupation, and leisure were utilized as CR proxies.","Education is a component of socioeconomic status as defined by income, education, and occupation."
39420515,occupation,Yes,['employment'],"partial support was demonstrated for CR in individuals with FTD when education, occupation, and leisure were utilized as CR proxies.",occupation is a proxy for cognitive reserve linked to employment status.
39208703,Child Support Grant (CSG),Yes,['income'],We exploited exogenous variation in eligibility for South Africa's Child Support Grant (CSG) to estimate the longitudinal association between potential CSG benefit and cognitive trajectories in rural mothers with <10 children (n = 1090).,CSG is a monthly cash payment program providing income support to caregivers.
39208703,potential CSG benefit per eligible child,Yes,['income'],"We fit linear mixed effects models and generalized linear models to estimate the association of potential CSG benefit per eligible child with memory decline and dementia probability, respectively.","CSG benefit represents monetary resources allocated to caregivers, directly tied to income."
39140428,"incomes below $12,000/year",Yes,['income'],"Diverse older adults (60+) living in the Richmond, VA, local area, with the following risk factors, incomes below $12,000/year and managing diabetes or cardiovascular disease, were offered weekly lifestyle telephone health coaching for 12 weeks in 2019-2020 (intervention group).","Entity represents income level, a key economic stability factor linked to health outcomes."
39038839,socioeconomic factors,Yes,['socioeconomic_status'],data from the Health and Retirement Study were used to investigate multiple topics related to both financial and non-financial costs of ADRD including: (1) life course socioeconomic factors,Entity refers to socioeconomic factors as part of economic and social position.
38595051,income,No,['Undefined'],"The objective of the study was to determine the convergent validity of excess spending to contextual aspects of financial decision-making, financial literacy, and early memory loss.",Entity not directly linked to ADRD outcomes in the sentence.
38595051,spending,Yes,['expense'],There was a significant difference in excess spending between those with early memory loss and those with no memory loss.,Spending represents financial outlays linked to cognitive health outcomes.
38595051,financial literacy,Yes,['Undefined'],"There was a significant difference in financial decision-making risk scores between the groups, as well as on a memory measure and a financial literacy measure.","Entity refers to knowledge/skills in managing money, not directly mapped to predefined classes."
38595051,financial decision-making,Yes,['financial_stress'],In a hierarchical regression analysis financial decision-making was the only measure significantly related to excess spending.,"Financial decision-making impacts spending, which reflects financial strain."
38590188,family income,Yes,['income'],"caregiver burden was positively associated with the perceived threat of ADRD, and this association was buffered by higher family income and longer caregiving time.","family income represents monetary resources available to a household, aligning with the income class."
38444178,poverty status,Yes,['income'],"These cases were compared to matched controls in terms of poverty status, labor force participation, and unsecured debts.","Poverty status reflects income level, a core economic stability factor."
38444178,labor force participation,Yes,['employment'],"These cases were compared to matched controls in terms of poverty status, labor force participation, and unsecured debts.","Labor force participation reflects engagement in paid work, aligning with employment classification."
38444178,unsecured debts,Yes,['expense'],"These cases were compared to matched controls in terms of poverty status, labor force participation, and unsecured debts.",Unsecured debts represent financial outlays affecting household financial status.
37707366,education level,Yes,['socioeconomic_status'],"Parental ADRD onset was not associated with changes in adult child employment overall, although associations differed substantially across subpopulations defined by education level.",Education level is a component of socioeconomic status.
39227308,financial exploitation vulnerability,Yes,['Undefined'],Research suggests that increased financial exploitation vulnerability due to declining decision making may be an early behavioral manifestation of brain changes occurring in preclinical Alzheimer's disease.,"Entity reflects risk of exploitation, not a direct economic stability factor."
37622436,Gini index for disposable income,Yes,['socioeconomic_status'],"The probability of ADw/oD with moderate AD brain pathology was inversely associated with the Gini index for disposable income, poverty rate, and certain public expenditures on healthcare.","Measures income inequality, a component of socioeconomic status."
37622436,Poverty rate,Yes,['income'],"The probability of ADw/oD with moderate AD brain pathology was inversely associated with the Gini index for disposable income, poverty rate, and certain public expenditures on healthcare.",Poverty rate is an income indicator linked to dementia risk.
37622436,Public expenditures on healthcare,Yes,['healthcare_payment_source'],"The probability of ADw/oD with moderate AD brain pathology was inversely associated with the Gini index for disposable income, poverty rate, and certain public expenditures on healthcare.","Public expenditures on healthcare represent a means of covering medical costs, aligning with healthcare payment source."
37622436,Public expenditures for long-term care,Yes,['healthcare_payment_source'],ADw/oD with advanced AD brain pathology was only associated with public expenditures for long-term care.,Public expenditures for long-term care represent a healthcare payment source.
36975023,cash transfers,Yes,['income'],"While cash transfers are a promising intervention to promote healthy cognitive aging, factors such as household wealth and level of education often confound the ability to make causal inferences on the impact of cash transfers and cognitive function.","Cash transfers represent monetary resources provided to individuals, aligning with income as a financial stability factor."
36975023,Old Age Pension,Yes,['income'],"This study uses a quasi-experimental design, leveraging an exogenous expansion to the Old Age Pension for men in South Africa, to approximate causal associations with cognitive function.","Old Age Pension is a monetary resource provided to individuals, aligning with the income category."
38859631,unpaid work,Yes,['employment'],The presence of one or two APOE-e4 allele(s) and unpaid work was associated with greater cognitive dysfunction.,Unpaid work relates to employment status and its impact on cognitive outcomes.
38859631,paid work,Yes,['employment'],"engagement in paid work, regardless of the presence of APOE-e4 allele(s), was associated with better cognitive functioning.",Engagement in paid work influences cognitive outcomes.
38642322,expenditure,Yes,['expense'],"13 factors (gender, education, marital status, residence, diabetes, hypertension, depression, hearing impairment, social isolation, physical activity, drinking status, body mass index and expenditure) were finally selected as predictors.","Expenditure refers to costs affecting financial status, linked to cognitive outcomes."
39107015,cost-effectiveness,Yes,['expense'],"Secondary outcomes include quality of life, physical fitness, sleep quality, intrinsic capacity, frailty, social support, adherence, cost-effectiveness and cost-benefit.","Cost-effectiveness relates to financial efficiency and resource allocation, impacting economic stability."
39107015,cost-benefit,No,['Undefined'],"Secondary outcomes include quality of life, physical fitness, sleep quality, intrinsic capacity, frailty, social support, adherence, cost-effectiveness and cost-benefit.","Entity refers to intervention economic evaluation, not participant economic stability factors."
38874309,median household income,Yes,['income'],"We retrieved median household income from census tract data based on the participants' addresses. As the number of biological children a woman has had increases, the number of generalization errors also increased, indicating poorer hippocampal-dependent cognitive performance when controlling for age, education, marital status, and median household income.","Median household income is a direct measure of monetary resources available to a household, aligning with the income class definition."
38860660,income,Yes,['income'],"More than half of the participants showed signs of cognitive impairment, which correlated with lower income and education levels.",Lower income associated with cognitive impairment.
38754136,Medicare payment,Yes,['healthcare_payment_source'],"The GLM regression results showed that hospital telehealth post-discharge infrastructure, patient ACO affiliation, SVI Q4, and ADRD were significantly associated with higher Medicare payments.","Medicare payment refers to the means by which medical costs are covered, directly linking to healthcare payment source."
38754136,Social Vulnerability Index (SVI Q4),Yes,['problem_related_to_housing_and_economic_circumstance'],"Medicare fee-for-service beneficiaries residing in SVI Q4 (i.e., the most vulnerable areas) reported significantly higher total Medicare costs and were least likely to be treated in hospitals that provided telehealth post-discharge services or have ACO affiliation.",SVI Q4 reflects community-level economic and housing instability linked to higher healthcare costs.
38311959,socioeconomic factors,Yes,['socioeconomic_status'],"This longitudinal study aims to analyze the effects of socioeconomic factors and physical health factors on the psychological wellbeing of older patients diagnosed with Alzheimer's disease (AD) receiving home care, as well as the moderating role of aging and care support in influencing their psychological wellbeing.","Socioeconomic factors encompass income, education, and occupation, aligning with socioeconomic status."
39013656,social determinants of health factors,Yes,['socioeconomic_status'],"Additionally, the proposed study aims to investigate the impact of social determinants of health on COVID-19 vaccination and vaccine hesitancy in individuals with ADRD/MCI.",Socioeconomic status is a key component of social determinants of health affecting ADRD outcomes.
38971870,HDI,Yes,['socioeconomic_status'],"Additional variables such as HDI, life expectancy, alcohol consumption, and tobacco use prevalence were sourced from the UNDP and WHO.","HDI is a composite measure of socioeconomic factors (income, education, life expectancy) aligning with socioeconomic status."
37941389,income,Yes,['income'],We observed significant differences in legal planning confidence between... lower- and higher-income care partners (p = .01);,Income levels affect legal planning confidence in dementia care partners.
38629297,education,Yes,['socioeconomic_status'],Education and insurance affected WTP decisions.,Education is a component of socioeconomic status.
38629297,insurance,Yes,['healthcare_payment_source'],Education and insurance affected WTP decisions.,Means by which individuals cover medical costs.
38719786,financial costs,Yes,['expense'],"Other barriers included workforce training and knowledge, financial costs, culture and language, lack of single-point-of-contact person, age, and living location/postcode lottery.",Financial costs represent expenses affecting access to dementia care.
38636196,employed to provide services to people with dementia,Yes,['employment'],Significant improvements in attitudes toward people with dementia were found in students with previous dementia care experience or those employed to provide services to people with dementia.,Refers to engagement in paid work related to dementia care.
38038280,SEP trajectory,Yes,['socioeconomic_status'],"We found 3 distinct SEP trajectories (stable middle class [68%], downward [23%], and upward [9%]).",SEP trajectory reflects lifelong socioeconomic position patterns.
38038280,current wealth,Yes,['wealth'],"We measured SEP in childhood (household SEP at age 15), young adulthood (education), mid-adulthood (the longest occupation), and late adulthood (current wealth),","Current wealth represents total financial assets, aligning with the wealth class definition."
38038280,upward SEP mobility,Yes,['socioeconomic_status'],"older adults who experienced the upward SEP mobility had significantly larger hippocampus (β: 213.2, 95% confidence interval: 14.7, 411.8)","Upward SEP mobility reflects changes in socioeconomic position over the life course, encompassing economic and social factors."
37991327,retirement timing,Yes,['employment'],Five studies found that later retirement age reduced the risk of dementia.,retirement timing affects employment duration and cognitive outcomes
38157526,socioeconomic status,Yes,['socioeconomic_status'],The purpose of this study was to analyze microstructural variables in spoken discourse in people with AD with low-to-middle SES and low level of education and to study their association with gray matter (GM) density.,"Entity represents socioeconomic status as defined by income, education, and occupation in the context of ADRD."
38487186,socioeconomic deprivation,Yes,['socioeconomic_status'],"The most deprived subjects had less use of physiotherapy (28.56% vs. 38.24%), ambulatory specialists (27.24% vs. 34.07%), ambulatory speech therapy (6.35% vs. 16.64%), preventive consultations (62.34% vs. 69.65%), and were less institutionalized (28.09% vs. 31.33%) than the less deprived ones.","Socioeconomic deprivation reflects economic and social position, aligning with socioeconomic status."
38487186,French deprivation index (Fdep),Yes,['socioeconomic_status'],"Deprivation was assessed through French deprivation index (Fdep), measured at the municipality level, and categorized into quintiles.","Deprivation index reflects economic and social position based on income, education, and occupation."
37792627,resources to satisfy basic needs,Yes,['income'],"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Resources to meet basic needs relate to income availability.
39121122,renter-occupied housing,Yes,['problem_related_to_housing_and_economic_circumstance'],"Models were then adjusted for county-level: 1) FFS demographics (age, gender, and Medicaid eligibility), comorbidities; 2) population sociodemographics (race/ethnicity, education, aging population distribution, and renter-occupied housing); and 3) diagnostic access (PCP visits, neurology visits, and imaging scans).",Renter-occupied housing reflects housing instability linked to economic hardship.
39044520,household incomes,Yes,['income'],"Previous uptake of genetic testing was limited (medical use: 5.1%; direct-to-consumer: 10.8%), with direct-to-consumer test uptake higher among respondents with household incomes of $100,000 or more.","Household income is a measure of monetary resources available to a household, directly related to the income class."
38995792,low income,Yes,['income'],"Female sex, depression, having no spouse, increased lifetime alcohol consumption, low income, rural residence, and low family support were associated with increased odds of cognitive impairment.",low income is a measure of available monetary resources affecting cognitive outcomes
38909419,socioeconomic status (SES),Yes,['socioeconomic_status'],Higher SES had a protective effect on cognition with mediation through the vascular pathway.,"SES is defined as economic and social position based on income, education, and occupation."
38759017,cost-effectiveness,Yes,['expense'],Larger trials are needed to establish (cost-)effectiveness.,"Cost-effectiveness relates to financial efficiency, which is part of expense management."
38759006,lower education,Yes,['socioeconomic_status'],"US-based Latinos have lower education and income combined with higher health risks than non-Latino whites, but often 'paradoxically' evidence better health-related outcomes.",Education is a core component of socioeconomic status.
38759006,lower income,Yes,['income'],"US-based Latinos have lower education and income combined with higher health risks than non-Latino whites, but often 'paradoxically' evidence better health-related outcomes.","Lower income directly relates to monetary resources available to individuals, impacting cognitive health outcomes."
38669533,poor financial situation,Yes,['financial_stress'],"In women, higher unmet needs were associated with more depressive symptoms, a poor financial situation, living alone and not being recently treated by a general practitioner.",represents financial instability leading to stress
38607756,lower income,Yes,['income'],"Lower income, non-usage of public transport, depressive symptoms, cognitive, mobility, and hearing impairment were negatively associated with social activity.","Lower income refers to monetary resources available to meet basic needs, directly impacting social activity and cognitive outcomes."
38517787,Medicaid payment policy,Yes,['healthcare_payment_source'],"The effects of Medicaid payment policy would increase average wait times for duals to 89 months with 20 states having wait times of 99 months or more, which would effectively deprive duals of access.",Medicaid payment policy relates to healthcare coverage and cost-sharing mechanisms.
38517787,lesser of policy,Yes,['healthcare_payment_source'],"because of clinicians' reluctance to accept Medicaid and the so-called 'lesser of' policy, under which Medicaid may pay providers lower rates.","Policy affecting Medicaid payment rates to providers, impacting access to Alzheimer's care."
38489173,patient education level,Yes,['socioeconomic_status'],"The multivariable analysis without death as a competing risk retained four independent predictors of NHP: age increase (hazard ratio (HR) = 1.023, 95% CI: 1.000-1.046), patient education level increase (HR = 1.062, 95% CI: 1.024-1.101), Neuropsychiatric Inventory total increase (HR = 1.018; 95% CI: 1.011-1.026), and total Mini-Mental State Examination as a favorable factor (HR = 0.948, 95% CI: 0.925-0.971).",Education is a component of socioeconomic status.
38374734,cost,Yes,['expense'],"We performed structured research interviews with patients with MCI and their study partners to assess the importance of eight factors in the decision whether to undergo AD biomarker testing (6-point Likert scale; 1-extremely unimportant to 6-extremely important): cost, fear of testing procedures, learning if AD is the cause of cognitive problems, concern about health insurance, instructing future planning, informing treatment decisions, family members' opinions, and doctor recommendation.","Cost refers to financial outlay for biomarker testing, an expense impacting ADRD diagnostic decisions."
38374734,concern about health insurance,Yes,['healthcare_payment_source'],"We performed structured research interviews with patients with MCI and their study partners to assess the importance of eight factors in the decision whether to undergo AD biomarker testing (6-point Likert scale; 1-extremely unimportant to 6-extremely important): cost, fear of testing procedures, learning if AD is the cause of cognitive problems, concern about health insurance, instructing future planning, informing treatment decisions, family members' opinions, and doctor recommendation.",Health insurance is a means of covering medical care costs.
38306035,health care coverage,Yes,['healthcare_payment_source'],"Cost is a major barrier as health care coverage is limited, with reliance mainly on out-of-pocket payments, leading to challenges in the proper diagnosis and treatment of dementia.",Refers to the means by which healthcare costs are covered.
