PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40587504,education,Yes,['education_level'],"Residents aged 18-39, living in urban areas, with higher education or above, working in healthcare, having a higher income level, being unmarried, and having experience in Alzheimer's Disease and Related Dementias (ADRD) knowledge training have a higher level of knowledge about AD and a more positive attitude towards it.",Higher education level associated with better AD knowledge.
40587504,Alzheimer's Disease Knowledge Scale (ADKS),No,[],"The self-reported questionnaire for participants included three parts: demographic information, the Alzheimer's Disease Knowledge Scale (ADKS), and the Dementia Attitude Scale (DAS).","Entity is a scale, not an Education and Literacy factor."
40587504,ADRD knowledge training,Yes,['education_level'],"Residents aged 18-39, living in urban areas, with higher education or above, working in healthcare, having a higher income level, being unmarried, and having experience in Alzheimer's Disease and Related Dementias (ADRD) knowledge training have a higher level of knowledge about AD and a more positive attitude towards it.",Higher education linked to better AD knowledge and attitude.
40332047,education initiatives,Yes,['education_quality'],"Over a 6-year period, 3 projects engaged over 900 individuals living with dementia and their supports and approximately 3500 service professionals through 6 education initiatives and 3 evidence-based interventions.",Refers to educational programs or activities for professionals.
40332047,dementia and intellectual and developmental disability knowledge,No,[],Collaborations between grantees and community partners resulted in ... increases in individual dementia and intellectual and developmental disability knowledge and confidence,Entity is not related to Education and Literacy factor
40332047,educational initiatives,Yes,['education_quality'],Collaborations between grantees and community partners resulted in ... intellectual and developmental disability-specific adaptations to evidence-based interventions and educational initiatives,Refers to quality or type of educational programs
40466093,dementia education platform,Yes,['education_quality'],"We developed a web- and email-based dementia education platform for care partners, iGeriCare, which includes 12 asynchronous, multimedia, e-learning lessons and email-based content to reinforce the learning.",Describes a platform providing dementia education with multimedia lessons.
40466093,e-learning lessons,Yes,['education_quality'],"We developed a web- and email-based dementia education platform for care partners, iGeriCare, which includes 12 asynchronous, multimedia, e-learning lessons and email-based content to reinforce the learning.",e-learning lessons relate to the quality of education provided
40466093,care partners' knowledge,Yes,['literacy'],"Secondary objectives will examine the effectiveness of the educational resources on family care partners' knowledge, self-efficacy, and sense of burden.",Knowledge is related to understanding and literacy skills.
40466093,dementia care partner educational intervention,Yes,['education_quality'],"This study is investigating the feasibility, acceptability, and effectiveness of a web- and email-based dementia care partner educational intervention.",Assesses quality of educational intervention for dementia care.
40457220,education level,Yes,['education_level'],"The results indicated that residence location, alcohol consumption, life satisfaction, depressive symptoms, and education level are key factors influencing the risk of MCI among older adults with functional disability.",Entity refers to the highest degree or stage completed.
40456118,dementia education,Yes,['education_level'],"By analyzing how stigma manifests on social media, our study sheds light on the dementia education and information needed to address false beliefs, misinformation, and dementia-related stigma.",Refers to education related to dementia awareness.
40456118,educational strategies,Yes,['education_quality'],"By understanding dementia-related stigma on social media, we can develop educational strategies to target false stereotypes, beliefs, and misinformation to improve the quality of life of people living with dementia.",Relates to improving education quality to address dementia stigma.
40432270,Dementia education,Yes,"['education_level', 'literacy']","This project aims to improve dementia knowledge, attitudes and supportive practices in a multicultural context.",Improving dementia knowledge relates to education and literacy.
40432270,Dementia knowledge,No,['Undefined'],"Outcome measures include intervention reach and effectiveness in changing participants' knowledge, attitudes and supportive practices through questionnaires (pre-, post- and follow-up) and interviews;",Dementia knowledge is not an Education and Literacy factor
40432270,Multilingual dementia education intervention,Yes,['education_quality'],A multi-stakeholder collaboration involving representatives from each of these communities was formed to co-produce the multilingual dementia education intervention.,Focus on culturally inclusive dementia education initiative.
40340427,targeted education,Yes,['access_to_education'],Addressing these gaps through targeted education and improved diagnostic tools is essential for enhancing patient care.,Improving education to address gaps in knowledge and practice.
40340427,knowledge,No,['Undefined'],"While knowledge of PPA symptoms and variants was strong, gaps remained, particularly in specific clinical features.",Knowledge is not directly related to Education and Literacy factor.
40261356,dementia knowledge,Yes,['literacy'],There is a poor level of knowledge about dementia and dementia genetics among the elderly population in Nigeria.,Relates to understanding and awareness of dementia.
40261356,Dementia Knowledge Assessment Scale (DKAS),No,[],"One hundred clinic attendees (aged ≥60 years) recruited at the University College Hospital, Ibadan, Nigeria were surveyed using an interviewer-administered questionnaire consisting of the Dementia Knowledge Assessment Scale (DKAS) and other items assessing knowledge and attitudes about dementia genetics.","DKAS is a tool for assessing dementia knowledge, not education or literacy factor."
40261356,public health education,Yes,['access_to_education'],Public health education and community engagement is important for maximizing the impact of dementia genetic studies in Africa.,Relates to ability to obtain formal learning opportunities.
40072737,health literacy,Yes,['literacy'],"Multivariable analyses examined differences in knowledge, attitudinal, and behavioral outcomes by sociodemographic and psychosocial factors including health literacy and health activation.",Health literacy is related to understanding health information.
40072737,education about well-established modifiable risk factors for ADRD,Yes,['education_level'],"Opportunities exist for increasing education about well-established modifiable risk factors for ADRD, yet more research is needed to understand these factors in historically minoritized communities.",Refers to increasing knowledge or awareness about ADRD.
38668780,education,Yes,['education_level'],"After additional adjustment for education, health insurance, usual source of care, and chronic conditions, only US-born Black older adults continued to show higher odds (OR = 1.54; 95% CI = 1.27-1.87) of diagnosed ADRD compared to US-born White older adults.",Education level impacts ADRD diagnosis odds.
40415129,Alzheimer's Disease Knowledge Scale,No,[],The questionnaire consisted of two sections: sociodemographic questions and the Arabic version of the Alzheimer's Disease Knowledge Scale (ADKS).,"Entity is a scale to measure knowledge, not a BSSR factor."
40415129,health education strategies,Yes,['education_level'],"However, this study highlights the need to promote health education strategies to improve public knowledge about AD.",Improving public knowledge through education strategies.
40415129,public knowledge about AD,Yes,['literacy'],"However, this study highlights the need to promote health education strategies to improve public knowledge about AD.",Improving public knowledge relates to literacy and understanding.
40415129,knowledge gap,Yes,['literacy'],This study aimed to address the knowledge gap in awareness of AD among a sample of non-medical workers.,Knowledge gap implies a literacy issue in understanding AD.
40469616,education-adjusted cutoff scores,Yes,['education_level'],"Participants were classified as controls, MCI, or dementia based on education-adjusted cutoff scores of those scales through cognitive system classification tools.",Adjusted scores based on education level
40469616,lower educational level,Yes,['education_level'],A lower educational level is associated with older age and correlates with lower cognitive scores and functional impairment.,Lower educational level indicates the highest degree completed.
40469616,low education,Yes,['education_level'],"Age, low education, hypertension, and hearing loss are potential risk factors for cognitive impairment.",Low education level linked to cognitive impairment risk.
40442881,low education,Yes,['education_level'],The study focused on adults with low education; a group with a high risk for cognitive decline.,Refers to limited formal education level.
40442881,limited formal education,Yes,"['education_level', 'years_of_education']",Dementia prevention trials with longer intervention and follow-up focused on adults with limited formal education should be considered given the observed cognitive gains in those with elevated risk.,Implies lower education level or fewer years of education.
40331508,Lower education,Yes,['education_level'],"Lower education may predict ""unfavorable"" response to non-elevated Aβ disclosure.",Lower education implies a lower level of educational attainment.
40245823,education,Yes,['education_level'],"The following risk factors were associated with the reversion from MCI to normal cognition: education (low to high), age, Mini-Mental State Examination (MMSE), Functional Activities Questionnaire (FAQ), Auditory Verbal Learning Test (AVLT) delay recall test, Apolipoprotein E (APOE) positive, multiple domain impaired, live along, depression, doing house work daily/exercise once a week.",Education level impacts cognitive reversion from MCI to normal.
39878054,education,Yes,['education_level'],"Most ACES were associated with and increased the risk of SCD, even after adjusting for BRFSS year, age, race, education, and employment.","Mentioned as a covariate, implying education level."
39630270,educational attainment,Yes,['education_level'],"Cognitive reserve-enhancing factors were rated during three periods of life-course, namely early-life stage (educational attainment,), adulthood (household income) and late-life stage (weekly physical activity).",Refers to the highest level of education achieved.
39477251,dementia workshop,No,[],"The aim of this study was to develop, deliver and evaluate an IPL dementia workshop for healthcare students across 11 disciplines.",Entity is not related to Education and Literacy factor.
39477251,Alzheimer's Disease Knowledge Scale (ADKS),No,[],"The Alzheimer's Disease Knowledge Scale (ADKS) was used to assess students' knowledge of dementia pre-and-post workshop, as well as opened-ended questions on role recognition and communication.","ADKS is a scale to assess knowledge, not Education or Literacy factor."
39477251,interprofessional learning (IPL),Yes,['education_level'],Interprofessional learning (IPL) at undergraduate level can lead to improved collaborative knowledge and skills.,IPL is related to educational experience at undergraduate level.
39180168,years of education,Yes,['years_of_education'],"A composite score, based on the premorbid IQ (WRAT-3 Reading subtest) and years of education was used to estimate CR.",Entity represents duration of formal schooling.
38916196,education,Yes,['education_level'],"Finally, for the normative data, age, gender, and education were associated with performance on the mini-SEA or its subtests.",Education level affects cognitive performance on mini-SEA.
40163795,education,Yes,['education_level'],The prevalence and impact of stressful life events (SLEs) on age-related and Alzheimer disease (AD)-related pathways may depend on social determinants including gender and education.,Refers to the level of education attained by individuals.
40163795,less educated participants,Yes,['education_level'],Less educated participants and women reported more grief-related and economic-related SLEs.,Compares education level to other groups.
40200452,level of education,Yes,['education_level'],"African American family members of a person with ADRD were more likely to see the benefits of using AI on social media to ease the burden of recruitment, regardless of age, ethnicity, gender, and level of education.",Refers to the highest degree or stage of schooling completed.
40200452,graduate degrees,Yes,['education_level'],"However, white family caregivers, particularly those aged 25-34 with graduate degrees, were more cautious and prone to perceive risks of using AI on social media for recruitment in research.",Graduate degrees indicate a high level of educational attainment.
40346835,education,Yes,['years_of_education'],"Number of years of education had a greater effect on cognitive performances relative to language dominance, particularly for the common cognitive screening measure, the Montreal Cognitive Assessment.",Refers to the duration of formal schooling completed.
40346835,language dominance,No,['Undefined'],Our results highlight that education factors have a greater effect on cognitive performances relative to language dominance in this unique cohort.,Entity not related to Education and Literacy factor
40249614,education,Yes,['years_of_education'],ADNI participants (921 dyads) had a mean (SD) age of 71 (7) years and mean (SD) of 17 (3) years of education;,Quantifies duration of formal education completed by participants.
40249614,"participant demographics (gender, age, and education)",Yes,"['education_level', 'years_of_education']","The model included 4 discordance metrics, participant demographics (gender, age, and education), study partner demographics (gender and cohabitation), and depressive symptoms (GDS score).",Education is part of participant demographics mentioned.
40148225,low education,Yes,['education_level'],Lacking a care grade (access to social care) and low education were found to be risk factors for the occurrence of unmet needs in almost all areas.,Low education implies a certain education level.
40072379,government expenditure on education,Yes,['education_quality'],"The disability-adjusted life years of Alzheimer's disease and other dementias and sociodemographic index were extracted from the Global Burden of Disease 2021 study, and other sociodemographic development-related factors, including government expenditure on education (% of GDP), net national income per capita, health expenditure per capita, and fertility rate, were sourced from World Bank Data.",Government expenditure on education impacts education quality and resources.
40072379,expenditure on education,Yes,['education_quality'],Boosting expenditure on education may narrow this inequality.,Increased expenditure likely improves education quality.
40019132,public education,Yes,['education_level'],highlighting the need to improve background knowledge of AD and assess the impact of public education on early detection and management.,Refers to improving knowledge through education programs.
40019132,Education programs,Yes,['education_quality'],Education programs using reliable sources are crucial for improving community understanding and management of the disease.,Improving education quality through reliable sources.
40019132,brain-stimulating activities,No,['Undefined'],A significant majority (94.7%) believe that brain-stimulating activities can delay AD onset.,"Entity is related to cognitive activity, not education or literacy."
40007109,Doctor of Pharmacy curriculum,Yes,['education_level'],"With little available literature on empathy training for pharmacy students in caring for patients living with ADRD, this study outlined the implementation process of an immersive sensory experience, the Virtual Dementia Tour (VDT), into a Doctor of Pharmacy curriculum and evaluated the impact of the experience on pharmacy students' empathy for persons living with ADRD.",Refers to the level of education or training provided.
40007109,ADRD empathy training,No,[],"Valuable lessons learned while providing ADRD empathy training to Doctor of Pharmacy students includes reallocation of faculty resources, curricular development of an innovative empathy-building experience for students, and improved experience delivery efficiency.","Entity is related to empathy training, not Education or Literacy."
40007109,Virtual Dementia Tour,No,[],"With little available literature on empathy training for pharmacy students in caring for patients living with ADRD, this study outlined the implementation process of an immersive sensory experience, the Virtual Dementia Tour (VDT), into a Doctor of Pharmacy curriculum and evaluated the impact of the experience on pharmacy students' empathy for persons living with ADRD.",Not related to Education and Literacy factor
39916679,psychological education,Yes,['early_childhood_education'],"Protective psychological traits are linked to healthier lifestyle habits, while risk factors are associated with negative behaviors, and may impact cognitive function across the lifespan, suggesting benefits for psychological education from early life.","Implies education from early life, aligning with early childhood education."
39824702,cognitive stimulation program,Yes,['education_quality'],"The 14-session, 7-week traditional Thai folk-dance program combined with cognitive stimulation focused on enhanced moderate intensity physical activity and cognitive stimulation engagement to improve MBI of older adults.",Cognitive stimulation relates to education quality and effectiveness.
39824702,cognitive education control group,Yes,['education_level'],One-hundred twenty-eight older adults with MBI were randomly assigned to either the experimental (n = 64) and cognitive education control group (n = 64).,Refers to a controlled group with cognitive education
39709278,education,Yes,['education_level'],"Online survey (March 27th-April 17th, 2024) of 392 AD caregivers recruited via CloudResearch Prime Panels to match the U.S. public in education, household income, race, and ethnicity.",Refers to the level of education of the U.S. public.
39709278,less educated,Yes,['education_level'],"Preference for medication coverage was also associated with being male, Hispanic, less educated, and correctly answering fewer comprehension questions.",Refers to the level of education attained.
39709278,comprehension questions,Yes,['literacy'],"Preference for medication coverage was also associated with being male, Hispanic, less educated, and correctly answering fewer comprehension questions.",Comprehension questions relate to understanding and literacy skills.
39390793,education level,Yes,['education_level'],"Race, education level, severity of the patient's AD, cognitive processing, resilience, and family functioning explained 25.8% of the variance in PTG (F [9, 95] = 5.025, p < 0.001).",Refers to the highest degree or stage completed.
40283750,education,Yes,['education_level'],Education significantly mediated the association between PCEs and memory intercept.,Education attainment linked to cognitive outcomes.
40283750,educational attainment,Yes,['education_level'],PCEs are positively related to episodic memory through the promotion of educational attainment.,Educational attainment is related to the level of education completed.
39878947,dementia health literacy,Yes,['literacy'],This study examined the influence of caregivers' dementia health literacy on perceptions of medical care preferences and advance care planning (ACP) in people living with dementia.,Relates to understanding health information for dementia care.
39878947,dementia knowledge scores,Yes,['literacy'],"As caregivers' dementia knowledge scores increased, they were 1.27 times more likely (p = .02) to endorse comfort care.",Relates to understanding and applying dementia-related health information.
39878947,dementia-specific education,Yes,['education_level'],"These findings highlight the role of dementia-specific education in ACP discussions among people living with dementia, caregivers, and healthcare clinicians.",Relates to education level due to specific knowledge context.
40065204,informational and educational barriers,Yes,['problem_related_to_education_and_literacy'],Informational and educational barriers included a lack of awareness and knowledge among caregivers.,Barriers related to education and literacy are mentioned.
40123183,learning new skills,Yes,"['education_level', 'literacy']","Engagement in learning new skills can potentially foster cognitive and functional growth among low-income Latinos, a population at high risk for developing Alzheimer's disease and related dementias.","Refers to acquiring new skills, related to education and literacy."
40123183,learning barriers,Yes,['problem_related_to_education_and_literacy'],"However, they may face unique barriers to learning.",Barriers to learning indicate educational challenges faced.
40123183,learning opportunities,Yes,"['access_to_education', 'problem_related_to_education_and_literacy']","Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.",Lack of learning opportunities hinders education access and engagement.
40123183,learning technology,Yes,['literacy'],"Participants were most interested in learning technology, English, sewing skills, and culinary arts to primarily improve their financial situation.",Relates to acquiring new skills and knowledge.
40096973,education levels,Yes,['education_level'],"Statistical analysis indicated significant differences in knowledge based on education levels (<i>p</i>≤0.05), with university-educated individuals demonstrating greater agreement across all ADKS subdomains.",Entity refers to the level of education completed.
40096973,educational background,Yes,['education_level'],"By integrating healthcare, education, and culturally sensitive interventions, the study advocates for targeted education to improve understanding of cognitive health and effective management strategies in this demographic, emphasizing the role of educational background in shaping perceptions.",Influences cognitive health and disease perception.
39961183,Low education,Yes,['education_level'],"Low education, depression, hypertension, and socioeconomic factors were commonly examined whereas hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.",Refers to the level of formal education attained.
39893793,Educational level,Yes,['education_level'],"Higher EL was associated with mortality reduction in all cause, CVD, diabetes, Chronic Lower Respiratory Disease (CLRD), cancer and kidney disease mortality.",Entity refers to the level of education attained.
39893793,education level,Yes,['education_level'],"This study proved clear association between education level and disease specific mortality in a large nationally representative cohort in U.S., which may impact future public health policy making.",Entity refers to the highest degree or stage completed.
39888173,4-year diploma program,Yes,"['education_level', 'years_of_education']","Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).",Represents education level and duration associated with dementia knowledge.
39888173,academic performance,Yes,['education_level'],"Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).",Academic performance relates to education level achieved.
39888173,Educational strategies,Yes,['education_quality'],"Educational strategies are needed to not only equip students with adequate knowledge and reinforced positive attitudes toward dementia, but to strengthen nursing graduates' knowledge and attititudes of dementia to better their capacity in ageing and dementia care.",Improving education quality to enhance dementia care knowledge.
39910599,dementia education,Yes,['education_quality'],The study highlights gaps in dementia education among medical and nursing students in Ibadan.,Refers to quality or content of dementia education.
39910599,dementia care preparedness,Yes,['education_quality'],"Targeted educational interventions, including enhanced curriculum content and experiential learning opportunities, are urgently needed to improve dementia care preparedness in the healthcare workforce.",Relates to improving education quality for dementia care.
39910599,knowledge and attitudes,No,['Undefined'],This study compared the knowledge and attitudes of medical and nursing students at a Nigerian university toward Alzheimer's Disease and Related Dementias (ADRD).,Not related to Education and Literacy factor
39821948,education,Yes,['education_level'],"Pre-specified subgroups were defined by dementia risk factors (age, sex, education, apolipoprotein E [APOE] genotype, cognitive status, and cardiovascular risk factors).",Education is a risk factor for dementia.
39791378,educational attainment,Yes,['education_level'],"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Higher educational attainment indicates a higher education level achieved.
39791378,cognitive reserve,No,[],"Cognitive reserve (CR), typically measured through socio-behavioral proxies, can partially explain better cognitive performance despite underlying brain aging or neuropathology.",Cognitive reserve is not an Education and Literacy factor.
39791378,composite CR score,No,['Undefined'],"A composite CR score was generated by integrating education, occupational complexity, mental activity, and social support, using structural equation modeling.","Entity is a composite score, not directly an Education factor"
39791248,e-learning program,Yes,['education_quality'],"This e-learning program was positively perceived, increased knowledge of dementia risk reduction, and promoted engagement in brain-healthy lifestyles.",The entity is related to the quality of education provided.
39791216,education,Yes,['education_level'],"The study was conducted in the setting of the Mayo Clinic Study of Aging, including participants aged ≥ 50 years with information on demographics (i.e., age, sex, education), NPS (i.e., Neuropsychiatric Inventory Questionnaire; Beck Depression and Anxiety Inventories), at least one AD biomarker (i.e., plasma-, neuroimaging- and/or cerebrospinal fluid [CSF]-derived), and at least 2 repeated neuropsychological assessments.",Refers to the demographic information about participants' education.
39713874,lower education,Yes,['education_level'],"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.",Lower education level linked to MCI progression to dementia.
39713874,education levels,Yes,['education_level'],"Several factors contribute to the progression of MCI into dementia including age, education levels, occupation, and a medical history of hypertension and epilepsy.",Refers to the highest degree or stage of schooling completed.
39713874,lower education levels,Yes,['education_level'],"From a large community-based cohort study on the residents in Chongqing, we have identified that mild cognitive impairment (MCI) and dementia share several common risk factors, including age, female gender, rural living, lower education levels, and a medical history of stroke.",Lower education levels relate to education level category.
39711331,higher education,Yes,['education_level'],"Female sex (aOR 0.85; 95% CI: 0.80, 0.91) and higher education (aOR 0.9, 95% CI: 0.84, 0.97) were associated with lower odds of care-resistant behavior.",Higher education implies a higher level of educational attainment.
39711331,educational attainment,Yes,['education_level'],Female sex and higher educational attainment were associated with a lower likelihood of exhibiting care-resistant behavior.,Higher educational attainment indicates a higher education level.
39179761,educational interventions,Yes,['access_to_education'],Our findings help identify areas where educational interventions would be beneficial in improving community knowledge and offer perspectives that can foster cultural competency in healthcare.,Improving access through targeted educational initiatives.
39179761,illness perceptions,No,[],"To improve understanding of illness perceptions among Latinos, we examined beliefs about the causes of AD, one of the five dimensions of illness representations from Leventhal's Self-Regulation Theory, among a sample of N = 216 Latinos.",Not related to Education and Literacy factor
39179761,community knowledge,Yes,['literacy'],Our findings help identify areas where educational interventions would be beneficial in improving community knowledge and offer perspectives that can foster cultural competency in healthcare.,Improving community knowledge relates to health literacy.
39869903,DementiaRisk,Yes,['education_quality'],"We created DementiaRisk, an award-winning, web- and email-based education platform for the public focused on modifiable risk factors, featuring multimedia e-learning and email 'microlearning' content, to help raise awareness and improve knowledge of actions to reduce dementia risk.",DementiaRisk is an education platform featuring multimedia e-learning content.
39869903,dementia prevention education,Yes,['education_quality'],"DementiaRisk is a readily scalable, technology-enhanced solution for dementia prevention education.",Refers to effective dementia prevention education methods.
39869903,knowledge of dementia risk factors,Yes,['literacy'],"evaluate whether exposure to DementiaRisk changes knowledge of dementia risk factors, intention to engage in risk reduction activities, and health behaviors related to dementia risk reduction",Knowledge of dementia risk factors relates to understanding health information.
39794733,education level,Yes,['education_level'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Entity refers to the highest degree or stage completed.
39773296,education,Yes,['Undefined'],"Among these 41 variables, 12 were associated with more than one cognitive domain, and were further identified in all subgroup analyses.",Entity is too broad to classify into a specific category.
39775724,education,Yes,['education_level'],"A comprehensive latent measure of cognitive reserve incorporated domains from all stages of life: education, occupational attainment and later-life engagement in leisure activities.",Education is a domain of cognitive reserve.
39775724,occupational attainment,No,['Undefined'],"A comprehensive latent measure of cognitive reserve incorporated domains from all stages of life: education, occupational attainment and later-life engagement in leisure activities.",Not related to Education and Literacy factor
39775724,leisure activities,No,['Undefined'],Engagement in leisure activities is a potentially modifiable domain of cognitive reserve warranting further investigation.,Entity not related to Education and Literacy factor
39761547,PDC30 Chatbot,No,['Undefined'],"The PDC30 Chatbot provides quality responses to caregiver questions, which are well-received by caregivers.",Not related to Education and Literacy factor
39761547,psychoeducational resource,No,[],This study describes the development of a generative AI chatbot-the PDC30 Chatbot-and evaluates its acceptability in a mixed methods study.,Not related to Education and Literacy factor
39965544,years of education,Yes,['years_of_education'],"LBD group had lower years of education, income, subjective social status than controls, with larger differences for males than females (p < 0.05 for all).",Directly mentions 'years of education' as a variable.
39965544,education quality,Yes,['education_quality'],"For the overall cohort, being ethnoracial minoritized, sexual and gender minoritized, and having lower education quality were associated with younger age at symptom onset (p < 0.049 for all).",Lower education quality linked to younger symptom onset.
39814522,education,Yes,['education_level'],"Older age and higher education were also associated with lower odds of non-renewal while Asian race, Hispanic ethnicity, and certain recruitment sources (e.g., doctor or friend referral) were associated with higher odds of non-renewal.",Higher education implies a higher level of education completed.
39686610,education,Yes,['education_level'],"Older age (d = 0.75), lower education (d = 0.50), and higher dementia risk (d = 0.36) were associated significantly with slower learning rates.",Lower education level associated with slower learning rates.
39587737,education,Yes,['education_level'],"These findings were independent of age, education, physical health, and household income.",Refers to the level of formal education completed.
39413721,brain health education,Yes,"['education_level', 'literacy']","Questions from a previously used interview guide were leveraged and addressed knowledge about the brain, perceptions of healthy and unhealthy aging, ideas of how to care for the brain, where knowledge was acquired, and suggestions for disseminating brain health education.",Disseminating education implies education level and literacy.
39413721,disseminating education,Yes,['access_to_education'],"Suggestions for disseminating education included media, clinics, churches, libraries, and community centers, with consideration of possible barriers and facilitators to behavior change (e.g., finances, prioritizing family).",Refers to making education more accessible to the community.
39317176,education,Yes,['education_level'],"Significant item-level DIF was detected by education level and ethnicity/language, but not by age or sex;",Refers to the level of education completed.
39317176,education,Yes,['years_of_education'],"Data were obtained from the Health and Aging Brain Study - Health Disparities (HABS-HD; N = 1,691, age = 66.5 ± 8.7, education = 12.4 ± 4.8, 60.6% female, 33.2% MA Spanish speaking).",The entity 'education' refers to years of schooling completed.
38899350,education,Yes,"['years_of_education', 'education_level']","The fundamental goal of this review is to 1) emphasize the function of old age, sex, and gender in the development of Alzheimer's disease, dementia, and ADRD, and 2) explain the importance of sexual hormones, education, and APOE (Apolipoprotein E) status.",Entity 'education' relates to overall educational attainment.
38327121,education,Yes,['education_quality'],Time for Living and Caring (TLC) is an on-line intervention that provides virtual coaching and self-administered education and resources.,"Refers to self-administered education, implying quality of education."
38327121,Computer Proficiency Questionnaire,No,['Undefined'],"A sample of family caregivers (n = 163) used the tool for 16 weeks, which included completing the Computer Proficiency Questionnaire (CPQ-12) at baseline.",Not directly related to Education and Literacy factor
38327121,Computer Proficiency Questionnaire scores,No,['Undefined'],"Computer Proficiency Questionnaire scores provided insight regarding research feasibility, with lower scores associated with greater odds of discontinuing engagement.",Not related to Education and Literacy factor
36416227,education,Yes,"['years_of_education', 'education_level']","Propensity score matching matched AA and EA participants on age, education, sex, and MMSE score.",Matching on education implies considering years or level.
39702338,education,Yes,['education_level'],"Sociodemographic data on education, occupational attainment, civil and caregiver status were gathered.",Refers to the level of educational attainment.
39702338,educational attainment,Yes,['education_level'],Women were significantly younger and had lower educational attainment compared with men.,Educational attainment is a measure of education level achieved.
39702338,years of education,Yes,['years_of_education'],women with higher years of education were significantly less willing to undergo a lumbar puncture (p = 0.031).,Directly refers to the duration of formal education.
39767463,education levels,Yes,['education_level'],"These effects contributed to increasing caregivers' burden and stress levels, with a significant perceived deterioration in quality of life among caregivers with higher education levels (p = 0.047).",Refers to the highest education level attained by caregivers.
39687720,Geriatric workforce education,Yes,['education_quality'],Geriatric workforce education should be prioritized to enhance the competencies of healthcare providers serving these individuals to relieve caregiver burdens in areas with provider shortage.,Enhancing healthcare providers' competencies relates to education quality.
