PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
40457220,education level,Yes,['education_level'],"The results indicated that residence location, alcohol consumption, life satisfaction, depressive symptoms, and education level are key factors influencing the risk of MCI among older adults with functional disability.",Entity directly refers to the highest level of schooling completed.
40456118,public awareness and education about dementia-related stigma,No,[],"However, public awareness and education about dementia-related stigma remain limited, especially on social media.","Entity relates to stigma awareness, not education/literacy impact on ADRD."
40456118,educational strategies,Yes,['education_quality'],"By understanding dementia-related stigma on social media, we can develop educational strategies to target false stereotypes, beliefs, and misinformation to improve the quality of life of people living with dementia.",Strategies related to improving education effectiveness and learning environment.
40456118,dementia education and information,Yes,['education_quality'],"By analyzing how stigma manifests on social media, our study sheds light on the dementia education and information needed to address false beliefs, misinformation, and dementia-related stigma.",Refers to the type of education needed to address stigma.
40432270,dementia education,No,[],Co-producing a culturally inclusive dementia education intervention with representative stakeholders can address these knowledge and service gaps.,"Entity is related to intervention, not education/literacy factor."
40432270,dementia education,No,[],This paper details the protocol for designing and evaluating a co-produced multilingual dementia education intervention named Dementia Friends Unite.,"Entity is about dementia education, not education/literacy factor."
40432270,dementia knowledge,No,[],"This project aims to improve dementia knowledge, attitudes and supportive practices in a multicultural context.","Entity is related to dementia outcome, not education/literacy factor."
40432270,multilingual dementia education intervention,No,[],A multi-stakeholder collaboration involving representatives from each of these communities was formed to co-produce the multilingual dementia education intervention.,"Entity is an intervention, not an education/literacy factor."
40432270,dementia education,No,[],Study 2 involves evaluating the initiative's impact according to the RE-AIM framework.,"Entity is related to intervention, not education/literacy factor."
40432270,knowledge,No,[],"Outcome measures include intervention reach and effectiveness in changing participants' knowledge, attitudes and supportive practices through questionnaires (pre-, post- and follow-up) and interviews;",Knowledge is not an education or literacy factor.
40432270,dementia education,No,[],This project will employ a comprehensive approach to address unmet needs and research gaps in co-produced dementia education and its implementation in multicultural contexts.,"Entity is related to intervention, not education/literacy factor."
40072737,health literacy,Yes,['literacy'],"Multivariable analyses examined differences in knowledge, attitudinal, and behavioral outcomes by sociodemographic and psychosocial factors including health literacy and health activation.",Health literacy is the ability to understand health information.
40072737,knowledge of protective behaviors,Yes,['literacy'],"Survey items assessed concern about ADRD, beliefs related to ways to support brain health, knowledge of protective behaviors, and actual engagement in protective behaviors.",Knowledge of protective behaviors relates to health literacy.
40072737,education about well-established modifiable risk factors,Yes,['education_level'],"Opportunities exist for increasing education about well-established modifiable risk factors for ADRD, yet more research is needed to understand these factors in historically minoritized communities.",Refers to increasing knowledge/learning about ADRD risk factors.
38668780,education,Yes,['education_level'],"After additional adjustment for education, health insurance, usual source of care, and chronic conditions, only US-born Black older adults continued to show higher odds (OR = 1.54; 95% CI = 1.27-1.87) of diagnosed ADRD compared to US-born White older adults.",Education is used as a covariate adjusting for ADRD diagnosis odds.
40469616,education,Yes,"['education_level', 'years_of_education']","Factors such as education, socioeconomic status, and limited public health interventions contribute to the development of Alzheimer's disease and other dementias.",Education is linked to ADRD development risk.
40469616,education-adjusted cutoff scores,Yes,['education_level'],"Participants were classified as controls, MCI, or dementia based on education-adjusted cutoff scores of those scales through cognitive system classification tools.",Scores adjusted for education level impact cognitive impairment classification.
40469616,lower educational level,Yes,['education_level'],A lower educational level is associated with older age and correlates with lower cognitive scores and functional impairment.,Entity describes the highest degree of schooling completed.
40469616,low education,Yes,['education_level'],"Age, low education, hypertension, and hearing loss are potential risk factors for cognitive impairment.",Low education level is a risk factor for cognitive impairment.
40442881,low education,Yes,"['education_level', 'years_of_education']","We report the feasibility and cognitive outcomes of a stage 1b randomized trial testing 3 months of home-delivered high polyphenol snacks (e.g., nuts, berries) and online speed of processing training among older adults with 12 or fewer years of education.",Refers to the highest level of schooling completed (12 years).
40442881,limited formal education,Yes,['education_level'],Dementia prevention trials with longer intervention and follow-up focused on adults with limited formal education should be considered given the observed cognitive gains in those with elevated risk.,Refers to the highest level of schooling completed by individuals.
40442881,low education,Yes,['education_level'],The study establishes the feasibility of dementia prevention targeting adults with low education.,Refers to the level of schooling completed by adults.
40245823,education,Yes,"['education_level', 'years_of_education']","The following risk factors were associated with the reversion from MCI to normal cognition: education (low to high), age, Mini-Mental State Examination (MMSE), Functional Activities Questionnaire (FAQ), Auditory Verbal Learning Test (AVLT) delay recall test, Apolipoprotein E (APOE) positive, multiple domain impaired, live along, depression, doing house work daily/exercise once a week.",Education level impacts reversion from MCI to normal cognition.
39630270,educational attainment,Yes,"['education_level', 'years_of_education']","Cognitive reserve-enhancing factors were rated during three periods of life-course, namely early-life stage (educational attainment,), adulthood (household income) and late-life stage (weekly physical activity).",Educational attainment reflects level and duration of schooling impacting ADRD risk.
39630270,early-life stage enhancing factor,Yes,['education_level'],The correlation of the number of ACEs and dementia was fully mediated by early-life stage enhancing factor and partially mediated by adulthood enhancing factor.,"Early-life stage enhancing factor includes educational attainment, impacting dementia risk."
39180168,cognitive reserve,No,[],"A composite score, based on the premorbid IQ (WRAT-3 Reading subtest) and years of education was used to estimate CR.","Cognitive reserve is a concept, not a direct education/literacy factor."
39180168,cognitive reserve,No,[],"The negative relationship between depression and EF was stronger in individuals with higher CR levels, suggesting a possible floor effect at lower CR levels.","Cognitive reserve is a concept, not a direct education/literacy factor."
39180168,cognitive reserve,No,[],"In the multinomial regression, the interaction between CR and depression predicted conversion to MCI status, indicating that lower CR paired with more severe depression at baseline was associated with a higher risk of subsequent impairment.","Cognitive reserve is a concept, not a direct education/literacy factor."
38916196,education,Yes,['education_level'],"Finally, for the normative data, age, gender, and education were associated with performance on the mini-SEA or its subtests.",Education level is associated with cognitive performance (mini-SEA).
40163795,education,Yes,['education_level'],The prevalence and impact of stressful life events (SLEs) on age-related and Alzheimer disease (AD)-related pathways may depend on social determinants including gender and education.,Education is mentioned as a social determinant influencing AD pathways.
40163795,education,Yes,['education_level'],We investigated whether specific SLEs are associated with AD pathology and neurodegeneration and how these associations differ by gender and education.,Education level is a social determinant influencing AD outcomes.
40163795,education,Yes,['education_level'],Less educated participants and women reported more grief-related and economic-related SLEs.,Describes the level of education of participants.
40163795,education,Yes,['education_level'],The associations with Aβ42/40 were driven by less educated participants and men and associations with p-tau181 and neurogranin driven by women.,Refers to the level of education influencing AD pathology.
40346835,education,Yes,"['education_level', 'years_of_education']",We conducted t tests/Kruskal-Wallis tests and correlation analyses to evaluate the impact of language and education factors on performances on the National Alzheimer Coordinating Center's Uniform Data Set Version 3 Neuropsychological assessments in a community of Southwestern American Indians.,Education factors impact cognitive performances related to ADRD.
40346835,education,Yes,['years_of_education'],"Number of years of education had a greater effect on cognitive performances relative to language dominance, particularly for the common cognitive screening measure, the Montreal Cognitive Assessment.",Years of education impacts cognitive performance related to ADRD.
40346835,education factors,Yes,"['education_level', 'years_of_education']",Our results highlight that education factors have a greater effect on cognitive performances relative to language dominance in this unique cohort.,"Education factors impact cognitive performance, related to level/duration."
40148225,low education,Yes,['education_level'],Lacking a care grade (access to social care) and low education were found to be risk factors for the occurrence of unmet needs in almost all areas.,Low education is a measure of educational attainment level.
40072379,government expenditure on education (% of GDP),No,[],Disability-adjusted life years of Alzheimer's disease and other dementias across 204 countries/territories and global age-sex distribution in 2021 were illustrated.,Sentence does not discuss the impact of the entity on ADRD.
40072379,sociodemographic development,No,[],"Cross-country inequality analyses indicated that disability-adjusted life years of Alzheimer's disease and other dementias were skewed and higher in countries with higher sociodemographic development, and the inequality increased with time except for education expenditure-related inequality.","Entity is a broad indicator, not a specific education/literacy factor."
40072379,education expenditure-related inequality,Yes,['access_to_education'],"Cross-country inequality analyses indicated that disability-adjusted life years of Alzheimer's disease and other dementias were skewed and higher in countries with higher sociodemographic development, and the inequality increased with time except for education expenditure-related inequality.",Inequality related to education expenditure impacts ADRD burden.
40072379,expenditure on education,Yes,['access_to_education'],Boosting expenditure on education may narrow this inequality.,Expenditure on education relates to access to educational opportunities.
39390793,education level,Yes,['education_level'],"Race, education level, severity of the patient's AD, cognitive processing, resilience, and family functioning explained 25.8% of the variance in PTG (<i>F</i> [9, 95] = 5.025, <i>p</i> < 0.001).",Entity represents the highest degree of schooling completed by individuals.
39390793,education level,Yes,['education_level'],"When controlling for race and education level, mild AD, intrusive rumination, and family satisfaction were significant predictors of PTG (<i>p</i> < 0.05).",Entity represents the highest degree of schooling completed by individuals.
38273182,education level,Yes,['education_level'],"A likely disparity-generating mechanism may lie in endocytosis and abnormal tissue growing mechanisms, depending on inherited gene mutations and the structure of proxies as well as gene-environment interactions with other risk factors such as lifestyle, education level, and access to adequate medical services.",Entity directly refers to the highest degree of schooling completed.
40283750,education,Yes,['education_level'],Education significantly mediated the association between PCEs and memory intercept.,Education level mediated the association between PCEs and memory.
40283750,educational attainment,Yes,['education_level'],PCEs are positively related to episodic memory through the promotion of educational attainment.,Educational attainment is a measure of highest education level achieved.
39878947,dementia health literacy,Yes,['literacy'],This study examined the influence of caregivers' dementia health literacy on perceptions of medical care preferences and advance care planning (ACP) in people living with dementia.,Dementia health literacy is a specific type of health literacy.
39878947,dementia knowledge scores,No,[],"As caregivers' dementia knowledge scores increased, they were 1.27 times more likely (p = .02) to endorse comfort care.","Entity is related to knowledge about dementia, not education/literacy."
39878947,knowledge about severe dementia,Yes,['literacy'],"Caregivers with greater knowledge about severe dementia were less likely to need further treatment preference-related discussions (knowing a lot: odds ratio [OR] = 0.17, p < .001; knowing some things: OR = 0.37, p = .006).",Knowledge about dementia relates to health literacy impacting care decisions.
39878947,dementia-specific education,Yes,['education_quality'],"These findings highlight the role of dementia-specific education in ACP discussions among people living with dementia, caregivers, and healthcare clinicians.",Specific education type related to dementia impacts ACP discussions.
40156267,education,Yes,['education_level'],"Inverse probability-weighted Cox proportional hazards models were used to evaluate effect modification by age, gender, race/ethnicity, education, marital status, income, and immigrant generation.",Education is listed as a factor modifying dementia risk.
40123183,learning new skills,Yes,"['education_level', 'literacy']","Engagement in learning new skills can potentially foster cognitive and functional growth among low-income Latinos, a population at high risk for developing Alzheimer's disease and related dementias.",Learning skills relates to cognitive growth and ADRD risk.
40123183,learning barriers,Yes,['problem_related_to_education_and_literacy'],"The present qualitative study identified learning barriers, learning engagement, and learning interests among low-income Latino older adults.",Barriers to learning are problems related to education.
40123183,learning opportunities,Yes,['access_to_education'],"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.",Lack of learning opportunities is a barrier to education access.
40123183,proficiency in English,Yes,['literacy'],"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.",Proficiency in English is a literacy skill impacting learning opportunities.
40096973,education levels,Yes,['education_level'],"Statistical analysis indicated significant differences in knowledge based on education levels (<i>p</i>≤0.05), with university-educated individuals demonstrating greater agreement across all ADKS subdomains.",Entity directly refers to the level of education attained by individuals.
40096973,university-educated individuals,Yes,['education_level'],"Statistical analysis indicated significant differences in knowledge based on education levels (<i>p</i>≤0.05), with university-educated individuals demonstrating greater agreement across all ADKS subdomains.",Refers to a specific level of formal schooling completed.
39961183,Low education,Yes,['education_level'],"Low education, depression, hypertension, and socioeconomic factors were commonly examined whereas hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.",Low education is a measure of the highest schooling completed.
39893793,education level,Yes,['education_level'],"Higher EL was associated with reduction in male, while a risk factor in female for Alzheimer Disease, Influenza and Pneumonia Mortality.",Entity directly refers to the highest degree of schooling completed.
39888173,nursing students,No,[],Building the capacity of nursing students is essential for effectively improving quality of life for affected people.,"Entity is a population group, not an education/literacy factor."
39888173,medical schools,No,[],"A cross-sectional study was conducted in four medical schools educating 3-year and 4-year diploma nursing students in northern, central and southern Vietnam, who were selected based on convenience.","Entity refers to institutions, not education/literacy factors impacting ADRD."
39888173,diploma nursing students,No,[],"A cross-sectional study was conducted in four medical schools educating 3-year and 4-year diploma nursing students in northern, central and southern Vietnam, who were selected based on convenience.","Entity refers to a student group, not an education/literacy factor."
39888173,knowledge about dementia,No,[],A self-administered questionnaire consisted of 34 true-false questions evaluating students' knowledge about dementia (Alzheimer's Disease Knowledge Scale) and 20 items using a five-point Likert scale assessing their attitudes toward dementia (Dementia Attitudes Scale) was used.,"Entity is related to dementia knowledge, not education or literacy."
39888173,Alzheimer's Disease Knowledge Scale,No,[],A self-administered questionnaire consisted of 34 true-false questions evaluating students' knowledge about dementia (Alzheimer's Disease Knowledge Scale) and 20 items using a five-point Likert scale assessing their attitudes toward dementia (Dementia Attitudes Scale) was used.,"This is a tool to measure knowledge, not an education factor itself."
39888173,4-year diploma program,Yes,['education_level'],"Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).",Represents a specific level of formal education completed.
39888173,academic performance,Yes,['education_level'],"Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).",Academic performance reflects educational attainment and its impact on dementia knowledge.
39910599,medical and nursing students,No,[],This study compared the knowledge and attitudes of medical and nursing students at a Nigerian university toward Alzheimer's Disease and Related Dementias (ADRD).,"Entity represents a population group, not an education/literacy factor."
39910599,dementia education,Yes,['education_quality'],The study highlights gaps in dementia education among medical and nursing students in Ibadan.,Refers to the quality and content of educational interventions.
39821948,education,Yes,['education_level'],"Pre-specified subgroups were defined by dementia risk factors (age, sex, education, apolipoprotein E [APOE] genotype, cognitive status, and cardiovascular risk factors).",Education is listed as a dementia risk factor.
39791378,education,Yes,['education_level'],"A composite CR score was generated by integrating education, occupational complexity, mental activity, and social support, using structural equation modeling.",Education is a component of cognitive reserve linked to cognitive function.
39791378,educational attainment,Yes,['education_level'],"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Educational attainment represents the highest level of schooling completed.
39791248,online education,Yes,['education_quality'],To investigate whether online education about dementia risk reduction may be a low-level means to increase knowledge and support self-management of modifiable dementia risk factors.,Online education is a form of learning delivery method.
39791248,e-learning course,Yes,['education_level'],"A pre-post study was conducted with Dutch community-dwelling individuals who registered for a free e-learning course called ""Keep your brain healthy"".",E-learning course represents a form of formal learning opportunity.
39791248,knowledge on dementia risk reduction,No,[],"The survey covered user experience, knowledge on dementia risk reduction, motivation for, and engagement in, health behaviors.","Entity relates to knowledge about risk reduction, not education/literacy itself."
39791216,education,Yes,['education_level'],"The study was conducted in the setting of the Mayo Clinic Study of Aging, including participants aged ≥ 50 years with information on demographics (i.e., age, sex, education), NPS (i.e., Neuropsychiatric Inventory Questionnaire; Beck Depression and Anxiety Inventories), at least one AD biomarker (i.e., plasma-, neuroimaging- and/or cerebrospinal fluid [CSF]-derived), and at least 2 repeated neuropsychological assessments.",Education is listed as a demographic factor influencing cognitive decline.
39713874,lower education,Yes,['education_level'],"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.",Lower education level is a risk factor for dementia progression.
39713874,lower education levels,Yes,['education_level'],"From a large community-based cohort study on the residents in Chongqing, we have identified that mild cognitive impairment (MCI) and dementia share several common risk factors, including age, female gender, rural living, lower education levels, and a medical history of stroke.",Lower education levels are a risk factor for MCI and dementia.
39713874,education levels,Yes,['education_level'],"Several factors contribute to the progression of MCI into dementia including age, education levels, occupation, and a medical history of hypertension and epilepsy.",Entity refers to the stage of schooling completed by individuals.
39711331,higher education,Yes,['education_level'],"Female sex (aOR 0.85; 95% confidence interval [CI]: 0.80, 0.91) and higher education (aOR 0.9, 95% CI: 0.84, 0.97) were associated with lower odds of care-resistant behavior.",Higher education level is associated with lower odds of care-resistant behavior.
39711331,higher educational attainment,Yes,['education_level'],Female sex and higher educational attainment were associated with a lower likelihood of exhibiting care-resistant behavior.,Higher educational attainment is linked to lower care-resistant behavior.
39869903,education,Yes,['education_quality'],"Moreover, many guidelines emphasize the importance of providing education and web-based resources for dementia prevention.",The sentence discusses the importance of providing education for dementia prevention.
39869903,knowledge,Yes,['literacy'],"Improved knowledge of modifiable risk factors for dementia may help engage people to reduce their risk, with beneficial impacts on individual and public health.",Knowledge of risk factors relates to health literacy.
39869903,education platform,Yes,['education_quality'],"We created DementiaRisk, an award-winning, web- and email-based education platform for the public focused on modifiable risk factors, featuring multimedia e-learning and email ""microlearning"" content, to help raise awareness and improve knowledge of actions to reduce dementia risk.",Describes a specific method/tool for providing education related to dementia risk.
39869903,knowledge of dementia risk factors,No,[],"This protocol describes a randomized controlled trial to (1) evaluate whether exposure to DementiaRisk changes knowledge of dementia risk factors, intention to engage in risk reduction activities, and health behaviors related to dementia risk reduction and to (2) explore qualitative aspects including participants' engagement and satisfaction with the intervention and barriers and facilitators to use.","Entity is about knowledge, not education or literacy factor."
39865315,years of education,Yes,['years_of_education'],"Our approach involved a univariate analysis using Analysis of Covariance (ANCOVA) to analyze individual features of six RMTs while adjusting for variables such as age, sex, years of education, clinical site, BMI and season.",Entity represents the duration of formal schooling completed by individuals.
39794733,education level,Yes,['education_level'],"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Entity directly refers to the highest level of schooling completed.
39773296,education,Yes,"['education_level', 'years_of_education']","Subsequently, our multivariable analyses identified 41 variables that were significantly associated with at least one cognitive function, spanning categories such as education, socioeconomic status, lifestyle factors, body measurements, mental health, medical conditions, early life factors, and household characteristics.",Education is a broad category encompassing level and duration.
39775724,cognitive reserve,No,[],"A comprehensive latent measure of cognitive reserve incorporated domains from all stages of life: education, occupational attainment and later-life engagement in leisure activities.","Cognitive reserve is a concept, not a direct education/literacy factor."
39775724,education,Yes,"['education_level', 'years_of_education']","A comprehensive latent measure of cognitive reserve incorporated domains from all stages of life: education, occupational attainment and later-life engagement in leisure activities.",Education is a component of cognitive reserve impacting dementia progression.
39965544,years of education,Yes,['years_of_education'],"LBD group had lower years of education, income, subjective social status than controls, with larger differences for males than females (p < 0.05 for all).",Lower years of education associated with LBD group compared to controls.
39965544,education quality,Yes,['education_quality'],"For the overall cohort, being ethnoracial minoritized, sexual and gender minoritized, and having lower education quality were associated with younger age at symptom onset (p < 0.049 for all).",Lower education quality associated with younger symptom onset.
39686610,education,Yes,['education_level'],"Older age (d = 0.75), lower education (d = 0.50), and higher dementia risk (d = 0.36) were associated significantly with slower learning rates.",Lower education level is associated with slower learning rates.
39587737,cognitive reserve,No,['Undefined'],CR was residual variance in an episodic memory composite after partialing out MRI markers.,"Cognitive reserve is a concept, not an education/literacy factor."
39587737,Marital status,No,['Undefined'],"Marital status was associated with CR, but not BH.","Marital status is a social factor, not education/literacy."
39413721,brain health education,Yes,['literacy'],"Questions from a previously used interview guide were leveraged and addressed knowledge about the brain, perceptions of healthy and unhealthy aging, ideas of how to care for the brain, where knowledge was acquired, and suggestions for disseminating brain health education.",Education on brain health relates to health literacy and understanding.
39413721,education,Yes,['access_to_education'],"Suggestions for disseminating education included media, clinics, churches, libraries, and community centers, with consideration of possible barriers and facilitators to behavior change (e.g., finances, prioritizing family).",Discusses dissemination methods for education related to ADRD prevention.
39413721,education,Yes,['literacy'],Takeaways include the need for increasing education on normative versus nonnormative memory loss and signs of ADRD beyond memory impairment.,Increasing education on ADRD signs relates to health literacy.
39317176,education,Yes,['education_level'],"Unidimensionality of the SMCQ was evaluated with confirmatory factor analysis. Differential item functioning (DIF) of the SMCQ was assessed across age, sex, education, and ethnicity/language using item response theory/logistic ordinal regression.",Education is used as a demographic variable related to cognitive status.
39317176,education level,Yes,['education_level'],"Significant item-level DIF was detected by education level and ethnicity/language, but not by age or sex; when detected, DIF was not salient (i.e., adverse).",The sentence discusses the impact of education level on DIF.
38899350,education,No,[],This is a narrative summary of new ideas and concepts on the differences in the chance of developing dementia or Alzheimer's disease between men and women.,"Sentence is background information, not related to ADRD impact."
39702338,education,Yes,['education_level'],"Sociodemographic data on education, occupational attainment, civil and caregiver status were gathered.",Education is a sociodemographic factor linked to ADRD willingness.
39702338,educational attainment,Yes,['education_level'],Women were significantly younger and had lower educational attainment compared with men.,Educational attainment is a measure of education level completed.
39702338,years of education,Yes,['years_of_education'],Women with higher years of education were significantly less willing to undergo a lumbar puncture (p = 0.031).,Entity directly refers to the duration of formal schooling.
39659188,Technology literacy,Yes,['literacy'],"However, few studies have examined participant technological literacy skills or access as key social determinants of brain health in aging populations at risk of Alzheimer's disease and other dementias.",Technology literacy is a form of literacy relevant to health.
39659188,digital literacy skills,Yes,['literacy'],A self-administered questionnaire surveyed digital access and literacy skills in persons enrolled across various studies conducted at Emory Goizueta Alzheimer's Disease Research Center.,Digital literacy skills are a form of literacy relevant to ADRD research.
39659188,postgraduate-level education,Yes,['education_level'],"Of 1860 participants (mean age: 65.3 years (SD:11.4)) surveyed, 71.6% were women, 87.1% Whites, 10.4% African Americans, and 46.9% had postgraduate-level education.",Describes the highest level of schooling attained by participants.
39659188,digital access,Yes,['access_to_education'],Cognitively unimpaired participants had higher odds of digital access (OR:3.75; 95% CI:2.45-5.73) and skill (OR:1.22; 95% CI:1.14-1.30).,Digital access relates to obtaining learning opportunities via technology.
39659188,skill,No,[],Cognitively unimpaired participants had higher odds of digital access (OR:3.75; 95% CI:2.45-5.73) and skill (OR:1.22; 95% CI:1.14-1.30).,"Skill refers to digital literacy, not general education or literacy."
39659188,technology skills,Yes,['literacy'],Living in more disadvantaged neighborhoods was significantly associated with lower technology skills (OR:0.86; 95% CI:0.82-0.91).,Technology skills are a form of literacy relevant to ADRD research.
39659188,digital knowledge,Yes,['literacy'],"Improving digital knowledge, skill-building, and geographic access may encourage research participation especially in geographically remote or disadvantaged areas and help narrow sociodemographic and racial disparities existing in dementia research.",Digital knowledge is a form of literacy relevant to ADRD research.
39440702,lower education,Yes,['education_level'],"URPs include ethnoculturally minoritized, lower education (≤ 12 years), and rural populations.",Describes a specific level of educational attainment linked to ADRD research.
39403721,education,Yes,"['education_level', 'years_of_education']","For both racial/ethnic groups, older age and living in rural areas during schooltime increased the likelihood of being in the low-cognition class, whereas more education was associated with a lower likelihood.",More education linked to lower likelihood of low cognition.
