PMID,factor_relevance,entity,category,source_sentence,explanation
40320775,Yes,dancing,ADRD,"BackgroundDancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia;",Related to Alzheimer's disease or dementia
40320775,Yes,Alzheimer's disease,ADRD,"BackgroundDancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia;",Directly mentioned ADRD
40320775,Yes,dementia,ADRD,"BackgroundDancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia;",Directly mentioned ADRD
40320775,Yes,cognitive health,ADRD,"BackgroundDancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia;",Related to cognitive health and ADRD
40320775,Yes,mild cognitive impairment,ADRD,"BackgroundDancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia;",Related to ADRD condition
40298273,No,,,,
40267299,No,,,,
40261356,No,,,,
40261292,No,,,,
40249666,No,,,,
40107929,No,,,,
40082178,Yes,nutrition,Food,"Limited evidence suggests that better nutrition is associated with favourable AD plasma biomarker profiles and that PA is associated with less plasma NfL and Aβ, whilst poor sleep is associated with elevated plasma Aβ.",Nutrition is a food-related factor influencing AD biomarkers
40082178,Yes,Alzheimer's disease,ADRD,"Alzheimer's disease (AD) is a neurodegenerative disorder characterised by amyloid-β (Aβ), tau hyperphosphorylation and neurodegeneration.",Alzheimer's disease is a type of dementia
40082178,Yes,Aβ,ADRD,"Limited evidence suggests that better nutrition is associated with favourable AD plasma biomarker profiles and that PA is associated with less plasma NfL and Aβ, whilst poor sleep is associated with elevated plasma Aβ.",Amyloid-β is a biomarker for Alzheimer's disease
40082178,Yes,plasma biomarkers of AD,ADRD,"This review depicts the relationships between modifiable lifestyle factors (nutrition, physical activity (PA), sleep, alcohol consumption, smoking, and social isolation) and plasma biomarkers of AD: Aβ<sub>42</sub>, Aβ<sub>40</sub>, Aβ<sub>42/40,</sub> phosphorylated tau, total tau, neurofilament light chain (NfL) and glial fibrillary acidic protein.",Biomarkers for Alzheimer's disease diagnosis and monitoring
40072737,No,,,,
39949308,No,,,,
39922446,No,,,,
39720972,No,,,,
39589019,No,,,,
39562850,No,,,,
38668780,No,,,,
40262071,No,,,,
40705698,No,,,,
40415129,No,,,,
40413042,No,,,,
40469616,No,,,,
40203665,No,,,,
40209131,No,,,,
40203226,Yes,alcohol consumption,Food,"Moderate, heavy, and former heavy alcohol consumptions were associated with hyaline arteriolosclerosis and neurofibrillary tangles.",Alcohol consumption linked to ADRD neuropathology
40203226,Yes,Alzheimer disease pathology,ADRD,"Alzheimer disease pathology (neuritic plaques, amyloid deposition, and neurofibrillary tangles), Lewy body pathology, transactive DNA-binding protein 43, lacunar infarcts, hyaline arteriolosclerosis, and cerebral amyloid angiopathy were evaluated following international criteria using immunohistochemistry and hematoxylin and eosin staining.",ADRD pathology evaluated in relation to alcohol consumption
40203226,Yes,neurofibrillary tangles,ADRD,"Only heavy (OR 1.41, 95% CI 1.10-2.30, p = 0.012) and former heavy (OR 1.31, 95% CI 1.02-1.68, p = 0.029) alcohol consumptions were associated with neurofibrillary tangles.",Neurofibrillary tangles associated with heavy alcohol consumption
40203226,Yes,hyaline arteriolosclerosis,ADRD,"The association between impaired cognitive abilities and alcohol consumption was fully mediated by hyaline arteriolosclerosis (β 0.13, 95% CI 0.02-0.22, p = 0.012).",Hyaline arteriolosclerosis mediates alcohol's impact on cognition
40431348,Yes,dietary habits,Food,"Chronic low-grade inflammation is emerging as a shared mechanism underlying both conditions, and this inflammatory state can be worsened by dietary habits.",Dietary habits influence inflammation
40431348,Yes,high-glycemic foods,Food,"During menopause, mood and sleep disturbances can influence dietary behavior, leading to enhanced snacking and consumption of high-glycemic and comfort foods.",High-glycemic foods affect dietary behavior
40431348,Yes,comfort foods,Food,"During menopause, mood and sleep disturbances can influence dietary behavior, leading to enhanced snacking and consumption of high-glycemic and comfort foods.",Comfort foods influence dietary behavior
40431348,Yes,Western diet pattern,Food,Their consumption combined (or not) with a preexisting Western diet pattern-already linked to inflammation-could reinforce systemic inflammation involving the gut-brain axis.,Western diet linked to inflammation
40431348,Yes,Alzheimer's disease,ADRD,"Diseases such as major depressive disorder (MDD) and Alzheimer's disease (AD) are more prevalent in women and may be influenced by hormonal transitions, particularly during menopause.",Alzheimer's disease prevalence in women
40324770,No,,,,
40442881,Yes,high polyphenol snacks,Food,"We report the feasibility and cognitive outcomes of a stage 1b randomized trial testing 3 months of home-delivered high polyphenol snacks (e.g., nuts, berries) and online speed of processing training among older adults with 12 or fewer years of education.",Food entity related to ADRD prevention
40442881,Yes,polyphenol-rich snacks,Food,"One hundred eighty participants were randomized to polyphenol-rich snacks and online cognitive training, polyphenol snacks and online control games, control snacks and cognitive training, or control snacks and control games.",Food entity related to ADRD prevention
40442881,Yes,cognitive decline,ADRD,The study focused on adults with low education; a group with a high risk for cognitive decline.,ADRD entity related to cognitive decline
40442881,Yes,dementia prevention,ADRD,The study establishes the feasibility of dementia prevention targeting adults with low education.,ADRD entity related to prevention
40407095,No,,,,
40404275,No,,,,
40371732,No,,,,
40357887,No,,,,
40331508,No,,,,
40304268,No,,,,
40245823,No,,,,
40232259,Yes,healthy dietary patterns,Food,"BackgroundHealthy dietary patterns have been linked to reduced risks for cardiovascular diseases and dementia, making nutrition an essential part of a comprehensive approach for dementia prevention.",Linked to reduced dementia risk
40232259,Yes,dementia,ADRD,"BackgroundHealthy dietary patterns have been linked to reduced risks for cardiovascular diseases and dementia, making nutrition an essential part of a comprehensive approach for dementia prevention.",Disease linked to dietary patterns
40232259,Yes,healthy diet,Food,"Consumption of a healthy diet was moderate (Median = 4, IQR = 2).",Assessed in relation to dementia risk
40232259,Yes,dementia risk,ADRD,Knowledge about factors associated with a healthy diet in people with increased dementia risk is scarce.,Associated with healthy diet
40116688,No,,,,
40084665,No,,,,
40055039,Yes,Healthy Eating Index (HEI-2015),Food,"Five dietary pattern scores were calculated utilizing one (1999-2002) or two repeated (2003-2016) 24hr dietary recalls, including the Healthy Eating Index (HEI-2015), the healthful plant-based diet index (hPDI), the alternate Mediterranean diet (aMED), the Dietary Approach to Stop Hypertension diet (DASH), and the Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND) scores.",Dietary pattern score related to cognitive health
40055039,Yes,Alternate Mediterranean diet (aMED),Food,"Higher aMED score was associated with a lower risk of AD mortality (HR<sub>T3</sub><sub>vs T1</sub>: 0.72, 95 % CI, 0.52-1.00, p-trend = 0.041).",Associated with lower AD mortality risk
40055039,Yes,Mediterranean-DASH Intervention for Neurodegeneration Delay diet (MIND),Food,"Higher aMED, MIND, HEI-2015, and hPDI were associated with lower odds of p-MCI.",Linked to lower odds of cognitive impairment
40055039,Yes,Alzheimer's disease (AD) mortality,ADRD,We utilized Cox proportional hazard models to evaluate the associations of these dietary pattern scores with AD mortality.,Outcome related to dietary patterns
40055039,Yes,Psychometric mild cognitive impairment (p-MCI),ADRD,"In a sub-sample of 2,713 participants in NHANES 2011-2014, 432 individuals had prevalent psychometric mild cognitive impairment (p-MCI).",Cognitive condition associated with dietary patterns
40055039,Yes,Vegetables and nuts,Food,"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Food items associated with cognitive health benefits
40055039,Yes,Sweets,Food,"The potential contributors to these associations included higher intake levels of vegetables and nuts, moderate alcohol consumption, and lower intake level of sweets.",Food item with lower intake associated with benefits
39878054,No,,,,
39786627,No,,,,
39630270,No,,,,
39547823,No,,,,
39477251,No,,,,
39349155,No,,,,
39180168,No,,,,
40305830,No,,,,
40294408,No,,,,
38916196,No,,,,
40264239,No,,,,
40163795,No,,,,
40138617,No,,,,
40313499,No,,,,
40250879,No,,,,
40217501,No,,,,
40200452,No,,,,
40244274,No,,,,
40346835,No,,,,
40277074,No,,,,
40249614,No,,,,
40207435,No,,,,
40189848,No,,,,
40189829,No,,,,
40148225,No,,,,
40072379,No,,,,
40025716,No,,,,
40019132,No,,,,
40007109,No,,,,
39916679,No,,,,
39889875,No,dementia,ADRD,We sought to synthesize the literature on environmental risk factors for dementia and mild cognitive impairment.,Dementia is a type of ADRD
39889875,No,Alzheimer's disease dementia,ADRD,"As a secondary objective, we examined risk factors for two common phenotypes of dementia: Alzheimer's disease dementia and vascular dementia.",Alzheimer's disease dementia is a subtype of ADRD
39889875,No,vascular dementia,ADRD,"As a secondary objective, we examined risk factors for two common phenotypes of dementia: Alzheimer's disease dementia and vascular dementia.",Vascular dementia is a subtype of ADRD
39889875,No,mild cognitive impairment,ADRD,We sought to synthesize the literature on environmental risk factors for dementia and mild cognitive impairment.,Mild cognitive impairment is related to ADRD
39824702,No,,,,
39709278,No,,,,
39571734,No,,,,
39558706,No,,,,
39494682,No,,,,
39390793,No,,,,
39367595,No,,,,
39244503,No,,,,
38273182,No,,,,
40283750,No,,,,
39878947,No,,,,
40108701,No,,,,
40074931,No,,,,
40065204,No,,,,
40045223,No,,,,
40042844,No,,,,
40156267,No,,,,
40123183,No,,,,
40110699,No,,,,
40110684,No,,,,
40096973,No,,,,
40086910,No,,,,
40044393,Yes,healthy diet,Food,"We constructed the lifestyle score based on no current smoking, moderate alcohol consumption, regular physical activity, healthy diet, adequate sleep duration, less sedentary behavior, and frequent social contact.",Represents a dietary pattern associated with dementia risk.
40044393,Yes,dementia,ADRD,"Over a median follow-up of 12.43 y, 1605 all-cause dementia (ACD) cases were documented, including 646 Alzheimer's dementia (AD) cases and 427 vascular dementia (VaD) cases.",Type of cognitive disorder related to ADRD.
40044393,Yes,Alzheimer's dementia,ADRD,"Over a median follow-up of 12.43 y, 1605 all-cause dementia (ACD) cases were documented, including 646 Alzheimer's dementia (AD) cases and 427 vascular dementia (VaD) cases.",Specific type of dementia related to ADRD.
40044393,Yes,vascular dementia,ADRD,"Over a median follow-up of 12.43 y, 1605 all-cause dementia (ACD) cases were documented, including 646 Alzheimer's dementia (AD) cases and 427 vascular dementia (VaD) cases.",Type of dementia related to vascular factors and ADRD.
40042433,No,,,,
40026013,No,,,,
40015756,No,,,,
40015754,No,,,,
39961183,No,,,,
39893793,No,,,,
39888173,No,,,,
39746450,No,,,,
39679452,No,,,,
39667551,No,,,,
38839099,No,,,,
40053723,No,,,,
39965199,No,,,,
39910599,No,,,,
39904782,No,,,,
39863327,Yes,ultra-processed food consumption,Food,"Among participants who were <68 years of age at baseline, each serving per day of ultra-processed food was associated with 13 % increased risk for Alzheimer's disease (HR = 1.13, 95 % CI:1.03-1.25), and consumption of ≥10 servings/day vs. <10 servings/day of ultra-processed food was associated with a 2.7-fold increase in Alzheimer's disease risk (HR = 2.71, 95 % CI:1.18-6.24), after adjustment for age, sex, education, total energy, metabolic factors and diet quality.",Linked to Alzheimer's disease risk increase
39863327,Yes,Alzheimer's disease,ADRD,"Among participants who were <68 years of age at baseline, each serving per day of ultra-processed food was associated with 13 % increased risk for Alzheimer's disease (HR = 1.13, 95 % CI:1.03-1.25), and consumption of ≥10 servings/day vs. <10 servings/day of ultra-processed food was associated with a 2.7-fold increase in Alzheimer's disease risk (HR = 2.71, 95 % CI:1.18-6.24), after adjustment for age, sex, education, total energy, metabolic factors and diet quality.",Risk associated with ultra-processed food consumption
39863327,Yes,dementia,ADRD,"During a mean follow-up of 12.7 ± 6.0 years, 224 and 172 individuals were diagnosed with all-cause dementia and Alzheimer's disease, respectively.",Diagnosed during follow-up period
39863327,Yes,ultra-processed food,Food,"Ultra-processed food consumption is emerging as a risk factor for various cardiometabolic diseases, however its association with dementia and Alzheimer's disease has rarely been explored.",Emerging risk factor for cardiometabolic diseases
39821948,No,,,,
39817562,No,,,,
39814524,No,,,,
39809343,No,,,,
39801125,No,,,,
39801084,No,,,,
39791378,No,,,,
39791248,Yes,dementia risk reduction,ADRD,To investigate whether online education about dementia risk reduction may be a low-level means to increase knowledge and support self-management of modifiable dementia risk factors.,Related to Alzheimer's disease and dementia risk
39791248,Yes,diet,Food,"The e-learning covers seven themes delivered week-by-week covering cognitive and physical activity, diet, and cardiovascular health, amongst others.",Food factor related to dementia risk reduction
39791248,Yes,Mediterranean diet adherence,Food,"Improvements over time were seen in knowledge of dementia risk reduction, Mediterranean diet adherence, social contact satisfaction, and motivation for physical activity.",Specific diet related to dementia risk reduction
39791248,Yes,brain-healthy lifestyles,ADRD,"This e-learning program was positively perceived, increased knowledge of dementia risk reduction, and promoted engagement in brain-healthy lifestyles.",Lifestyle related to Alzheimer's disease and dementia
39791216,No,,,,
39713874,No,,,,
39711331,No,,,,
39641412,No,,,,
39612942,No,,,,
39608496,Yes,dietary folate intake,Food,We performed mutation analysis via whole exome and Sanger sequencing in 2431 cases and 1265 healthy controls and the food frequency-based dietary folate intake assessment.,Folate intake is a food factor
39608496,Yes,folate,Food,Mandatory folate fortification nullified this association.,Folate is a food factor
39608496,Yes,Alzheimer's,ADRD,"MTHFR rs1801133 variant demonstrated ≥4.49-fold increased risk for respiratory distress, recurrent pregnancy loss (RPL), ischemic stroke, autism, global developmental delay, dysplasia, myoclonic jerks, intellectual disability, aggressive behavior, motor delay, Alzheimer's, cerebellar atrophy, failure to thrive, cerebral atrophy, increased tendon reflexes, and spasticity (p < 0.0001).",Alzheimer's is a type of ADRD
39607591,No,,,,
39299872,No,,,,
39237792,No,,,,
39214523,No,,,,
39179761,No,,,,
39060956,No,,,,
39869903,No,,,,
39865315,No,,,,
39847109,No,,,,
39844123,No,,,,
39665593,No,,,,
39804889,No,,,,
39794733,Yes,food security,Food,"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Food security is a food-related factor.
39794733,Yes,cognitive performance,ADRD,The study found a negative association between the accumulation of unfavorable SDoH factors and cognitive performance.,Cognitive performance is related to Alzheimer's disease risk.
39794733,Yes,dementia,ADRD,Actively investigating the relationship between these factors may be a crucial strategy for delaying dementia onset.,Dementia is a form of Alzheimer's disease.
39794733,Yes,CERAD,ADRD,"Cognitive performance was evaluated using three tests: the Digit Symbol Substitution Test (DSST) for processing speed, the Animal Fluency Test (AFT) for executive function, and a subtest from the Coalition to Establish an Alzheimer's Disease Registry (CERAD) for memory.",CERAD is related to Alzheimer's disease registry.
39773296,No,,,,
39775724,No,,,,
39761547,No,,,,
39965544,No,,,,
39878295,No,,,,
39814528,No,,,,
39814522,No,,,,
39800468,No,,,,
39800460,Yes,alcohol consumption,Food,"Various measurements (neurocognitive assessment, blood pressure) and survey responses (demographics, cognitive, social, and physical activity, smoking, alcohol consumption, body height and weight, depression, and previous diagnoses) were collected approximately every four years.",Alcohol consumption is a dietary factor.
39800460,Yes,dementia,ADRD,"Within those aged 60-64 years at baseline (n=2,409), 211 cases of incident MCI/dementia were recorded over a median follow-up time of 12.2 years.",Dementia is a type of ADRD.
39800460,Yes,MCI/dementia,ADRD,"On average, individuals' LIBRA and ANU-ADRI<sub>mod</sub> increased (i.e., worsened) over time, but individuals whose scores increased one standard deviation (SD) less had a 19.0-24.6% lower risk for MCI/dementia (hazard ratio (95% confidence interval): LIBRA<sub>change over time</sub>=0.754 (0.664-0.857), ANU-ADRI<sub>mod, change over time</sub>=0.810 (0.71-0.915)), while controlling for the risk score at baseline and multiple potential confounders.",MCI/dementia refers to ADRD conditions.
39800460,Yes,brain healthy lifestyle,Food,"A brain healthy lifestyle, consisting of good cardiometabolic health and being cognitively and socially active in midlife, is associated with a lower risk of cognitive decline years later.",Lifestyle includes dietary habits.
39799941,Yes,maternal diet,Food,"An intricate relationship exists between maternal nutrition and adult eating behavior, metabolic phenotype, and cognitive abilities.",Maternal diet affects cognitive abilities and AD risk
39799941,Yes,Alzheimer's disease,ADRD,"The objective of the present review was to collect available data, suggesting a link between maternal overnutrition and the latter impairment of cognitive functions in the progeny, and to relate this relationship with Alzheimer's disease (AD).",AD linked to maternal diet and cognitive impairment
39799941,Yes,unbalanced maternal diet,Food,We first reviewed studies showing an association between unbalanced maternal diet and cognitive impairments in the progeny in humans and rodent models.,Unbalanced maternal diet linked to cognitive impairments
39799941,Yes,cognitive impairments,ADRD,"Indeed, cognitive impairments are major behavioral signs of AD.",Cognitive impairments are a sign of AD
39799941,Yes,gut microbiota,Food,We also discussed the involvement of progeny's gut microbiota in the maternal diet-induced vulnerability to metabolic and neurodegenerative diseases.,Gut microbiota linked to maternal diet and AD risk
39761458,No,,,,
39686610,No,,,,
39654300,No,,,,
39587737,No,,,,
39527039,No,,,,
39431763,No,,,,
39413721,Yes,lifestyle changes,Food,"Messaging may benefit from utilizing analogies, considering familism and spirituality, and highlighting lifestyle changes that do not carry a financial burden or place blame on individuals.",Lifestyle changes can include dietary habits
39413721,Yes,Alzheimer's disease and related dementias (ADRD),ADRD,Latinos living in the US are disproportionately impacted by Alzheimer's disease and related dementias (ADRD).,ADRD is the condition being studied
39413721,Yes,brain health,ADRD,"The present study aimed to explore perspectives on brain health and aging among middle-aged Latinos living in Chicago, IL.",Brain health is related to ADRD prevention
39413721,Yes,physical health,Food,"Brain health promotion is largely viewed as actionable (spanning physical health, cognitively stimulating activities, emotional wellbeing, medical self-management, and social connectedness);",Physical health can be influenced by diet
39401748,No,,,,
39317176,No,,,,
39046920,No,,,,
38988188,No,,,,
38899350,No,,,,
38327121,No,,,,
37981800,No,,,,
36416227,No,,,,
39719081,No,,,,
39586043,No,,,,
39727199,No,,,,
39702338,No,,,,
39550784,No,,,,
39656992,No,,,,
39767463,No,,,,
39630495,No,,,,
39687720,No,,,,
39659188,No,,,,
39623940,No,,,,
39620840,No,,,,
39618111,No,,,,
39533950,No,,,,
39440702,No,,,,
39403721,No,,,,
39387147,Yes,diet,Food,"A lifestyle index was created based on smoking status, alcohol consumption, physical activity, social connections, sleep duration, diet, and sedentary behavior.",Diet is a food-related factor.
39387147,Yes,dementia,ADRD,"The HRs (95% CIs) for all-cause dementia, AD, and VD comparing participants with low SES and the least healthy lifestyle versus those with high SES and the healthiest lifestyle were 1.82 (1.56-2.11), 1.51 (1.20-1.90), and 2.56 (1.81-3.61), respectively.",Dementia is a type of ADRD.
39387147,Yes,Alzheimer's disease,ADRD,"The HRs (95% CIs) for all-cause dementia, AD, and VD comparing participants with low SES and the least healthy lifestyle versus those with high SES and the healthiest lifestyle were 1.82 (1.56-2.11), 1.51 (1.20-1.90), and 2.56 (1.81-3.61), respectively.",Alzheimer's disease is a subtype of ADRD.
39387147,Yes,vascular dementia,ADRD,"The HRs (95% CIs) for all-cause dementia, AD, and VD comparing participants with low SES and the least healthy lifestyle versus those with high SES and the healthiest lifestyle were 1.82 (1.56-2.11), 1.51 (1.20-1.90), and 2.56 (1.81-3.61), respectively.",Vascular dementia is a subtype of ADRD.
39375835,No,,,,
39349066,No,,,,
39307174,No,,,,
39276711,No,,,,
39171655,No,,,,
38994689,No,,,,
38404021,Yes,eating problems,Food,"Eating problems frequently occur in people with dementia with Lewy bodies (DLB), but few studies have investigated the clinical background of this phenomenon.",Eating problems related to dementia with Lewy bodies
38404021,Yes,dementia with Lewy bodies,ADRD,"Eating problems frequently occur in people with dementia with Lewy bodies (DLB), but few studies have investigated the clinical background of this phenomenon.",Type of dementia associated with eating problems
38404021,Yes,dysphagia,Food,"The worsening of eating problems was related to dysphagia (<i>β</i> = 0.24, <i>p</i> = 0.03), apathy (<i>β</i> = 0.23, <i>p</i> = 0.05), and nighttime behavior (<i>β</i> = 0.24, <i>p</i> = 0.04).",Swallowing difficulty related to eating problems
38404021,Yes,constipation,Food,"The participant-physician kappa coefficient for physician understanding of constipation, weight loss, dysphagia, weight gain, and increase in appetite was significantly lower than the corresponding participant-caregiver kappa coefficient (<i>p</i>-value of five symptoms < 0.01).",Symptom related to eating problems and physician understanding
38404021,Yes,weight loss,Food,"The participant-physician kappa coefficient for physician understanding of constipation, weight loss, dysphagia, weight gain, and increase in appetite was significantly lower than the corresponding participant-caregiver kappa coefficient (<i>p</i>-value of five symptoms < 0.01).",Symptom related to eating problems and physician understanding
38404021,Yes,weight gain,Food,"The participant-physician kappa coefficient for physician understanding of constipation, weight loss, dysphagia, weight gain, and increase in appetite was significantly lower than the corresponding participant-caregiver kappa coefficient (<i>p</i>-value of five symptoms < 0.01).",Symptom related to eating problems and physician understanding
38404021,Yes,increase in appetite,Food,"The participant-physician kappa coefficient for physician understanding of constipation, weight loss, dysphagia, weight gain, and increase in appetite was significantly lower than the corresponding participant-caregiver kappa coefficient (<i>p</i>-value of five symptoms < 0.01).",Symptom related to eating problems and physician understanding
39576984,No,,,,
39576972,No,,,,
39571150,Yes,Alzheimer disease,ADRD,Lifestyle behavior change and mindfulness have direct and synergistic effects on cognitive functioning and may prevent Alzheimer disease and Alzheimer disease-related dementias (AD/ADRD).,Directly related to ADRD
39571150,Yes,Alzheimer disease-related dementias,ADRD,Lifestyle behavior change and mindfulness have direct and synergistic effects on cognitive functioning and may prevent Alzheimer disease and Alzheimer disease-related dementias (AD/ADRD).,Directly related to ADRD
39571150,Yes,AD/ADRD,ADRD,Lifestyle behavior change and mindfulness have direct and synergistic effects on cognitive functioning and may prevent Alzheimer disease and Alzheimer disease-related dementias (AD/ADRD).,Abbreviation for ADRD
39571150,Yes,nutrition,Food,"The secondary outcomes are cognitive function and lifestyle (physical activity, sleep, nutrition, alcohol and tobacco use, and mental and social activity) behaviors.",Related to dietary habits
39545364,No,,,,
39497309,No,,,,
39497306,No,,,,
39497305,Yes,nutritional status,Food,Education attainment and nutritional status were significantly associated with MMSE scores in the hospitalized Chinese elderly.,Associated with cognitive impairment in elderly
39497305,Yes,cognitive impairment,ADRD,Higher education and better nutritional status are protective factors for the development of cognitive impairment in the hospitalized elderly Chinese population.,Linked to nutritional status and education
39497305,Yes,MMSE scores,ADRD,Education attainment and nutritional status were significantly associated with MMSE scores in the hospitalized Chinese elderly.,Measure of cognitive function
39497303,No,,,,
39440670,No,,,,
39418921,No,,,,
39406152,No,,,,
39392181,Yes,diet,Food,"Lifestyle factors included education, occupational attainment, physical activity, social engagement, diet, and mindfulness.",Mentioned as a lifestyle factor related to cognitive reserve
39392181,Yes,dementia,ADRD,These findings support integrating APOE ε4 genetic screening into personalized prevention strategies to enhance interventions aimed at preserving cognitive function and delaying dementia onset in at-risk populations.,"Related to the outcome of interest, ADRD"
