PMID,factor_relevance,entity,category,source_sentence,explanation
40457220,No,Mild Cognitive Impairment (MCI),AD/ADRD,"This study, based on data from the 2020 China Health and Retirement Longitudinal Study (CHARLS), focuses on older adults with functional disability as the target population.",Primary focus of the study as a precursor to ADRD.
40456118,No,dementia-related stigma,AD/ADRD,Dementia-related stigma is a significant global health concern.,"Stigma impacts public perception of dementia, affecting quality of life."
40456118,No,stereotypes: 'a burden to society',AD/ADRD,A total of four main themes were identified including: (i) dementia stereotypes: 'a burden to society';,Stereotypes perpetuate negative perceptions of dementia.
40456118,No,discrimination and denied dignity,AD/ADRD,(ii) discrimination and denied dignity: 'discrimination exists in public spaces';,Discrimination affects social inclusion of people with dementia.
40456118,No,devaluing the lives of people with dementia,AD/ADRD,(iii) devaluing the lives of people with dementia: 'society should legalize euthanasia';,Devaluation reflects societal attitudes toward dementia.
40545557,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Elucidating barriers and facilitators to research participation is especially important in Asian American, Native Hawaiian, and Pacific Islander (AANHPI) populations, who are significantly underrepresented in Alzheimer's disease and related dementias (ADRD) research.",Primary health condition studied in the research context.
40524437,No,,,,
40432270,No,dementia,AD/ADRD,This paper details the protocol for designing and evaluating a co-produced multilingual dementia education intervention named Dementia Friends Unite.,Dementia is the focus of the education initiative.
40432270,No,cost-benefit analysis,Economic_stability,maintenance through a cost-benefit analysis.,Cost-benefit analysis relates to economic evaluation.
40340427,No,Primary progressive aphasia (PPA),AD/ADRD,Primary progressive aphasia (PPA) is a neurodegenerative syndrome that impairs language and speech abilities.,PPA is a neurodegenerative syndrome classified under ADRD.
40320775,No,Alzheimer's disease,AD/ADRD,"Dancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia;",Mentioned as a condition in the study population.
40320775,No,dementia,AD/ADRD,"Dancing may be protective for cognitive health among adults with mild cognitive impairment, Alzheimer's disease or dementia;",Mentioned as a condition in the study population.
40298273,No,loss of his job,Economic_stability,"In addition to these progressive behavioral deficits, he had significant difficulties with executive functioning, leading to the loss of his job and inability to independently perform instrumental activities of daily living.",Job loss is an economic stability factor linked to ADRD progression.
40298273,No,behavioral variant frontotemporal dementia (bvFTD),AD/ADRD,"Based on this individual's clinical presentation, reported history, and neuroimaging findings, we concluded that his condition was most consistent with a diagnosis of behavioral variant frontotemporal dementia (bvFTD), rather than another psychiatric diagnosis.",bvFTD is a subtype of ADRD associated with behavioral deficits.
40267299,No,,,,
40261356,No,,,,
40261292,No,,,,
40249666,No,,,,
40107929,No,Alzheimer's disease dementia (AD),AD/ADRD,"This study identifies neuropsychiatric syndromes and investigates their relationship with neuroimaging in Alzheimer's disease dementia (AD), dementia with Lewy bodies (DLB), and mild cognitive impairment (MCI).",Study focuses on ADRD subtypes and their neuroimaging correlates.
40107929,No,dementia with Lewy bodies (DLB),AD/ADRD,"This study identifies neuropsychiatric syndromes and investigates their relationship with neuroimaging in Alzheimer's disease dementia (AD), dementia with Lewy bodies (DLB), and mild cognitive impairment (MCI).",DLB is a subtype of ADRD analyzed in the study.
40107929,No,mild cognitive impairment (MCI),AD/ADRD,"This study identifies neuropsychiatric syndromes and investigates their relationship with neuroimaging in Alzheimer's disease dementia (AD), dementia with Lewy bodies (DLB), and mild cognitive impairment (MCI).",MCI is a precursor to ADRD included in the analysis.
40107929,No,psychosis,AD/ADRD,"Three factors (psychosis, agitation, and affective disturbance) were extracted for AD.",Neuropsychiatric symptom associated with ADRD subtypes.
40107929,No,agitation,AD/ADRD,A positive relationship between agitation and cerebral volume in the left middle frontal gyri and left caudate was observed in AD.,Behavioral symptom linked to ADRD neuroimaging patterns.
40107929,No,affective disturbance,AD/ADRD,"Three factors (psychosis, agitation, and affective disturbance) were extracted for AD.",Emotional symptom associated with ADRD progression.
40082178,No,,,,
40072737,No,ADRD,ADRD,Alzheimer's disease and related dementias (ADRD) disproportionately impact Latinos in the US.,Mentions ADRD as the health outcome of interest.
40072737,No,brain health,ADRD,"Most middle-aged Latinos believed brain health is actionable, while concern for ADRD, awareness of ways to protect the brain, and engagement in science-based protective behaviors was variable.",Refers to brain health as a modifiable factor for ADRD.
39949308,No,Alzheimer's disease,AD/ADRD,This study aimed to investigate the effectiveness of Brief Behavioral Activation Therapy (BBAT) on apathy symptoms in older adults with Alzheimer's disease (AD) in a medical center facility.,Condition studied in the research.
39922446,No,,,,
39720972,No,,,,
39589019,No,Quality of life (QoL),AD/ADRD,Higher levels of negative affect are significantly associated with increased ADRD risk while more frequently attending religious services is significantly associated with reduced ADRD risk.,QoL factors like affect are linked to ADRD risk.
39589019,No,Religion/spirituality (R/S),AD/ADRD,More frequently attending religious services is significantly associated with reduced ADRD risk.,R/S participation mediates ADRD risk.
39562850,No,Alzheimer's disease (AD),AD/ADRD,"Alzheimer's disease (AD)-focused recruitment research registries can help identify eligible participants for AD studies, but registry participation is limited among racial and ethnic groups most at risk for AD.",Directly references Alzheimer's disease as the focus of the study.
39562850,No,AD-focused research registries,AD/ADRD,"Alzheimer's disease (AD)-focused recruitment research registries can help identify eligible participants for AD studies, but registry participation is limited among racial and ethnic groups most at risk for AD.",Mentions a tool for Alzheimer's research recruitment.
38668780,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Timely clinical diagnosis of Alzheimer's disease and related dementias (ADRD) is important for resource allocation, mitigating safety concerns, and improving quality of life.",Directly refers to the condition under study.
38668780,No,diagnosed ADRD,AD/ADRD,"US-born Black (OR = 1.74; 95% CI = 1.48-2.05), Hispanic (OR = 1.62; 95% CI = 1.14-2.29), and foreign-born Hispanic (OR = 1.63; 95% CI = 1.24-2.15) older adults, but not foreign-born Black or Asian older adults, had higher odds of diagnosed ADRD compared to US-born White older adults after adjusting for age and sex.",Refers to the clinical diagnosis of ADRD as an outcome.
40262071,No,,,,
40415129,No,Alzheimer's disease (AD),AD/ADRD,Early detection of Alzheimer's disease (AD) is vital in effectively implementing and promoting healthcare planning.,Study focuses on AD detection and awareness.
40415129,No,Alzheimer's Disease Knowledge Scale (ADKS),AD/ADRD,The questionnaire consisted of two sections: sociodemographic questions and the Arabic version of the Alzheimer's Disease Knowledge Scale (ADKS).,Tool to assess AD knowledge in participants.
40413042,No,Alzheimer's Disease and Related Dementias (ADRD),AD/ADRD,Planning Ahead is a randomised controlled trial to test the effectiveness of facilitated ACP in community-dwelling older adults including those with normal cognition and those with Alzheimer's Disease and Related Dementias (ADRD) who are at high risk of death.,Directly mentions ADRD as a study population.
40413042,No,cost,Economic_stability,"Secondary outcomes include decision-making quality, care at the end of life and cost.","Cost is listed as a secondary outcome, indicating economic focus."
40469616,Yes,socioeconomic status,Economic_stability,"Factors such as education, socioeconomic status, and limited public health interventions contribute to the development of Alzheimer's disease and other dementias.",Mentioned as a risk factor for ADRD.
40469616,Yes,Alzheimer's disease and other dementias,AD/ADRD,"Factors such as education, socioeconomic status, and limited public health interventions contribute to the development of Alzheimer's disease and other dementias.",Outcome studied in the context of socioeconomic factors.
40469616,Yes,MCI,AD/ADRD,"The study aimed to determine the prevalence of Mild Cognitive Impairment (MCI) and dementia in middle-aged and older adults from northern Peru, as well as identify possible associated risk factors.",Condition assessed as part of ADRD spectrum.
40469616,Yes,dementia,AD/ADRD,"The study aimed to determine the prevalence of Mild Cognitive Impairment (MCI) and dementia in middle-aged and older adults from northern Peru, as well as identify possible associated risk factors.",Primary outcome measured in the study.
40203665,No,Alzheimer's disease (AD),AD/ADRD,The main objective of the current study is to elucidate early clinical features of pathologically confirmed DLB without parkinsonism (DLB-nP) that potentially resemble Alzheimer's disease (AD).,AD is a primary focus of the study as a comparator to DLB.
40203665,No,Dementia with Lewy Bodies (DLB),AD/ADRD,The misdiagnosis rate of Dementia with Lewy Bodies (DLB) remains high.,DLB is a dementia subtype analyzed in relation to AD diagnostic challenges.
40209131,No,Frontotemporal Dementia (FTD),AD/ADRD,Frontotemporal dementia (FTD) includes behavioral-variant FTD (bvFTD) with predominant frontal atrophy and semantic behavioral-variant FTD (sbvFTD) with predominant right anterior temporal lobe (rATL) atrophy.,FTD is a type of dementia related to ADRD.
40209131,No,resource-limited settings,Economic_stability,"automated speech analysis could enhance early diagnosis and monitoring of FTD, offering a scalable, noninvasive alternative to traditional methods, particularly in resource-limited settings.",Refers to healthcare access in low-resource contexts.
40203226,No,Alzheimer disease pathology,AD/ADRD,"Alzheimer disease pathology (neuritic plaques, amyloid deposition, and neurofibrillary tangles), Lewy body pathology, transactive DNA-binding protein 43, lacunar infarcts, hyaline arteriolosclerosis, and cerebral amyloid angiopathy were evaluated following international criteria using immunohistochemistry and hematoxylin and eosin staining.",Directly refers to Alzheimer's disease neuropathology.
40203226,No,neurofibrillary tangles,AD/ADRD,"Moderate, heavy, and former heavy alcohol consumptions were associated with hyaline arteriolosclerosis and neurofibrillary tangles.",Neurofibrillary tangles are a hallmark of Alzheimer's disease.
40203226,No,cognitive abilities,AD/ADRD,"Cognitive abilities were evaluated using the Clinical Dementia Rating Scale Sum of Boxes, and the brain mass ratio was calculated by dividing the brain weight by the participant's height.",Cognitive decline is a core feature of dementia.
40431348,No,Alzheimer's disease (AD),AD/ADRD,"Diseases such as major depressive disorder (MDD) and Alzheimer's disease (AD) are more prevalent in women and may be influenced by hormonal transitions, particularly during menopause.",Directly mentions Alzheimer's disease as a condition studied.
40431348,No,neuroinflammation,AD/ADRD,"Chronic low-grade inflammation is emerging as a shared mechanism underlying both conditions, and this inflammatory state can be worsened by dietary habits.",Neuroinflammation is a key mechanism linked to AD/ADRD.
40324770,No,legal and financial considerations,Economic_stability,"These themes encapsulate the primary discussions within the online communities: memory care, nursing and caregiving, gratitude and acknowledgment, and legal and financial considerations.",Legal and financial considerations relate to economic stability.
40324770,No,Alzheimer Disease and Dementia Care,AD/ADRD,Online Communities as a Support System for Alzheimer Disease and Dementia Care: Large-Scale Exploratory Study,Study focuses on Alzheimer's disease and related dementias.
40442881,No,,,,
40407095,Yes,socioeconomic status,Economic_stability,"UDS SDOH include transportation, socioeconomic status, social relationships, health care, and discrimination.",Explicitly listed as a social determinant of health in the UDS module for ADRD research.
40407095,Yes,financial security,Economic_stability,"This article offers rationale, empirical support, and guidance for using the selected constructs: transportation security, financial security, social connectedness, health care experiences, and discrimination...",Identified as a key construct in the SDOH module linked to ADRD mechanisms.
40407095,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Social determinants of health (SDOH) play a role in Alzheimer's disease and related dementias (ADRD) risk, diagnosis, care, and research participation.",Directly named as the health outcome studied in relation to SDOH.
40404275,No,,,,
40371732,No,Dementia with Lewy bodies (DLB),AD/ADRD,"Dementia with Lewy bodies (DLB) is inadequately diagnosed and treated, which negatively influences patient outcomes.",DLB is a type of ADRD.
40371732,No,DLB symptoms,AD/ADRD,Symptoms in dementia with Lewy bodies (DLB) vary greatly across individuals.,Symptoms are a core aspect of ADRD.
40357887,No,Alzheimer's disease,AD/ADRD,Sedentary behavior may be a modifiable risk factor for Alzheimer's disease (AD).,Directly named as the target condition in the study.
40357887,No,neurodegeneration,AD/ADRD,Greater sedentary behavior is related to neurodegeneration and worse cognition.,Linked to cognitive decline in Alzheimer's disease context.
40331508,No,Alzheimer's disease (AD),AD/ADRD,"Amyloid beta (Aβ) can be detected in vivo years before Alzheimer's disease (AD) symptom onset and, according to recent criteria, is sufficient for a biological diagnosis.",The study focuses on Alzheimer's disease as the primary condition.
40304268,No,Alzheimer's disease (AD),AD/ADRD,Evidence suggests that midlife physical activity may reduce Alzheimer's disease (AD) risk.,Directly mentions AD as the health outcome.
40304268,No,amyloid burden,AD/ADRD,Becoming adherent to recommendations was linked to lower amyloid burden compared to becoming non-adherent.,Amyloid burden is a biomarker for AD.
40304268,No,cortical thickness,AD/ADRD,Remaining sedentary was associated with lower cortical thickness compared to doing limited physical activity.,Cortical thickness relates to brain structure in AD.
40245823,No,education (low to high),Economic_stability,"The following risk factors were associated with the reversion from MCI to normal cognition: education (low to high), age, Mini-Mental State Examination (MMSE), Functional Activities Questionnaire (FAQ), Auditory Verbal Learning Test (AVLT) delay recall test, Apolipoprotein E (APOE) positive, multiple domain impaired, live along, depression, doing house work daily/exercise once a week.","Education is a proxy for socioeconomic status, a key economic stability factor."
40245823,No,MCI reversion,AD/ADRD,"The aim was to investigate the pooled prevalence of reversion from mild cognitive impairment (MCI) to normal cognition people, and the influencing factors for reversion.",MCI reversion is a precursor to ADRD outcomes.
40232259,No,sociodemographic factors,Economic_stability,"Linear regressions assessed associations of sociodemographic, social, health-related and psychological factors with consumption of a healthy diet.",Sociodemographic factors include economic stability components like income or education.
40232259,No,dementia risk,AD/ADRD,"We used baseline-data of the AgeWell.de-trial (n = 1001, %<sub>female </sub>= 52.2, M<sub>age </sub>= 69.0, SD = 4.9).",Study focuses on older adults at increased dementia risk.
40116688,No,Alzheimer's disease (AD),AD/ADRD,"Understanding the effects of ASMs across diverse older adults is crucial, given that some ethnoracial groups are at higher risk for AD or more severe symptoms compared to non-Hispanic Whites.","Mentions AD risk in ethnoracial groups, a core ADRD focus."
40116688,No,AD-related symptoms,AD/ADRD,"Older adults often use anti-seizure medications (ASMs), which can negatively impact cognitive function, mood, and behavior, mimicking AD or its symptoms.",Directly references AD-related symptoms as study focus.
40084665,No,Lewy body dementia,AD/ADRD,"A descriptive study using a transversal national online survey to evaluate the prevalence and characteristics of behavioral and psychological symptoms (BPSD) of dementia with Lewy bodies (DLB), and specifically, the perpetration of violent acts against primary caregivers.",Lewy body dementia is a subtype of ADRD.
40084665,No,behavioral and psychological symptoms of dementia (BPSD),AD/ADRD,"A descriptive study using a transversal national online survey to evaluate the prevalence and characteristics of behavioral and psychological symptoms (BPSD) of dementia with Lewy bodies (DLB), and specifically, the perpetration of violent acts against primary caregivers.",BPSD are symptoms associated with ADRD.
40055039,No,Alzheimer's disease mortality,AD/ADRD,"Higher aMED score was associated with a lower risk of AD mortality (HR<sub>T3</sub><sub>vs T1</sub>: 0.72, 95 % CI, 0.52-1.00, p-trend = 0.041).",Directly references Alzheimer's disease mortality as an outcome.
40055039,No,psychometric mild cognitive impairment (p-MCI),AD/ADRD,"In a sub-sample of 2,713 participants in NHANES 2011-2014, 432 individuals had prevalent psychometric mild cognitive impairment (p-MCI).",Describes a cognitive impairment associated with ADRD.
39878054,No,education,Economic_stability,"Most ACES were associated with and increased the risk of SCD, even after adjusting for BRFSS year, age, race, education, and employment.",Education is an economic stability factor adjusted in the analysis.
39878054,No,employment,Economic_stability,"Most ACES were associated with and increased the risk of SCD, even after adjusting for BRFSS year, age, race, education, and employment.",Employment is an economic stability factor adjusted in the analysis.
39878054,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Adverse childhood experiences (ACEs) are associated with an increased risk of developing chronic health conditions, including Alzheimer's disease and related dementias (ADRD) and subjective cognitive decline (SCD), self-reported confusion/memory loss, and an early clinical manifestation of ADRD.",ADRD is explicitly mentioned as a health outcome linked to ACEs.
39878054,No,Subjective Cognitive Decline (SCD),AD/ADRD,"Adverse childhood experiences (ACEs) are associated with an increased risk of developing chronic health conditions, including Alzheimer's disease and related dementias (ADRD) and subjective cognitive decline (SCD), self-reported confusion/memory loss, and an early clinical manifestation of ADRD.",SCD is described as an early clinical manifestation of ADRD.
39786627,No,,,,
39630270,Yes,financial adversity,Economic_stability,Six ACEs were assessed from two dimensions namely financial adversity and childhood trauma.,ACE financial adversity linked to dementia risk.
39630270,Yes,household income,Economic_stability,"Cognitive reserve-enhancing factors were rated during three periods of life-course, namely early-life stage (educational attainment,), adulthood (household income) and late-life stage (weekly physical activity).",Adulthood income mediates ACE-dementia association.
39630270,Yes,dementia,AD/ADRD,"Participants with one additional number of ACEs was associated with increased risk of dementia (HR = 1.08, 95% CI: 1.02, 1.16).",ACEs increase dementia risk in older adults.
39630270,Yes,Alzheimer's disease,AD/ADRD,Genetic risk was evaluated by polygenic risk score for Alzheimer's disease.,Genetic risk score for Alzheimer's disease assessed.
39547823,No,,,,
39477251,No,,,,
39349155,No,Alzheimer's disease,AD/ADRD,"Neuropsychiatric symptoms, such as depression and anxiety, are observed in 90% of patients with Alzheimer's disease (AD), two-thirds of whom are women.",Primary focus of the study on Alzheimer's disease.
39349155,No,dementia,AD/ADRD,"In the Alzheimer's Disease Neuroimaging Initiative dataset, anxiety predicted transition to dementia.",Dementia is a key outcome in the study.
39180168,No,,,,
40305830,No,,,,
40294408,No,,,,
38916196,No,Alzheimer's Disease (AD),AD/ADRD,"This project aims to determine the known-group discriminant validity of a cultural and linguistic adaptation of the mini-SEA between cognitively healthy people, those with mild cognitive impairment (MCI) or living with Alzheimer's Disease (AD).",Directly references Alzheimer's Disease as a study group.
38916196,No,mild cognitive impairment (MCI),AD/ADRD,"This project aims to determine the known-group discriminant validity of a cultural and linguistic adaptation of the mini-SEA between cognitively healthy people, those with mild cognitive impairment (MCI) or living with Alzheimer's Disease (AD).",MCI is a precursor to ADRD and part of the study's focus.
40264239,No,,,,
40163795,Yes,economic-related SLEs,Economic_stability,"Grief-related SLEs were associated with AD and neurodegeneration CSF outcomes while economic SLEs were associated with MRI-based GM outcomes, both in an age-independent manner.",linked to MRI-based GM outcomes
40163795,Yes,unemployment and economic loss,Economic_stability,"Unemployment and economic loss were associated with lower GM volumes in limbic and frontal areas, driven by more educated participants and men and by women, respectively.",associated with reduced GM volumes
40163795,Yes,AD pathology,AD/ADRD,"Grief-related SLEs were associated with AD and neurodegeneration CSF outcomes while economic SLEs were associated with MRI-based GM outcomes, both in an age-independent manner.",linked to economic SLEs
40163795,Yes,neurodegeneration,AD/ADRD,"Grief-related SLEs were associated with AD and neurodegeneration CSF outcomes while economic SLEs were associated with MRI-based GM outcomes, both in an age-independent manner.",linked to economic SLEs
40163795,Yes,Aβ42/40,AD/ADRD,Partner's death was associated with lower Aβ42/40 (B = -5.19; 95% CI -9.61 to -0.76; p = 0.022) and higher p-tau181 (B = 0.18; 95% CI 0.05-0.32; p = 0.007) and neurogranin (B = 0.19; 95% CI 0.05-0.32; p = 0.007).,biomarker linked to grief SLEs
