PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
38315471,Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diet,Yes,['diet'],"A healthy lifestyle score was developed based on self-reported factors, including noncurrent smoking, at least 150 minutes of physical activity per week, limiting alcohol consumption, a Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diet score higher than 7.5, and a late-life cognitive activity score higher than 3.2.",Represents a specific dietary pattern linked to cognitive outcomes.
38301285,alcohol consumption,Yes,['diet'],This association was particularly evident in older-older adults (≥70 years) and those who consumed alcohol.,Alcohol is a dietary component; its consumption relates to dietary patterns affecting ADRD risk.
38095938,altered food preferences,No,['Undefined'],"Disinhibition, loss of sympathy/empathy and hyperorality or altered food preferences were associated with cognitive theory of mind.","Entity represents behavioral symptom, not a food factor influencing ADRD."
38070229,diet,Yes,['diet'],"The control group implemented routine dysphagia care, including diet and posture management and health education about swallowing dysfunction.","Entity refers to dietary management in care, part of regular food patterns."
37656632,MIND dietary pattern,Yes,['diet'],"Positive associations between continuous MIND scores and education-dependent standardised cognitive scores for each test and global cognition were observed, unadjusted or adjusted for covariates; no such associations were observed for MEPA III.",Regular pattern of food consumption.
37656632,MEPA III dietary pattern,Yes,['diet'],Similar observations were noted with MEPA III with AFT [0.58 (0.43-0.79)] and CERAD Delayed Recall [0.66 (0.46-0.94)],Entity represents a dietary pattern linked to cognitive outcomes.
39031363,diet,No,['Undefined'],Interventions that promote healthy lifestyles are critical for the prevention of Alzheimer's disease and Alzheimer's disease related dementias (AD/ADRD).,Entity not explicitly mentioned in source sentence.
38995792,lack of a ventilated kitchen,No,['Undefined'],"Physical inactivity, lack of a ventilated kitchen, and history of central nervous system infections and chronic headache were associated with increased odds of dementia.","Entity relates to environmental infrastructure, not food access, diet, or insecurity."
38759017,Mediterranean diet,Yes,['diet'],Mediterranean diet adherence and body mass index.,Represents a specific dietary pattern.
38346414,diet,Yes,['diet'],"We identified fourteen broadly defined modifiable risk factors that were significantly associated with these disorders: ... diet, ...",Entity refers to dietary patterns linked to ADRD risk.
37916306,healthy diets,Yes,['diet'],Non-pharmacological measures by adopting healthy diets and encouraging physical and cognitive activities and urging multidomain approaches are important for prevention of VCI and preservation of vascular brain health.,Regular consumption pattern promoting brain health
37732415,prenatal nutrition,Yes,['diet'],"In this review, we summarize current evidence for early-life effects on small vessel disease, stroke and dementia focusing on prenatal nutrition, and cognitive ability, education, and socioeconomic status in childhood.","Prenatal nutrition refers to dietary patterns during pregnancy, influencing health outcomes."
37534741,food insecurity,No,['Undefined'],We leveraged 1000 medical notes randomly selected from 7401 emergency department and inpatient social worker notes generated between 2015 and 2019 for 231 unique patients diagnosed with ADRD at Michigan Medicine. We developed a rule-based NLP algorithm for the identification of seven domains of SDoH noted above.,Entity mentioned in study scope but no documented impact on ADRD in the sentence.
37246509,malnutrition,Yes,['diet'],Worse nutritional status is associated with more severe NPS.,Malnutrition reflects poor dietary intake impacting health outcomes.
37246509,modified Mini-Nutritional Assessment (mMNA),No,['Undefined'],"We used a modified Mini-Nutritional Assessment (mMNA) and the Neuropsychiatric Inventory (NPI) to evaluate nutritional status and NPS, respectively.","Entity is a tool for assessing nutritional status, not a food factor itself."
37357229,dietary habits,Yes,['diet'],"On comparing dietary habits in AD cases against controls, the results were as follows: individuals with generally fatty diet 26.58% vs 11.25%, with mixed diet 36.70% vs 78.75%, with generally vegetarian diet 34.17% vs 10.00%, data not available 2.53% among AD cases.",Refers to regular food consumption patterns.
37357229,fatty diet,Yes,['diet'],individuals with generally fatty diet 26.58% vs 11.25%... among AD cases.,dietary pattern affecting health
37357229,vegetarian diet,Yes,['diet'],individuals with generally vegetarian diet 34.17% vs 10.00%... among AD cases.,Regular dietary pattern affecting health.
37681845,MIND dietary model,Yes,['diet'],Older Black adults perceived an adapted MIND dietary model as the most acceptable with the incorporation of salient cultural characteristics and strategies within both the design and delivery phases.,Represents a regular dietary pattern focused on brain health.
37681845,brain-healthy soul food diet,Yes,['diet'],This is a non-interventional mixed methods study designed to inform the development of an adapted brain-healthy soul food diet intervention.,represents a dietary pattern aimed at reducing ADRD risk
37146892,non-healthy dietary pattern,Yes,['diet'],Our results demonstrated that multiple behavioural risk exposures could independently or collectively influence diverse hierarchical levels of gene expression patterns through multiple biological mechanisms... thereby prodromally or intermediately impacting AD.,Refers to dietary pattern linked to AD risk
37286970,alcohol consumption,Yes,['diet'],"Infrequent, light, and moderate alcohol consumption were inversely associated with mortality from all causes, CVD, chronic lower respiratory tract diseases, Alzheimer's disease, and influenza and pneumonia.",Alcohol consumption represents dietary patterns linked to ADRD outcomes.
36788058,selective food intake,Yes,['diet'],Selective food intake and more outdoor exposures were associated with an increased risk of developing AD.,Dietary pattern linked to Alzheimer's risk.
36527582,nutrition,Yes,['diet'],"HC participants received personalized coaching from a health coach focusing on nutrition, physical activity, sleep, stress, social engagement, and cognitive activity.",relates to dietary content and patterns affecting cognition
36745453,Alcohol consumption,Yes,['diet'],The impact of serial changes in alcohol consumption on dementia risk has rarely been investigated to date.,Alcohol consumption is a dietary pattern affecting dementia risk.
36745453,Mild drinking,Yes,['diet'],"Sustained mild (adjusted hazard ratio [aHR], 0.79; 95% CI, 0.77-0.81) and moderate (aHR, 0.83; 95% CI, 0.79-0.88) drinking were associated with a decreased risk of all-cause dementia.",Regular alcohol consumption pattern linked to dementia risk.
36745453,Moderate drinking,Yes,['diet'],"Sustained mild (adjusted hazard ratio [aHR], 0.79; 95% CI, 0.77-0.81) and moderate (aHR, 0.83; 95% CI, 0.79-0.88) drinking were associated with a decreased risk of all-cause dementia.",Moderate drinking is a dietary pattern linked to reduced dementia risk.
36745453,Heavy drinking,Yes,['diet'],"Sustained heavy drinking was associated with an increased risk of all-cause dementia (aHR, 1.08; 95% CI, 1.03-1.12).",Heavy drinking is a dietary pattern linked to dementia risk.
37742638,nutritional problems,No,['Undefined'],Persons with dementia are at risk of developing nutritional problems.,"Entity refers to general health issues, not a specific food factor class."
37694364,total sugar intake,Yes,['diet'],"Those in the highest quintile of total sugar intake were twice as likely to develop dementia than those in the lowest quintile (Q5 versus Q1:HR=2.10 (95% CI: 1.05, 4.19)...",Regular consumption pattern of sugar linked to dementia risk.
37694364,fructose,Yes,['diet'],"In exploratory analyses, the highest versus lowest quintile of fructose... had higher dementia risk by 2.8 (95% CI: 1.38, 5.67) times, respectively.",Fructose is a dietary component linked to dementia risk.
37694364,sucrose,Yes,['diet'],"In exploratory analyses, the highest versus lowest quintile of... sucrose... had higher dementia risk by 1.93 (95% CI: 1.05, 3.54) times, respectively.",sucrose is a dietary component linked to dementia risk
37486491,unhealthy diet,Yes,['diet'],"A great percentage of these cases can be attributed to some common modifiable risk factors such as ... unhealthy diet, and a low level of education.",diet refers to regular food patterns
37182868,alcohol consumption,Yes,['diet'],Individuals who reported no alcohol consumption had lower scores on the Preclinical Alzheimer Cognitive Composite (PACC) compared to those consuming one or two drinks/day.,Regular consumption pattern of alcohol affects cognitive performance.
37182868,low/moderate alcohol consumption,Yes,['diet'],Low or moderate consumption of alcohol was associated with better objective cognitive performance and better subjective report of daily functioning in cognitively unimpaired individuals.,Alcohol consumption is a dietary pattern affecting cognition.
36281127,cognitive function supplements,Yes,['diet'],46.3% had experience of taking cognitive function supplements.,Supplements are consumed as part of dietary intake for cognitive health.
35863541,diet,Yes,['diet'],"Suggestive to highly suggestive evidence was found for that of midlife to late-life blood pressure, homocysteine, cerebrovascular diseases, hearing impairment, respiratory illness, anemia, smoking, alcohol consumption, diet, sleep, physical activity and social engagement.",Diet refers to regular food consumption patterns linked to cognitive outcomes.
35947893,nutritional status,No,['Undefined'],"The multivariate analysis showed that the malnourished subjects or those at risk of malnutrition (54.1%) were significantly associated with increased DBD scores (β = 0.255, P = 0.003) during follow-up.","Entity refers to nutritional state, not a food factor class."
35697505,diet quality,Yes,['diet'],0.85 (0.75-0.96) for the highest vs lowest tertiles of the Healthy Eating Index.,Diet quality refers to dietary patterns affecting ADRD risk.
35697505,Healthy Eating Index,Yes,['diet'],0.85 (0.75-0.96) for the highest vs lowest tertiles of the Healthy Eating Index.,Measures diet quality as a behavioral factor linked to ADRD risk.
35026040,nutrition,Yes,['diet'],"The RRWG produced 11 consensus-based recommendations and implementation strategies across six topics: neurovascular risk management, physical activity, sleep, nutrition, social isolation, and cognitive stimulation.",Refers to dietary habits and food consumption patterns.
35146847,appetite/eating disturbance,No,['Undefined'],"Family-assessed FAST was significantly affected by the NPI-Q domains of anxiety, apathy/indifference, aberrant motor behaviours, and appetite/eating disturbance.",Entity represents a symptom (eating disturbance) not a food factor.
34447996,dietary changes,Yes,['diet'],"Self-management behaviors (dietary changes, physical activity, mental activities, dietary supplements) were assessed using the Risk Evaluation and Education for ALzheimer's disease health behavior measure.","Dietary changes refer to modifications in eating habits, which are part of dietary patterns affecting cognitive health."
35418416,MIND diet,Yes,['diet'],a diet for brain health (Mediterranean-DASH Diet Intervention for Neurodegenerative Delay-MIND diet score in upper 40% of cohort distribution),represents a dietary pattern for brain health
35171516,alcohol consumption,No,['Undefined'],"Compared with non-drinkers, individuals who drank had a lower risk of AD (relative risk 0.68, 95% CI 0.53-0.87; I<sup>2</sup>  = 87.9%, P < 0.001).",Alcohol consumption is not a food factor but a substance use pattern.
35171516,wine,Yes,['diet'],"Drinking wine was found to reduce the occurrence of AD (relative risk 0.71, 95% CI 0.51-0.96).",Wine consumption as part of dietary patterns.
35276947,vegetarian diet,Yes,['diet'],Dietary pattern is one important risk factor for the development and progression of dementia.,Regular consumption pattern affecting dementia risk.
35042501,tea-drinking habits,Yes,['diet'],"tea-drinking habits (OR = 0.64, 95%CI: 0.45-0.92) were independent negative related to high SCD-Q9 score.",tea-drinking habits are a dietary pattern linked to cognitive decline.
34228317,appetite disorders,No,['Undefined'],"residents presented significantly fewer delusions, hallucinations, euphoria, aberrant motor behavior but significantly more depression, apathy, disinhibition and more appetite disorders (all p value < 0.05).","Entity refers to a symptom (BPSD), not a food factor impacting ADRD."
33675003,needed help to eat,No,['Undefined'],"The largest difference in the median of the QoL-AD score was in those who needed help to eat, those with moderate or severe dementia, those classified as frail or pre-frail, those with moderate social risk, and those with depression.","Entity refers to functional ability, not food access, diet, or insecurity."
33675003,Not needing help to eat,No,['Undefined'],"Not needing help to eat, not having a stressful situation in the past 3 months, and the years of education were positively correlated with QoL-AD in the linear model.","Entity relates to functional independence, not food access, diet, or insecurity."
34560903,omega-3 supplementation,Yes,['diet'],a 3-year RCT of multidomain lifestyle intervention and/or omega-3 supplementation for prevention of cognitive decline,Omega-3 supplementation is a dietary component linked to cognitive decline prevention.
32970519,fruit and vegetable intake,Yes,['diet'],"Similarly, those with higher education were more likely to consume colorful fruits and vegetables, potentially decreasing their risk of Alzheimer's disease.",Regular consumption of fruits and vegetables represents dietary patterns linked to ADRD risk.
34281550,sugar,Yes,['diet'],never eat sugar or foods/drinks containing sugar were adversely associated with longevity,dietary consumption of sugar linked to longevity outcomes
34281550,foods/drinks containing sugar,Yes,['diet'],never eat sugar or foods/drinks containing sugar were adversely associated with longevity,Relates to dietary intake of sugar and sugary foods/drinks
33585904,high-quality diet,Yes,['diet'],"Adherence to a healthy lifestyle-characterized by abstaining from smoking, being physically and cognitively active, having a high-quality diet, and limiting alcohol use-is associated with slower cognitive decline in older adults...",Refers to regular food consumption patterns linked to cognitive outcomes.
34103175,food security,Yes,['food_insecurity'],Lower food security in early and late life is associated with a higher risk of ADRD diagnosis.,"Lower food security indicates limited access to adequate food, linking to higher ADRD risk."
34061824,dietary pattern,Yes,['diet'],"Healthy lifestyle profile was classified into 3 groups by a composite measure including smoking, alcohol consumption, dietary pattern, physical activity, and body weight.",Refers to habitual food consumption patterns.
33227157,DASH diet,Yes,['diet'],"This pilot study's purpose was to examine the feasibility and acceptability of a novel intervention, Mindfulness in Motion (MIM) and Dietary Approaches to Stop Hypertension DASH (MIM DASH), to improve diet, mindfulness, stress, and systolic blood pressure (BP) in older African Americans with mild cognitive impairment (MCI) and hypertension.",DASH diet refers to a structured dietary pattern aimed at improving health outcomes.
34951365,dietary prebiotic consumption,Yes,['diet'],This study aimed to investigate the association between dietary prebiotic intake and risk for Alzheimer's disease (AD).,Regular dietary pattern including prebiotics
34951365,fructan intake,Yes,['diet'],Each additional gram of fructan intake was associated with 24% lower risk for AD ((95% CI)=0.60-0.97; P =0.03).,Regular consumption of fructan linked to AD risk.
34784596,alcohol consumption,Yes,['diet'],Our primary objective is to investigate whether alcohol consumption is associated with lower cognitive performance at an early phase of the development of cognitive impairment (mild cognitive impairment [MCI] stage),Alcohol consumption is a dietary pattern affecting cognitive performance.
34744081,dietary patterns,Yes,['diet'],"Six lifestyle factors including physical activity, cognitive activity, social engagements, dietary patterns, mindfulness, and cognitive reserve were combined to derive the RI (possible range of scores: 1-378).",Regular food consumption patterns linked to brain health.
34334393,MIND Diet,Yes,['diet'],"MIND diet, a hybrid of the Mediterranean diet and the Dietary Approaches to Stop Hypertension diet, is associated with a slower cognitive decline and lower risk of Alzheimer's disease (AD) dementia in older adults.",dietary pattern linked to cognitive outcomes
34334393,MIND Diet,Yes,['diet'],"MIND diet is associated with better cognitive functioning independently of common brain pathology, suggesting that the MIND diet may contribute to cognitive resilience in the elderly.",MIND Diet represents a dietary pattern linked to cognitive outcomes.
34151793,alcohol consumption,Yes,['diet'],The present study showed significant associations between drinking frequency and CSF AD biomarkers in cognitively intact older adults. Alcohol consumption may have an influence on AD by modulating amyloid deposition and tau phosphorylation in the preclinical stage.,Alcohol consumption is a dietary pattern affecting AD biomarkers.
32813409,dietary education programs,No,['Undefined'],The objective of this review is to identify and map the evidence on the types of dietary education programs that have been implemented and evaluated in any setting for adults with neurological diseases.,"Entity refers to educational interventions, not diet, access, or food insecurity."
32813409,dietary recommendations,Yes,['diet'],Dietary recommendations for most of these diseases follow national dietary guidelines.,Guidelines on food consumption patterns.
32662384,alcohol consumption,Yes,['diet'],Heavy alcohol consumption is associated with poorer cognitive function in older adults.,Alcohol consumption is a dietary pattern linked to cognitive decline.
33244011,diet,Yes,['diet'],"Using machine learning (random forest) and permutation-based methods we select the set of most important self-reported variables for MCI conversion which includes among others, subjective cognitive decline, educational level, working experience, social life, and diet.",diet as a self-reported variable linked to MCI conversion
33067294,Mediterranean diet,Yes,['diet'],"All participants receive a dementia risk assessment [...] regarding protective (Mediterranean diet, low/moderate alcohol consumption and high cognitive activity) and risk factors [...] for dementia.",Represents a specific dietary pattern linked to dementia risk reduction.
33067294,low/moderate alcohol consumption,Yes,['diet'],"All participants receive a dementia risk assessment [...] regarding protective (Mediterranean diet, low/moderate alcohol consumption and high cognitive activity) and risk factors [...] for dementia.",Alcohol consumption pattern as part of dietary habits affecting dementia risk.
32574818,omega-3 supplementation,No,['Undefined'],The Multidomain Alzheimer Preventive Trial was designed to assess the effect of omega-3 supplementation and multidomain intervention on cognitive decline of subjects with subjective memory complaint.,"Entity refers to a nutritional supplement, not a food factor class."
32574818,multidomain intervention,No,['Undefined'],The multidomain intervention was associated with a significant effect on the 3-year brain morphological changes in the deformation-based approach.,"Entity refers to a broad intervention, not a specific food factor."
32530831,oral supplementation,Yes,['diet'],"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.",Part of dietary intervention to improve nutrition in dementia.
32530831,feeding interventions,Yes,['diet'],"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.",Feeding interventions modify dietary patterns to improve nutritional outcomes in dementia.
32530831,education,No,['Undefined'],"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.","Entity refers to an intervention strategy, not a food factor."
32530831,environmental modifications,Yes,['Undefined'],"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.",Entity refers to non-food-related mealtime environment adjustments.
32969833,diet,Yes,['diet'],"The arms included (1) BBL-GP, a web-based intervention augmented with an in-person diet and physical activity consultation;",Entity refers to dietary patterns addressed in the intervention.
32767997,obesity,No,['Undefined'],"Modifiable risk factors were low education, obesity, hypertension, diabetes, depression, smoking, physical inactivity, hearing loss, loneliness, heart disease, stroke, head injury, and delirium.","Obesity is a health condition, not a food factor classifiable under access, diet, or food insecurity."
32554763,Mediterranean-DASH Diet Intervention for Neurodegenerative Delay diet (MIND diet),Yes,['diet'],"Using data from the Chicago Health and Aging Project (CHAP; n = 1,845) and the Rush Memory and Aging Project (MAP; n = 920), we defined a healthy lifestyle score on the basis of nonsmoking, ≥150 min/wk moderate/vigorous-intensity physical activity, light to moderate alcohol consumption, high-quality Mediterranean-DASH Diet Intervention for Neurodegenerative Delay diet (upper 40%), and engagement in late-life cognitive activities (upper 40%), giving an overall score ranging from 0 to 5.",Represents a specific dietary pattern linked to ADRD risk.
32609745,lifestyle modification,No,['Undefined'],"Participant behavioral changes included lifestyle modification (58%), social engagement (10%), cognitive stimulation (5%), and advanced care planning (4%).",Entity not explicitly linked to food/diet factors in context.
32481282,food therapy,No,['Undefined'],"Non-pharmacological interventions included a combination of validation therapy, music therapy, art therapy, reminiscence therapy, talking therapy, reality orientation, cognitive training, smell therapy, food therapy, sensory stimulation, garden therapy, and physiotherapy.","Entity refers to a therapeutic approach, not a documented food factor class."
32324741,Mediterranean-style diet (MIND),Yes,['diet'],higher MIND diet scores associated with slower decline in executive function.,Represents a specific dietary pattern linked to cognitive outcomes.
31996451,flavonols,Yes,['diet'],"Dietary intakes of flavonols were inversely associated with incident Alzheimer dementia in models adjusted for age, sex, education, APOE ɛ4, and participation in cognitive and physical activities.",Entity represents dietary intake linked to ADRD risk.
31996451,kaempferol,Yes,['diet'],"Hazard ratios (HRs) for the fifth vs first quintiles of intake were as follows: for total flavonol, 0.52 (95% confidence interval [CI], 0.33-0.84); for kaempferol, 0.49 (95% CI, 0.31-0.77); for myricetin, 0.62 (95% CI, 0.4-0.97); and for isorhamnetin, 0.62 (95% CI, 0.39-0.98).",Kaempferol is a dietary flavonol component linked to Alzheimer's risk.
31996451,myricetin,Yes,['diet'],"Hazard ratios (HRs) for the fifth vs first quintiles of intake were as follows: for total flavonol, 0.52 (95% confidence interval [CI], 0.33-0.84); for kaempferol, 0.49 (95% CI, 0.31-0.77); for myricetin, 0.62 (95% CI, 0.4-0.97); and for isorhamnetin, 0.62 (95% CI, 0.39-0.98).",Myricetin is a dietary flavonol linked to Alzheimer's risk through consumption patterns.
31996451,isorhamnetin,Yes,['diet'],"Hazard ratios (HRs) for the fifth vs first quintiles of intake were as follows: for total flavonol, 0.52 (95% confidence interval [CI], 0.33-0.84); for kaempferol, 0.49 (95% CI, 0.31-0.77); for myricetin, 0.62 (95% CI, 0.4-0.97); and for isorhamnetin, 0.62 (95% CI, 0.39-0.98).",Part of dietary intake linked to ADRD risk
32273551,Vitamin D,Yes,['diet'],use of Vitamin D was associated with delayed time to psychosis in AD patients and Vitamin D was used more by AD-P than AD + P patients.,Vitamin D is a nutrient consumed as part of dietary intake.
